ptsMs,latencyMs,frameType
84416,24925,B
84458,24923,P
84500,24922,P
84541,24919,P
84583,24917,P
84625,24925,P
84666,24923,P
84708,24910,P
84750,24911,P
84791,24918,B
84833,24916,B
84875,24914,B
84916,25154,P
84958,25155,P
85000,25154,I
85041,25154,B
85083,25155,B
85125,25154,B
85166,25159,P
85208,25156,B
85250,25156,B
85291,25162,B
85333,25159,P
85375,25159,B
85416,25157,B
85458,25163,B
85500,25162,P
85541,25232,B
85583,25232,P
85625,25237,I
85666,25234,B
85708,25232,B
85750,25240,P
85791,25238,P
85833,25236,B
85875,25234,B
85916,25241,B
85958,25238,P
86000,25238,B
86041,25236,B
86083,25234,B
86125,25232,P
86166,25454,B
86208,25455,P
86250,25460,I
86291,25457,B
86333,25455,B
86375,25462,P
86416,25461,B
86458,25459,P
86500,25458,P
86541,25455,P
86583,25461,P
86625,25461,P
86666,25459,P
86708,25457,P
86750,25456,B
86791,25756,P
86833,25756,P
86875,25757,I
86916,25761,P
86958,25758,P
87000,25757,P
87041,25755,P
87083,25762,P
87125,25757,P
87166,25758,P
87208,25756,P
87250,25764,P
87291,25761,P
87333,25759,B
87375,25758,P
87416,25957,P
87458,25963,P
87500,25961,I
87541,25960,P
87583,25957,P
87625,25965,P
87666,25962,P
87708,25961,P
87750,25959,P
87791,25958,P
87833,25964,P
87875,25963,B
87916,25961,B
87958,25959,B
88000,25966,P
88041,26261,B
88083,26266,P
88125,26264,I
88166,26262,P
88208,26262,P
88250,26267,P
88291,26265,P
88333,26260,P
88375,26271,P
88416,26269,P
88458,26266,B
88500,26266,B
88541,26263,B
88583,26270,P
88625,26268,B
88666,26401,B
88708,26409,P
88750,26408,I
88791,26406,B
88833,26401,B
88875,26402,P
88916,26409,B
88958,26407,P
89000,26405,P
89041,26404,P
89083,26402,B
89125,26409,B
89166,26407,P
89208,26405,P
89250,26403,P
89291,26662,P
89333,26663,P
89375,26670,I
89416,26669,B
89458,26662,B
89500,26666,P
89541,26663,B
89583,26669,P
89625,26664,P
89666,26666,P
89708,26664,P
89750,26664,B
89791,26669,B
89833,26667,B
89875,26667,P
89916,26664,P
89958,26671,P
90000,26670,I
90041,26668,P
90083,26666,P
90125,26665,P
90166,26671,P
90208,26668,P
90250,26668,P
90291,26666,P
90333,26663,P
90375,26671,P
90416,26669,P
90458,26667,P
90500,26666,P
90541,26981,P
90583,26983,P
90625,26981,I
90666,26981,P
90708,26984,P
90750,26983,P
90791,26990,P
90833,26988,P
90875,26987,P
90916,26985,P
90958,26982,P
91000,26990,P
91041,26988,P
91083,26985,P
91125,26984,P
91166,27080,P
91208,27081,P
91250,27083,I
91291,27081,P
91333,27119,P
91375,27121,P
91416,27119,B
91458,27119,P
91500,27121,B
91541,27120,B
91583,27125,B
91625,27125,P
91666,27123,B
91708,27120,B
91750,27127,B
91791,27239,P
91833,27240,P
91875,27239,I
91916,27240,P
91958,27247,P
92000,27246,P
92041,27243,P
92083,27241,P
92125,27248,B
92166,27246,B
92208,27244,B
92250,27243,P
92291,27241,B
92333,27247,P
92375,27247,P
92416,27320,P
92458,27322,P
92500,27322,I
92541,27327,B
92583,27325,B
92625,27324,B
92666,27323,P
92708,27320,B
92750,27328,B
92791,27326,B
92833,27324,P
92875,27323,B
92916,27329,B
92958,27327,P
93000,27326,P
93041,27520,P
93083,27522,P
93125,27529,I
93166,27526,P
93208,27524,P
93250,27524,B
93291,27521,P
93333,27527,P
93375,27527,P
93416,27525,B
93458,27522,B
93500,27522,B
93541,27528,P
93583,27526,B
93625,27525,B
93666,27679,B
93708,27678,P
93750,27688,I
93791,27678,B
93833,27684,B
93875,27683,P
93916,27681,B
93958,27687,B
94000,27686,B
94041,27684,P
94083,27682,B
94125,27681,B
94166,27687,B
94208,27685,P
94250,27684,B
94291,27799,B
94333,27799,P
94375,27807,I
94416,27805,B
94458,27802,B
94500,27802,B
94541,27808,P
94583,27806,B
94625,27804,B
94666,27803,B
94708,27801,P
94750,27808,B
94791,27806,P
94833,27804,B
94875,27801,B
94916,28019,P
94958,28023,P
95000,28021,I
95041,28020,P
95083,28025,P
95125,28024,P
95166,28018,P
95208,28021,P
95250,28020,P
95291,28026,P
95333,28024,P
95375,28022,P
95416,28021,P
95458,28027,P
95500,28026,P
95541,28262,P
95583,28270,P
95625,28268,I
95666,28267,P
95708,28264,P
95750,28264,P
95791,28269,P
95833,28268,P
95875,28267,P
95916,28264,P
95958,28262,P
96000,28271,P
96041,28268,P
96083,28266,P
96125,28265,P
96166,28562,P
96208,28565,P
96250,28562,I
96291,28563,P
96333,28561,P
96375,28564,B
96416,28564,P
96458,28571,B
96500,28562,B
96541,28568,P
96583,28565,B
96625,28564,B
96666,28570,B
96708,28569,P
96750,28567,P
96791,28826,P
96833,28825,P
96875,28825,I
96916,28826,B
96958,28831,B
97000,28829,P
97041,28827,B
97083,28833,B
97125,28832,B
97166,28830,P
97208,28828,P
97250,28827,P
97291,28834,P
97333,28832,P
97375,28831,B
97416,29048,B
97458,29050,P
97500,29049,I
97541,29056,P
97583,29053,P
97625,29053,B
97666,29051,B
97708,29048,P
97750,29056,B
97791,29054,B
97833,29052,B
97875,29050,P
97916,29057,B
97958,29055,B
98000,29053,B
98041,29206,P
98083,29209,P
98125,29208,I
98166,29206,B
98208,29213,B
98250,29212,B
98291,29210,P
98333,29207,B
98375,29214,B
98416,29213,B
98458,29211,P
98500,29210,B
98541,29208,B
98583,29214,B
98625,29213,P
98666,29425,B
98708,29425,P
98750,29432,I
98791,29425,B
98833,29427,B
98875,29434,B
98916,29433,P
98958,29431,B
99000,29429,B
99041,29428,B
99083,29434,P
99125,29432,B
99166,29431,B
99208,29428,B
99250,29428,P
99291,29524,B
99333,29528,P
99375,29526,I
99416,29533,B
99458,29529,B
99500,29530,P
99541,29528,B
99583,29525,B
99625,29532,B
99666,29522,P
99708,29529,P
99750,29528,B
99791,29526,B
99833,29523,B
99875,29531,P
99916,29529,P
99958,29527,P
100000,29525,I
100041,29524,P
100083,29529,B
100125,29529,P
100166,29527,B
100208,29525,B
100250,29524,B
100291,29530,P
100333,29528,B
100375,29527,P
100416,29525,B
100458,29530,P
100500,29530,B
100541,29784,P
100583,29790,P
100625,29788,I
100666,29787,B
100708,29793,B
100750,29792,P
100791,29790,B
100833,29787,B
100875,29787,P
100916,29785,B
100958,29791,P
101000,29790,P
101041,29788,B
101083,29786,B
101125,29793,P
101166,29860,B
101208,29861,P
101250,29868,I
101291,29866,B
101333,29861,B
101375,29862,P
101416,29869,B
101458,29867,B
101500,29866,B
101541,29864,P
101583,29862,B
101625,29869,B
101666,29867,B
101708,29865,P
101750,29864,B
101791,30140,P
