at,payloadSizeBytes,frameType
3619,475,B
3693,4118,P
3707,881,B
3748,690,B
3820,4442,P
3834,1021,B
3874,839,B
3915,681,B
3998,5656,P
4005,641,B
4214,21513,I
4241,2946,P
4252,886,B
4257,495,B
4264,533,B
4315,5706,P
4326,978,B
4336,619,B
4372,570,B
4455,5822,P
4466,1084,B
4498,735,B
4541,726,B
4618,5378,P
4626,633,B
4851,22814,I
4879,3301,P
4889,822,B
4896,651,B
4904,644,B
4957,3537,P
4981,2758,P
5005,2649,P
5029,2532,P
5048,2134,P
5095,2447,P
5134,2263,P
5178,2808,P
5229,3626,P
5247,668,B
5479,23601,I
5509,3274,P
5518,867,B
5527,580,B
5534,555,B
5595,6939,P
5605,953,B
5613,705,B
5622,663,B
5696,4611,P
5710,1064,B
5749,849,B
5788,745,B
5861,4431,P
5872,684,B
6094,22467,I
6125,3434,P
6134,714,B
6142,677,B
6150,613,B
6186,4028,P
6195,538,B
6242,5458,P
6252,672,B
6290,677,B
6330,604,B
6418,6403,P
6426,638,B
6454,650,B
6494,609,B
6728,23152,I
6761,3739,P
6769,497,B
6776,640,B
6783,541,B
6838,6324,P
6848,681,B
6856,673,B
6872,607,B
6954,5393,P
6961,567,B
6999,665,B
7037,475,B
7107,3657,P
7122,550,B
7331,20522,I
7337,499,P
7342,340,B
7346,168,B
7351,180,P
7498,15820,P
7504,380,B
7507,161,B
7513,249,B
7552,2421,P
7576,595,B
7622,468,B
7660,304,B
7714,1671,P
7746,527,B
7964,21779,I
7988,2548,P
7997,766,B
8004,524,B
8009,416,B
8044,3770,P
8055,923,B
8079,534,B
8122,477,B
8187,3531,P
8209,1141,B
8248,594,B
8289,548,B
8353,3621,P
8372,598,B
8594,22356,I
8620,2923,P
8629,791,B
8636,488,B
8644,453,B
8688,5025,P
8698,1065,B
8705,581,B
8746,440,B
8815,4004,P
8833,1325,B
8872,685,B
8915,593,B
8977,3431,P
8997,654,B
9227,23322,I
9253,2965,P
9263,799,B
9271,521,B
9276,410,B
9318,4661,P
9329,1053,B
9335,600,B
9372,466,B
9444,4185,P
9462,1258,B
9498,630,B
9537,555,B
9599,3142,P
9622,576,B
9848,22681,I
9875,3018,P
9884,789,B
9891,534,B
9895,402,B
9942,5346,P
9955,1107,B
9962,670,B
9997,558,B
10063,3489,P
10083,1301,B
10120,748,B
10163,604,B
10228,3484,P
10247,610,B
10472,22437,I
10500,3229,P
10509,741,B
10516,558,B
10523,442,B
10563,4560,P
10576,1115,B
10582,579,B
10620,512,B
10689,3873,P
10711,1299,B
10748,723,B
10791,564,B
10850,3399,P
10871,659,B
11098,22635,I
11125,2964,P
11136,973,B
11144,606,B
11149,480,B
11188,4175,P
11200,1222,B
11207,660,B
11247,601,B
11383,12124,P
11389,388,B
11394,251,B
11413,281,B
11471,2381,P
11510,2379,P
11676,16987,I
11702,2877,P
11712,895,B
11717,440,B
11725,617,B
11767,3272,P
11794,1380,B
11831,726,B
11873,904,B
11939,3905,P
11982,3795,P
12018,3180,P
12056,3290,P
12109,4029,P
12120,646,B
12333,20866,I
12350,1713,P
12379,3191,P
12388,823,B
12395,474,B
12402,491,B
12446,4628,P
12456,820,B
12496,484,B
12574,5035,P
12586,1074,B
12622,716,B
12663,499,B
12721,2614,P
12747,551,B
12985,24238,I
13010,2665,P
13019,804,B
13040,2312,P
13052,977,B
13059,611,B
13089,3192,P
13099,973,B
13137,2450,P
13179,2317,P
13215,1966,P
13258,2099,P
13303,2249,P
13351,3299,P
13395,3239,P
13611,24435,I
13631,2148,P
13661,3343,P
13672,1064,B
13688,1357,B
13719,3629,P
13731,1034,B
13748,1827,P
13779,3239,P
13788,731,B
13829,480,B
13871,423,B
13917,1351,P
13966,1979,P
14007,1976,P
14236,24207,I
14262,2883,P
14271,833,B
14294,2534,P
14326,3353,P
14335,752,B
14342,627,B
14370,3133,P
14381,877,B
14411,500,B
14450,517,B
14521,3768,P
