at,payloadSizeBytes,frameType
3909,687,B
3950,514,B
3983,404,B
4061,3759,P
4068,730,B
4111,563,B
4150,469,B
4200,1314,P
4234,505,B
4282,366,B
4325,342,B
4379,2306,P
4408,425,B
4558,14243,I
4665,12576,P
4680,1392,B
4684,159,B
4693,608,B
4714,2467,P
4729,1207,B
4744,763,B
4778,812,B
4836,2898,P
4862,1199,B
4923,2735,P
4969,2726,P
5012,3815,P
5053,3874,P
5253,21787,I
5268,1431,P
5273,429,B
5279,391,B
5286,386,B
5314,3093,P
5322,574,B
5361,440,B
5401,374,B
5474,4016,P
5490,1259,B
5526,619,B
5576,1049,B
5637,3867,P
5661,775,B
5884,23517,I
5914,3336,P
5921,438,B
5926,251,B
5941,1481,B
5970,3132,P
5986,1429,B
6015,3273,P
6051,3624,P
6100,3879,P
6137,2991,P
6171,3000,P
6215,3128,P
6264,3155,P
6298,2842,P
6502,22160,I
6528,3059,P
6537,608,B
6543,508,B
6551,584,B
6601,5673,P
6611,836,B
6619,802,B
6651,453,B
6712,2721,P
6737,609,B
6778,496,B
6815,391,B
6861,645,P
6907,380,B
7139,23035,I
7168,3293,P
7174,506,B
7182,441,B
7187,300,B
7234,5254,P
7243,777,B
7249,465,B
7282,822,B
7351,4189,P
7367,1503,B
7413,1041,B
7445,711,B
7512,2861,P
7537,851,B
7763,22829,I
7790,3006,P
7818,869,B
7826,552,B
7834,539,B
7887,6047,P
7895,876,B
7904,680,B
7912,450,B
7972,4052,P
7986,893,B
8033,659,B
8075,504,B
8126,2675,P
8160,679,B
8389,23049,I
8421,3677,P
8430,811,B
8439,544,B
8444,442,B
8492,5422,P
8503,812,B
8511,657,B
8528,406,B
8592,3492,P
8620,940,B
8657,657,B
8699,524,B
8763,3004,P
8778,781,B
8945,15845,I
9050,12280,P
9055,308,B
9060,259,B
9065,212,B
9099,3743,P
9106,461,B
9115,381,B
9156,210,B
9224,3458,P
9233,501,B
9274,398,B
9316,234,B
9399,4697,P
9408,444,B
9648,24100,I
9665,1833,P
9672,503,B
9678,287,B
9683,469,B
9720,4019,P
9732,1134,B
9744,731,B
9777,614,B
9844,2850,P
9880,3076,P
9912,875,B
9953,675,B
9984,495,B
10033,1313,P
10266,24179,I
10286,2165,P
10293,645,B
10301,546,B
10306,402,B
10350,4967,P
10360,776,B
10369,664,B
10408,433,B
10470,2858,P
10494,749,B
10533,493,B
10568,423,B
10676,8117,P
10680,338,B
10808,14327,I
10838,3357,P
10852,1264,B
10861,855,B
10872,1064,B
10939,4081,P
10955,1754,B
10996,1201,B
11031,1122,B
11097,4050,P
11127,1660,B
11154,960,B
11197,1133,B
11268,4173,P
11280,1203,B
11507,22885,I
11541,3735,P
11554,1223,B
11564,836,B
11572,687,B
11604,3501,P
11618,1471,B
11629,948,B
11662,875,B
11726,3575,P
11739,1050,B
11791,2349,P
11850,4589,P
11870,986,B
11915,2249,P
12103,19709,I
12121,1838,P
12183,7147,P
12192,680,B
12198,418,B
12204,476,B
12230,2803,P
12240,314,B
12279,253,B
12322,157,B
12388,3753,P
12408,421,B
12441,348,B
12489,167,B
12541,1249,P
12729,19824,I
12738,754,P
12743,339,B
12748,192,B
12752,255,B
12803,3196,P
12825,1055,B
12858,331,B
12913,1082,B
12976,4200,P
12990,1197,B
13039,1072,B
13106,5143,P
13126,1665,B
13167,1366,B
13373,21993,I
13401,3293,P
13412,1010,B
13438,2675,P
13456,2038,P
13472,1398,P
13480,555,B
13492,452,B
13525,302,B
13652,10558,P
13678,2853,P
13710,3402,P
13725,1542,B
13766,3350,P
13792,1540,B
13995,21452,I
14030,3933,P
14053,2397,B
14068,1404,B
14086,1697,B
14124,4318,P
14144,2130,B
14163,1798,B
14203,4499,P
14224,2302,B
14246,1656,B
14284,1499,B
14354,3765,P
14374,2287,B
14424,2334,B
14605,19917,I
14645,4590,P
14669,2479,B
14688,2067,B
14728,4500,P
14752,2464,B
14773,2302,B
14813,4356,P
14836,2559,B
14855,1961,B
14878,1748,B
14932,4263,P
14970,2738,B
15004,2026,B
15039,2109,B
15230,19839,I
15264,3805,P
15302,4378,P
15327,2669,B
15347,2079,B
15366,1879,B
15397,3538,P
15429,3455,P
15471,4675,P
15495,2601,B
15533,4106,P
15555,2454,B
15601,3889,P
15627,2546,B
15665,2292,B
15842,17325,I
15881,4592,P
15904,2384,B
15943,4269,P
15963,2159,B
16002,4318,P
16026,2441,B
16046,2263,B
16075,3089,P
16110,3871,P
16147,4007,P
16168,2325,B
16206,2151,B
16263,2955,P
16286,1877,B
16475,18319,I
16501,3007,P
16517,1604,B
16528,974,B
16539,1116,B
16576,4034,P
16601,2680,B
16623,1818,B
16671,1918,B
16733,4371,P
16755,2156,B
16801,3554,P
16843,3748,P
16894,3773,P
16934,3876,P
17045,12563,I
17077,3628,P
17111,3641,P
17140,3316,P
