at,payloadSizeBytes,frameType
3841,1045,B
3879,516,B
3923,689,B
3976,2313,P
4029,3980,P
4050,1081,B
4091,751,B
4134,975,B
4200,4598,P
4217,949,B
4256,736,B
4294,493,B
4346,1659,P
4531,22092,I
4548,2165,P
4570,2807,P
4580,969,B
4585,511,B
4592,454,B
4644,2433,P
4674,862,B
4714,461,B
4756,426,B
4864,10233,P
4870,476,B
4883,746,B
4920,315,B
4971,1486,P
5125,17610,I
5154,3968,P
5165,1102,B
5175,1021,B
5205,4122,P
5222,1526,B
5260,1418,B
5323,4531,P
5348,1914,B
5385,1154,B
5450,4426,P
5469,1326,B
5517,2572,P
5566,2977,P
5595,1235,P
5736,15661,I
5745,995,P
5751,693,B
5758,491,B
5796,426,B
5959,17731,P
5969,1028,B
5973,407,B
5979,460,B
6016,2135,P
6049,781,B
6090,417,B
6131,424,B
6178,1139,P
6215,487,B
6372,17543,I
6389,2186,P
6405,1740,P
6416,1315,P
6434,2168,P
6474,2132,P
6520,2448,P
6564,3302,P
6593,1049,B
6628,581,B
6671,550,B
6740,4015,P
6759,1386,B
6802,904,B
6838,920,B
7033,22207,I
7056,3112,P
7063,621,B
7081,2326,P
7098,2122,P
7114,1864,P
7135,1647,P
7177,1200,P
7220,1519,P
7270,2903,P
7300,530,B
7340,414,B
7378,415,B
7438,3003,P
7462,727,B
7652,21865,I
7677,3267,P
7685,834,B
7693,724,B
7699,369,B
7739,3807,P
7758,705,B
7798,425,B
7840,306,B
7906,4221,P
7929,1316,B
7968,932,B
8015,705,B
8079,4976,P
8093,852,B
8287,22700,I
8311,3156,P
8321,1057,B
8327,648,B
8336,753,B
8377,5423,P
8386,759,B
8442,3429,P
8485,3291,P
8532,3912,P
8550,607,B
8605,2475,P
8645,2752,P
8680,2002,P
8717,682,P
8896,20458,I
8915,2363,P
8922,652,B
8928,516,B
8935,414,B
8974,1696,P
9027,3266,P
9055,1290,B
9093,860,B
9134,912,B
9192,2953,P
9217,684,B
9274,3344,P
9300,501,B
9344,1085,P
9545,24042,I
9571,3297,P
9581,1017,B
9585,500,B
9591,564,B
9608,2051,P
9633,591,B
9688,2388,P
9734,2843,P
9774,2849,P
9815,2708,P
9856,2569,P
9898,2537,P
9943,3396,P
9981,2955,P
10162,23007,I
10188,3329,P
10216,3678,P
10224,854,B
10231,559,B
10253,2592,P
10262,1116,B
10300,615,B
10343,675,B
10402,2977,P
10429,1069,B
10465,718,B
10507,666,B
10611,9327,P
10615,258,B
10716,12318,I
10731,1944,P
10737,406,B
10757,248,B
10796,184,B
10867,4247,P
10885,630,B
10925,418,B
10965,381,B
11036,5048,P
11057,1443,B
11096,1006,B
11135,712,B
11199,3920,P
11217,970,P
11409,22529,I
11426,1939,P
11430,449,B
11435,262,B
11439,303,B
11487,3703,P
11514,1226,B
11553,823,B
11595,1007,B
11663,5249,P
11679,1635,B
11719,870,B
11761,984,B
11823,3663,P
11848,1605,B
12039,22542,I
12055,2234,P
12088,4400,P
12097,844,B
12103,493,B
12109,373,B
12154,3430,P
12173,371,B
12215,556,B
12279,3756,P
12319,3586,P
12366,3818,P
12383,862,B
12423,385,B
12466,574,P
12565,8457,I
12599,4610,P
12625,3392,P
12642,2063,P
12686,2117,P
12725,1731,P
12760,755,B
12803,834,B
12843,402,B
12898,2400,P
12941,2860,P
12989,3922,P
13024,2649,P
13051,515,P
13092,350,B
13269,19922,I
13290,2635,P
13299,1038,B
13307,541,B
13313,592,B
13362,3203,P
13389,1183,B
13425,724,B
13465,752,B
13539,5324,P
13559,1910,B
13593,1082,B
13635,904,B
13696,3346,P
13736,3083,P
13905,21514,I
13928,3099,P
13948,2439,P
13967,2355,P
13983,2101,P
14000,2008,P
14019,1777,P
14061,1760,P
14103,1963,P
14146,2189,P
14184,2057,P
14234,2684,P
14264,659,B
14302,371,B
14345,893,P
14542,23092,I
14562,2511,P
14569,555,B
14584,2098,P
14623,5051,P
14636,1438,B
14645,939,B
14676,663,B
14727,2255,P
14765,1010,B
14802,534,B
14844,591,B
14897,2415,P
14948,3637,P
14986,3184,P
15166,23025,I
15195,3869,P
15208,1321,B
15216,884,B
15223,812,B
15242,2182,P
15274,2246,P
15313,2247,P
15357,2384,P
15395,2296,P
15439,2307,P
15480,2138,P
15537,4527,P
15550,695,B
15595,761,B
15793,23603,I
15814,2722,P
15821,639,B
15838,2120,P
15855,2157,P
15871,1761,P
15896,2240,P
15954,4421,P
15976,1702,B
16013,953,B
16057,1526,B
16133,6181,P
16154,2656,B
16183,1936,B
16236,3106,P
16423,23586,I
16449,3463,P
16458,968,B
16466,868,B
16472,543,B
16489,1824,P
16532,3530,P
16551,686,B
16596,838,B
16645,1781,P
16686,2015,P
16729,2016,P
16771,2338,P
16819,3279,P
16860,2891,P
17039,23198,I
17065,3189,P
17075,1271,B
17082,733,B
17091,812,B
17110,2352,P
17144,1616,P
17186,2335,P
17243,4421,P
17285,3754,P
17305,1549,B
17363,3308,P
17397,2264,P
17436,2503,P
17474,1185,B
17672,23509,I
17695,3184,P
17713,2201,P
17732,2370,P
17738,646,B
17747,501,B
17767,1372,P
17811,2236,P
17875,4848,P
17905,3364,P
17945,3498,P
17989,3390,P
18018,1830,P
18064,2129,P
18103,2290,P
18246,16305,I
18272,3489,P
18292,2419,P
18313,2607,P
18334,2678,P
18351,1851,P
18403,2966,P
18428,1285,B
18482,2181,P
18530,3232,P
18575,3752,P
18614,3344,P
18668,5926,P
18674,392,B
18727,1615,B
18874,16734,I
18901,3506,P
18910,1077,B
18920,1054,B
18949,3513,P
18975,1347,B
19016,1080,B
19055,836,B
19115,3468,P
19144,1642,B
19183,1242,B
19222,1392,B
19306,4505,P
19316,1178,B
19348,1013,B
19537,22179,I
19566,3806,P
19576,1243,B
19584,1014,B
19592,771,B
19616,2756,P
19638,1157,B
19696,3384,P
