at,payloadSizeBytes,frameType
3900,512,B
3940,309,B
3982,210,B
4063,5232,P
4073,930,B
4110,628,B
4148,390,B
4223,4853,P
4232,780,B
4274,433,B
4339,3613,P
4361,716,B
4392,470,B
4627,22609,I
4642,1515,P
4649,624,B
4656,386,B
4762,12428,P
4767,469,B
4774,272,B
4780,287,B
4800,2066,P
4821,937,B
4852,462,B
4900,445,B
4953,1762,P
4994,1830,P
5027,1507,P
5219,19507,I
5228,914,P
5243,1378,P
5259,1774,P
5287,3024,P
5297,744,B
5313,610,B
5350,424,B
5422,3240,P
5437,650,B
5476,522,B
5544,2739,P
5582,3371,P
5633,3442,P
5646,713,B
5868,21603,I
5893,2648,P
5916,2473,P
5942,3011,P
5955,1050,B
5962,669,B
5984,2299,P
6007,2434,P
6040,2519,P
6089,3902,P
6127,2776,P
6179,3979,P
6190,1194,B
6236,752,B
6276,727,B
6486,21280,I
6509,2426,P
6516,584,B
6522,539,B
6530,457,B
6559,3155,P
6571,1026,B
6600,746,B
6663,1890,P
6700,2242,P
6755,3932,P
6771,1045,B
6842,3542,P
6881,3678,P
6926,3639,P
7106,21126,I
7128,2248,P
7148,2115,P
7173,2701,P
7208,4027,P
7218,831,B
7242,2494,P
7266,2329,P
7290,2290,P
7324,2084,P
7369,2413,P
7412,2099,P
7450,2319,P
7502,2742,P
7546,3557,P
7706,17231,I
7720,1403,P
7728,577,B
7735,486,B
7740,444,B
7948,21265,P
7972,265,B
7978,279,B
7982,200,B
7995,1179,P
7998,305,B
8017,199,B
8060,158,B
8106,1082,P
8147,235,B
8376,23486,I
8405,3084,P
8410,455,B
8416,440,B
8421,214,B
8450,3336,P
8460,557,B
8476,421,B
8516,226,B
8600,4538,P
8609,742,B
8650,479,B
8686,519,B
8766,4410,P
8773,699,B
8995,21763,I
9025,3310,P
9031,682,B
9038,445,B
9043,352,B
9089,5049,P
9100,1039,B
9110,717,B
9150,438,B
9237,6422,P
9251,1394,B
9277,857,B
9315,754,B
9382,3392,P
9397,1164,P
9621,21857,I
9650,3279,P
9660,959,B
9667,567,B
9675,670,B
9718,4675,P
9732,1212,B
9739,731,B
9771,798,B
9849,4482,P
9863,1070,B
9936,5448,P
9950,1407,B
9984,897,B
10027,968,B
10245,22628,I
10272,3131,P
10286,1222,B
10295,694,B
10305,955,B
10338,3739,P
10355,1700,B
10397,4726,P
10416,1911,B
10440,1142,B
10483,1020,B
10562,4823,P
10580,1974,B
10617,1379,B
10655,1219,B
10854,20349,I
10883,3313,P
10896,1135,B
10905,785,B
10938,3741,P
10953,1302,B
10967,1396,B
10977,751,B
11048,3783,P
11068,1399,B
11103,743,B
11153,910,B
11218,4497,P
11231,1113,B
11301,3472,P
11432,14604,I
11467,3817,P
11485,2002,B
11503,1817,B
11529,2687,P
11569,4535,P
11584,1644,B
11605,959,B
11671,3026,P
11706,2901,P
11746,2516,P
11789,2637,P
11823,2189,P
11861,704,B
11895,752,B
12076,16648,I
12094,1894,P
12113,2038,P
12139,2712,P
12181,4549,P
12197,1751,B
12208,835,B
12231,1078,B
12303,4170,P
12317,1247,B
12359,916,B
12408,2267,P
12457,2277,P
12498,3231,P
12526,767,B
12725,19367,I
12757,3551,P
12771,1402,B
12781,888,B
12790,834,B
12817,2914,P
12860,4599,P
12873,1173,B
12922,3257,P
12966,3478,P
13005,3539,P
13044,3392,P
13089,3762,P
13134,3450,P
13166,3283,P
13294,13224,I
13321,3153,P
13353,3386,P
13382,3171,P
13522,16503,P
13551,3068,B
13562,1133,B
13579,1530,B
13596,1834,P
13602,345,B
13608,309,B
13648,157,B
13694,1549,P
13733,324,B
13771,641,P
13998,22816,I
14030,3696,P
14037,463,B
14043,397,B
14048,248,B
14100,5861,P
14107,570,B
14115,490,B
14141,271,B
14227,4662,P
14234,618,B
14270,505,B
14308,317,B
14382,3359,P
14403,1422,P
14627,23330,I
14660,3517,P
14666,474,B
14671,389,B
14676,259,B
14735,6698,P
14744,552,B
14749,335,B
14784,2625,P
14824,2117,P
14886,3697,P
14893,573,B
14937,479,B
14973,378,B
15026,622,P
15221,18888,I
15226,468,P
15231,233,B
15236,222,B
15384,17403,P
15389,214,B
15394,176,B
15398,164,B
15415,1886,P
15440,273,B
15476,218,B
15516,168,B
15572,1907,P
15607,257,B
15649,167,B
15868,22172,I
15876,736,P
15881,247,B
15884,162,B
15888,163,B
15955,7395,P
15961,416,B
15983,377,B
16011,166,B
16134,8516,P
16141,565,B
16150,450,B
16187,283,B
16274,5535,P
16281,455,B
16488,21591,I
16515,3031,P
16522,407,B
16527,309,B
16531,180,B
16593,7125,P
16602,502,B
16608,463,B
16644,190,B
16728,4931,P
16736,523,B
16766,432,B
16815,296,B
16882,4205,P
16900,418,B
17118,22537,I
17143,2673,P
17150,432,B
17156,330,B
17160,205,B
17185,2827,P
17193,422,B
17238,1455,P
17277,1300,P
17312,699,P
17365,1236,P
17392,550,P
17433,349,P
17573,11174,P
17577,169,B
17694,13748,I
17723,3054,P
17732,915,B
17741,611,B
17748,601,B
17793,3696,P
17818,1227,B
17852,552,B
17892,629,B
17962,2887,P
18017,4532,P
18027,907,B
18068,584,B
18116,1971,P
18160,2249,P
18318,15760,I
18332,1566,P
18350,1791,P
18368,1948,P
18404,3923,P
18416,970,B
18457,3284,P
18507,3470,P
18559,4668,P
18574,1501,B
18635,3610,P
18675,3522,P
18710,3623,P
18759,3622,P
18795,3773,P
18988,18139,I
19029,3654,P
19069,3577,P
19108,3588,P
19152,3764,P
19196,4016,P
19242,3969,P
