at_sec latencyMs frameType
0.000 167 B
1.004 297 B
2.021 313 B
3.023 315 P
4.022 314 B
5.024 316 B
6.024 316 P
7.020 313 B
8.023 315 P
9.019 311 B
10.018 311 B
11.025 317 P
12.022 315 B
13.024 317 B
14.024 316 B
15.024 317 P
16.031 323 B
17.040 373 P
18.024 400 B
19.024 399 P
20.024 399 P
21.024 399 B
22.025 400 B
23.025 400 B
24.023 398 P
25.024 399 P
26.020 396 B
27.024 400 P
28.025 400 P
29.021 396 P
30.024 399 P
31.058 601 P
32.015 724 P
33.032 783 B
34.039 915 P
35.000 917 B
36.024 941 B
37.015 1058 P
38.026 1318 B
39.008 1466 B
40.008 1550 B
41.030 1656 B
42.015 1682 B
43.025 1900 P
44.007 1965 B
45.038 2121 B
46.359 2776 B
47.133 2925 P
48.189 3439 P
49.024 3608 P
50.016 4184 P
51.023 4816 P
52.006 5299 P
53.245 5912 P
54.534 6577 P
55.041 6583 P
56.015 7183 B
57.032 7490 B
58.009 8009 B
59.024 8566 B
60.263 9180 P
61.016 9600 P
62.744 11036 P
63.157 11324 P
64.017 11850 B
65.007 12758 P
66.554 13930 B
67.332 14374 B
68.032 14699 B
69.588 16047 B
70.040 16165 B
71.410 17202 B
72.020 17479 B
73.568 18736 B
74.300 19133 B
75.276 19819 B
76.356 20273 B
77.364 20656 B
78.456 21206 P
79.042 21210 B
80.033 21534 B
81.027 21903 B
82.031 22490 B
83.033 22950 P
84.007 23257 B
85.023 23607 B
86.017 24225 I
87.033 24658 P
88.087 25129 P
89.177 25635 P
90.190 25982 P
91.015 26099 I
92.013 26181 P
93.010 26343 P
94.000 26459 B
95.039 26581 B
96.015 26766 P
97.040 26791 P
98.115 27033 B
99.009 27134 P
100.033 27200 B
101.032 27365 I
102.032 27490 B
103.101 27644 B
104.016 27767 P
105.035 27827 B
106.031 27824 P
107.035 27828 B
108.040 27832 B
109.040 27832 B
110.037 27830 B
111.039 27832 B
112.040 27832 P
113.039 27832 P
114.041 27833 P
115.039 27831 B
116.040 27832 B
117.040 27833 B
118.032 27825 B
119.038 27831 B
120.038 27830 B
121.034 27827 P
122.037 27830 B
123.039 27832 B
124.040 27832 B
125.040 27832 B
126.032 27824 P
127.040 27833 B
128.034 27827 P
129.034 27827 B
130.033 27826 B
131.032 27824 B
132.035 27828 B
133.034 27827 B
134.031 27824 P
135.040 27832 P
