at,payloadSizeBytes,frameType
3912,292,B
3958,182,B
4027,2087,P
4041,345,B
4128,2828,P
4183,3258,P
4250,3709,P
4336,5039,P
4347,436,B
4355,231,B
4415,3486,P
4493,4350,P
4561,3785,P
4927,21699,I
4977,2884,P
5034,3115,P
5079,2462,P
5089,368,B
5094,202,B
5139,2358,P
5251,4180,P
5260,378,B
5266,182,B
5951,3767,P
5951,453,B
5951,383,B
5952,248,B
5952,3293,P
7121,22947,I
7121,3139,P
7121,332,B
7121,338,B
7122,164,B
7122,5397,P
7122,471,B
7122,388,B
7122,180,B
7122,5691,P
7123,473,B
7123,384,B
7123,214,B
7123,4868,P
7123,423,B
7123,21579,I
7124,3225,P
7124,363,B
7124,163,B
7149,5931,P
7151,481,B
7151,408,B
7152,265,B
7204,3816,P
7261,4197,P
7261,450,B
7386,398,B
7387,248,B
8366,2725,P
8366,367,B
9094,24618,I
9094,1132,P
9094,1189,P
9095,1045,P
9095,1219,P
9095,1112,P
9095,1929,P
9095,1228,P
9095,1071,P
9095,786,P
9095,1329,P
9095,267,B
9096,1226,P
9096,2937,P
9096,3165,P
9096,24032,I
9096,1270,P
9293,1296,P
9293,2172,P
9309,4276,P
9309,494,B
9310,158,B
9310,2879,P
9310,3017,P
9310,2192,P
9310,945,P
9310,623,P
9310,1048,P
9310,737,P
9311,1254,P
9311,23964,I
9311,2832,P
9311,476,B
9311,154,B
9311,3657,P
9311,293,B
9311,2743,P
9327,2822,P
9344,2321,P
9369,3798,P
9369,176,B
9376,2487,P
9513,3609,P
9697,3856,P
9697,2719,P
9861,23962,I
9868,1577,P
9877,2880,P
9878,479,B
9878,315,B
9878,671,B
9878,3999,P
9878,1142,B
9878,777,B
9878,798,B
9879,1846,P
9879,1008,P
9879,812,P
9879,2810,P
9885,3733,P
10026,23478,I
10026,1447,P
10026,439,B
10026,284,B
10026,192,B
10027,862,P
10027,313,B
10027,175,B
10090,2984,P
10091,3871,P
10091,17482,P
10091,167,B
10091,157,B
10091,151,B
10091,416,P
10091,7024,I
10092,1457,P
10092,1937,P
10253,3726,P
10254,418,B
10254,367,B
10254,220,B
10254,5115,P
10254,443,B
10254,157,B
10254,300,B
10297,7076,P
10298,1039,B
10298,650,B
10305,2238,P
10433,22861,I
10433,856,P
10433,693,P
10433,1253,P
10435,295,B
10439,214,B
10444,175,B
10449,405,P
10454,441,P
10460,369,P
10499,411,P
10535,367,P
10603,4485,P
10616,394,B
10664,179,B
10866,24048,I
10875,928,P
10889,1509,P
10905,2159,P
10922,2049,P
10949,3349,P
10954,444,B
11011,3259,P
11041,486,B
11082,338,B
11120,210,B
11201,5570,P
11206,472,B
11249,504,B
11289,156,B
11489,24083,I
11514,3189,P
11519,588,B
11524,313,B
11533,741,B
11568,4769,P
11582,1575,B
11622,1122,B
11672,1174,B
11732,4010,P
11750,1551,B
11827,6556,P
11840,1538,B
11880,1200,B
11923,1374,B
12092,19811,I
12158,9261,P
12169,1215,B
12178,742,B
12183,619,B
12212,3870,P
12217,287,B
12249,307,B
12289,159,B
12357,4743,P
12370,319,B
12409,291,B
12456,191,B
12526,4358,P
12541,429,B
12732,23032,I
12743,1266,P
12755,1437,P
12772,1878,P
12796,3138,P
12804,1012,B
12835,739,B
12879,2268,P
12923,1374,P
12958,1395,P
13005,1265,P
13039,1129,P
13087,1200,P
13130,1285,P
13184,3530,P
13357,22605,I
13382,3295,P
13387,436,B
13411,3138,P
13417,491,B
13424,421,B
13456,337,B
13514,2536,P
13555,2371,P
13592,1904,P
13647,4589,P
13665,483,B
13707,500,B
13749,260,B
13783,184,P
14114,24033,I
14151,1953,P
14166,550,B
14175,365,B
14184,356,B
14253,3874,P
14262,431,B
14327,3591,P
14386,3416,P
14435,2701,P
14474,2193,P
14512,2037,P
14565,2882,P
14576,433,B
14582,180,B
14963,22479,I
15023,3448,P
15035,374,B
15042,246,B
15050,170,B
15136,4988,P
15147,484,B
15157,437,B
15165,214,B
15214,2627,P
15855,2375,P
15902,3854,P
15926,1418,P
15926,409,B
15926,287,B
17840,22783,I
17840,2845,P
17841,513,B
17841,389,B
17841,325,B
17841,7455,P
17841,671,B
17841,558,B
17841,354,B
17842,5093,P
17842,754,B
17842,587,B
17843,399,B
17843,3700,P
17843,442,B
17843,22532,I
17844,3321,P
17844,430,B
17844,392,B
17844,287,B
17887,5179,P
17887,472,B
17887,508,B
17887,270,B
17887,2641,P
17887,6839,P
17888,439,B
18235,423,B
18743,193,B
18744,423,P
19021,24345,I
19029,2771,P
19029,349,B
19029,713,B
19030,3034,P
19030,3269,P
19030,2891,P
19030,3532,P
19030,3747,P
19030,570,B
19030,758,B
19030,305,B
19031,2051,P
19031,403,B
19031,271,B
19133,22276,I
19148,2055,P
19148,424,B
19148,2110,P
19157,3477,P
19157,454,B
19157,321,B
19183,2675,P
19200,2376,P
19200,2330,P
19200,1864,P
19200,1759,P
19201,2835,P
19201,3145,P
19201,978,P
19250,23888,I
19259,2716,P
19259,486,B
19259,355,B
19259,340,B
19294,3947,P
19294,608,B
19336,5731,P
19345,862,B
19345,598,B
19355,548,B
19389,5145,P
19397,536,B
19397,500,B
19406,323,B
19568,22365,I
19577,2159,P
19586,438,B
19586,196,B
19621,4427,P
19621,559,B
19630,448,B
19630,344,B
19671,5806,P
19680,748,B
19680,620,B
19690,344,B
19707,2976,P
19716,533,B
19716,462,B
19895,24203,I
19913,2641,P
19920,795,B
19920,397,B
19920,310,B
19974,6821,P
19981,750,B
19981,609,B
19990,395,B
20015,4450,P
20024,751,B
20031,731,B
20032,440,B
20049,2008,P
20050,379,B
20212,22503,I
20221,1063,P
20230,352,B
20239,1283,P
20247,1879,P
20273,3184,P
20281,1256,B
20324,6077,P
20343,1697,B
20350,1564,B
20359,1131,B
20393,4223,P
20403,1188,B
20410,1116,B
20411,616,B
20590,23553,I
20609,2533,P
20625,2136,P
20643,2272,P
20678,4840,P
20678,570,B
20685,475,B
20686,245,B
20704,2552,P
20712,551,B
20712,309,B
20719,1622,P
20728,507,B
20728,364,B
20733,1089,P
20897,21497,I
20913,2139,P
20922,1645,P
20949,3713,P
20956,1157,B
20960,547,B
20966,658,B
21023,3677,P
21048,1418,B
21086,822,B
21128,845,B
21200,6462,P
21217,1849,B
21247,1316,B
21297,1387,B
21499,24206,I
21520,1951,P
21520,377,B
21527,655,P
21528,610,P
21539,230,B
21575,217,B
21617,284,P
21663,214,P
21804,14480,P
21805,243,B
21805,163,B
21828,174,B
21876,1808,P
21914,881,B
22057,14467,I
22082,3194,P
22096,3046,P
22108,1252,B
22129,2391,P
22183,2927,P
22219,2961,P
22271,3577,P
22285,739,B
22352,3211,P
22388,3064,P
22426,2987,P
22472,2641,P
22505,2168,P
22544,1654,P
22731,21217,I
22731,944,P
22752,2900,P
22761,1137,B
22767,570,B
22788,823,B
22842,1860,P
22877,1989,P
22925,1853,P
22968,2056,P
23006,1460,P
23048,1526,P
23095,3482,P
23118,455,B
23165,1409,P
23343,18964,I
23343,526,P
23345,659,P
23348,305,B
23367,221,B
23409,208,B
23614,21657,P
23615,398,B
23615,224,B
23618,260,B
23627,848,P
23666,341,B
23706,244,B
23742,193,B
23780,333,P
24071,20698,I
24090,538,P
