at_sec latencyMs frameType
0.000 176 B
1.013 273 B
2.020 279 P
3.013 272 P
4.021 281 B
5.018 278 B
6.021 281 B
7.018 278 P
8.029 289 P
9.013 272 B
10.012 272 B
11.013 272 B
12.029 289 P
13.029 289 P
14.030 289 B
15.019 279 B
16.029 289 P
17.027 287 P
18.014 273 P
19.029 289 B
20.036 296 B
21.037 297 P
22.037 297 P
23.036 296 P
24.037 297 B
25.033 293 P
26.036 296 P
27.032 292 P
28.037 297 P
29.021 281 B
30.027 287 B
31.037 339 P
32.037 339 P
33.036 338 P
34.020 405 P
35.021 406 P
36.029 414 B
37.021 405 P
38.024 409 B
39.029 414 P
40.029 414 P
41.027 412 B
42.029 414 B
43.029 414 B
44.028 413 P
45.029 414 P
46.029 414 B
47.023 408 B
48.029 414 B
49.029 414 P
50.021 406 P
51.029 414 P
52.021 406 B
53.029 414 P
54.029 414 P
55.022 407 P
56.029 414 P
57.021 406 P
58.029 414 B
59.029 414 P
60.029 414 P
63.083 2676 P
63.130 2682 P
63.173 2683 P
64.005 2682 B
65.005 2682 B
66.102 2779 P
67.031 2916 P
68.035 3337 B
69.029 3622 B
70.022 4158 P
71.002 4637 B
72.029 5039 P
73.037 5380 P
74.013 5648 P
75.050 6227 P
76.029 6790 P
77.216 7394 P
78.409 7962 P
79.013 8023 P
80.027 8579 P
81.005 9098 B
82.039 9758 P
83.109 10161 B
84.262 10731 B
85.373 11175 B
86.588 11765 P
87.013 11857 P
88.044 12430 P
89.370 13172 B
90.086 13388 B
91.004 13390 P
92.005 13390 P
93.005 13391 B
94.005 13391 P
95.002 13388 P
96.005 13391 B
97.005 13390 P
98.004 13390 P
99.005 13390 B
100.002 13388 B
101.005 13391 P
102.004 13390 P
103.005 13390 P
104.003 13388 B
105.005 13390 P
106.005 13391 P
107.004 13390 P
108.005 13391 B
109.004 13389 B
110.004 13390 P
111.004 13390 B
112.005 13390 P
113.003 13389 B
114.005 13390 B
115.004 13390 B
116.004 13390 B
117.006 13391 P
118.003 13389 P
119.005 13391 B
120.004 13390 P
121.005 13390 B
122.004 13390 P
123.002 13388 P
124.005 13391 P
125.002 13388 P
126.004 13390 B
127.005 13390 P
128.004 13390 P
129.005 13391 B
130.004 13390 P
131.003 13389 P
132.005 13391 P
133.003 13389 P
134.004 13390 B
135.002 13388 B
136.004 13390 P
137.002 13388 P
138.003 13389 P
139.003 13389 B
140.004 13390 P
141.003 13389 P
142.005 13391 P
143.005 13391 P
144.005 13391 B
145.005 13391 B
146.005 13391 B
147.005 13391 P
148.003 13389 P
149.005 13391 P
150.004 13390 P
