at,ptsMs,latencyMs,frameType
3607,1498041,297,P
3648,1498083,296,P
3689,1498125,296,I
3736,1498166,301,B
3773,1498208,296,B
3815,1498250,296,B
3853,1498291,293,P
3896,1498333,294,B
3941,1498375,298,B
3982,1498416,297,B
4023,1498458,296,P
4063,1498500,295,B
4208,1498541,398,B
4251,1498583,399,B
4296,1498625,403,P
4336,1498666,401,B
4376,1498708,399,P
4419,1498750,401,I
4465,1498791,405,B
4504,1498833,402,B
4544,1498875,401,B
4593,1498916,408,P
4632,1498958,405,B
4668,1499000,400,B
4709,1499041,399,B
4750,1499083,398,P
4799,1499125,406,B
4825,1499166,390,B
4867,1499208,390,B
4912,1499250,394,P
4953,1499291,393,B
5000,1499333,398,P
5035,1499375,392,I
5075,1499416,390,B
5120,1499458,393,B
5160,1499500,391,B
5203,1499541,393,P
5248,1499583,396,B
5288,1499625,395,B
5328,1499666,392,B
5373,1499708,396,P
5414,1499750,395,B
5452,1499791,392,B
5496,1499833,394,B
5544,1499875,401,P
5584,1499916,399,B
5625,1499958,398,P
5660,1500000,392,I
5702,1500041,392,B
5753,1500083,401,B
5792,1500125,399,B
5832,1500166,397,P
5868,1500208,391,B
5911,1500250,393,B
5959,1500291,399,B
6000,1500333,398,P
6036,1500375,393,B
6082,1500416,397,B
6125,1500458,398,B
6168,1500500,400,P
6209,1500541,399,P
6256,1500583,404,P
6296,1500625,403,I
6335,1500666,400,B
6376,1500708,399,B
6425,1500750,406,B
6458,1500791,398,P
6499,1500833,397,B
6544,1500875,401,P
6584,1500916,399,B
6627,1500958,400,B
6668,1501000,399,P
6708,1501041,398,B
6726,1501083,374,B
6770,1501125,376,P
6813,1501166,377,P
6855,1501208,378,P
6896,1501250,378,I
6937,1501291,376,B
6980,1501333,378,B
7021,1501375,378,B
7064,1501416,379,P
7101,1501458,374,B
7144,1501500,376,B
7191,1501541,381,B
7232,1501583,380,P
7271,1501625,378,B
7312,1501666,377,B
7360,1501708,383,B
7399,1501750,381,P
7437,1501791,377,B
7480,1501833,378,P
7520,1501875,377,I
7566,1501916,381,B
7601,1501958,374,B
7648,1502000,380,B
7688,1502041,378,P
7728,1502083,376,B
7776,1502125,383,B
7817,1502166,381,P
7857,1502208,379,P
7896,1502250,378,B
7946,1502291,386,B
7992,1502333,390,P
8031,1502375,388,P
8080,1502416,395,P
8118,1502458,391,P
8160,1502500,392,I
8200,1502541,390,B
8239,1502583,387,B
8288,1502625,395,P
8326,1502666,391,P
8368,1502708,391,P
8407,1502750,389,B
8448,1502791,388,P
8489,1502833,387,B
8530,1502875,387,B
8573,1502916,388,P
8616,1502958,389,B
8664,1503000,396,P
8704,1503041,394,P
8744,1503083,392,P
8781,1503125,388,I
8824,1503166,389,B
8872,1503208,395,B
8912,1503250,394,B
8948,1503291,388,P
8992,1503333,390,B
9032,1503375,389,B
9076,1503416,391,B
9118,1503458,391,P
9158,1503500,390,B
9205,1503541,395,B
9252,1503583,399,B
9296,1503625,403,P
9336,1503666,401,B
9376,1503708,399,P
9416,1503750,398,I
9464,1503791,404,B
9504,1503833,402,B
9544,1503875,401,B
9584,1503916,398,P
9624,1503958,397,B
9668,1504000,400,B
9710,1504041,400,P
9751,1504083,398,P
9791,1504125,398,B
9829,1504166,394,B
9872,1504208,395,B
9920,1504250,402,P
9960,1504291,400,P
10000,1504333,398,P
10040,1504375,397,I
10080,1504416,395,P
10124,1504458,397,P
10168,1504500,400,P
10208,1504541,398,P
10247,1504583,395,P
10293,1504625,400,P
10334,1504666,399,P
10375,1504708,398,P
10416,1504750,398,B
10452,1504791,392,P
10497,1504833,395,B
10535,1504875,392,B
10584,1504916,399,B
10625,1504958,397,P
10664,1505000,396,I
10704,1505041,394,P
10747,1505083,395,B
10792,1505125,399,B
10832,1505166,397,B
10872,1505208,395,P
10911,1505250,393,B
10956,1505291,396,B
10999,1505333,397,B
11040,1505375,397,P
