at_sec latencyMs frameType
0.000 171 P
1.000 254 B
2.005 258 P
3.024 278 P
4.025 278 B
5.023 276 B
6.023 276 B
7.031 285 P
8.016 269 B
9.015 268 B
10.015 268 P
11.039 752 P
16.180 5725 P
16.224 5727 P
16.272 5734 I
16.272 4485 I
18.069 2531 I
18.120 2540 P
18.120 1333 I
19.960 1880 P
20.003 1882 P
21.032 410 B
22.013 351 B
23.031 452 B
24.029 449 B
25.008 470 P
26.001 421 B
27.007 469 B
28.007 469 P
29.271 692 B
