at,payloadSizeBytes,frameType
3320,755,B
3359,535,B
3404,558,B
3468,4813,P
3477,672,B
3528,580,B
3568,470,B
3636,4239,P
3653,770,B
3694,580,B
3729,489,B
3794,2885,P
3810,592,B
3988,20187,I
4007,2301,P
4024,2103,P
4044,2561,P
4080,4756,P
4088,765,B
4112,708,B
4147,548,B
4216,3556,P
4229,875,B
4271,646,B
4318,511,B
4373,2873,P
4395,726,B
4443,471,B
4625,20489,I
4645,2757,P
4652,507,B
4658,538,B
4664,513,B
4696,2022,P
4728,818,B
4772,639,B
4818,466,B
4930,11327,P
4933,306,B
4941,155,B
4985,386,B
5034,1401,P
5082,361,B
5217,17176,I
5241,2999,P
5247,567,B
5253,527,B
5276,405,B
5346,4527,P
5364,1011,B
5402,682,B
5435,514,B
5511,5018,P
5530,978,B
5568,835,B
5602,530,B
5672,3224,P
5694,619,B
5892,23046,I
5908,2012,P
5917,973,B
5925,667,B
5930,521,B
5964,3695,P
5990,1190,B
6026,662,B
6059,600,B
6117,2424,P
6149,1341,B
6196,729,B
6229,679,B
6293,3541,P
6315,703,B
6502,20927,I
6538,4870,P
6544,507,B
6551,531,B
6556,435,B
6588,3300,P
6610,451,B
6643,396,B
6693,287,B
6755,3299,P
6773,732,B
6820,615,B
6851,491,B
6928,4375,P
6937,580,B
7106,17740,I
7129,3040,P
7142,1342,B
7149,715,B
7158,781,B
7215,4009,P
7237,1724,B
7278,1044,B
7315,693,B
7380,3276,P
7399,1393,B
7437,773,B
7481,883,B
7541,3579,P
7572,1039,B
7743,19464,I
7773,4125,P
7787,1663,B
7798,984,B
7808,1093,B
7842,4183,P
7863,1379,B
7898,1138,B
7939,690,B
7997,3398,P
8023,1126,B
8070,776,B
8112,813,B
8173,3523,P
8196,929,B
8353,17697,I
8371,2247,P
8382,1261,B
8390,683,B
8404,674,B
8451,2601,P
8483,1438,B
8528,1078,B
8686,17364,P
8690,345,B
8693,173,B
8696,185,B
8739,1542,P
8768,317,B
8818,516,P
8948,13021,I
8964,2128,P
8981,2025,P
8998,1970,P
9048,4377,P
9068,433,B
9110,252,B
9161,1916,P
9190,1014,P
9244,2929,P
9291,3096,P
9332,2494,P
9366,2205,P
9414,3445,P
9465,3484,P
9641,24035,I
9656,2005,P
9676,2323,P
9692,1854,P
9719,3717,P
9727,497,B
9734,424,B
9778,1786,P
9823,1606,P
9868,1784,P
9896,1021,P
9943,1019,P
9989,936,P
10043,3707,P
10089,3555,P
10272,23874,I
10290,2172,P
10306,2054,P
10323,1898,P
10352,3962,P
10359,500,B
10364,420,B
10407,2284,P
10450,2083,P
10496,2343,P
10532,1722,P
10572,832,P
10628,2990,P
10672,3448,P
10715,3551,P
10899,23732,I
10903,525,P
10910,592,P
10917,553,P
10922,468,P
11031,14359,P
11035,156,B
11038,155,B
11074,1459,P
11109,253,B
11150,177,B
11191,160,B
11247,3327,P
11268,443,B
11317,189,B
11504,21713,I
11527,3094,P
11533,483,B
11538,347,B
11557,2448,P
11570,717,B
11610,420,B
11646,445,B
11699,2556,P
11736,573,B
11772,429,B
11809,306,B
11877,2832,P
11894,466,B
11942,315,B
12129,22061,I
12154,3253,P
12160,545,B
12165,353,B
12205,5173,P
12212,669,B
12235,468,B
12275,334,B
12337,4178,P
12351,533,B
12403,515,B
12437,301,B
12500,3921,P
12527,538,B
12591,3597,P
12757,22334,I
12771,1579,P
12787,2057,P
12819,4166,P
12825,597,B
12830,317,B
12885,4016,P
12902,618,B
12937,391,B
12996,3024,P
13028,672,B
13061,452,B
13121,2082,P
13152,543,B
13187,505,B
13635,21370,I
13720,2720,P
13742,500,B
13829,3007,P
13925,3356,P
14028,3501,P
14115,3014,P
14130,402,B
14144,314,B
14156,248,B
14212,1860,P
14227,412,B
14241,308,B
14251,249,B
14274,604,P
14627,12509,I
17193,3634,I
17451,4057,P
17451,1104,B
17451,300,B
17451,1486,B
17451,2422,P
17451,1366,B
17452,4270,P
17452,2146,B
17452,2206,P
17452,2174,P
17452,2728,P
17452,673,B
19495,15999,I
19528,1261,P
20731,17431,I
20764,1036,P
21384,20102,I
21418,1325,P
22007,19015,I
22039,1871,P
22105,2253,P
22488,12628,I
22556,2265,P
23275,20622,I
23499,17265,I
23527,2401,P
23593,5400,P
23604,1800,B
23618,1030,B
23629,1085,B
23682,4692,P
23694,1252,B
23706,1120,B
23760,3951,P
23771,1589,B
23783,1245,B
23861,6412,P
23873,1407,B
24119,21624,I
24170,4233,P
24170,1081,B
24195,1432,B
24260,6001,P
24273,1486,B
24301,1563,B
24352,5556,P
24377,2104,B
24390,1199,B
24403,1304,B
24455,4296,P
24466,1546,B
24480,1248,B
24725,20742,I
24764,3525,P
24775,1334,B
24789,1050,B
24868,7012,P
24893,1761,B
24905,1286,B
24918,1285,B
24970,4370,P
24982,1395,B
24996,1228,B
25048,4206,P
25061,1486,B
25074,1172,B
25074,1580,P
25086,1059,B
25087,2524,P
25112,1014,P
25358,21415,I
25383,2835,P
25396,1105,B
25409,1073,B
25460,4524,P
25473,1307,B
25485,1158,B
25537,4103,P
25549,1405,B
25562,1262,B
25627,4366,P
25653,1517,B
25665,1266,B
25678,4760,P
25691,1129,B
25756,3842,P
25768,1095,B
26040,23155,I
26077,3311,P
26091,997,B
26105,1122,B
26155,5214,P
26181,1526,B
26194,1460,B
26246,4135,P
26257,1262,B
26271,1142,B
26298,3255,P
26324,1339,B
26337,1221,B
26360,2385,P
26386,1162,B
26387,5116,P
26646,22601,I
26684,3266,P
26699,1166,B
26699,1005,B
26750,4218,P
26761,1307,B
26775,1179,B
26826,4560,P
26839,1420,B
26851,1003,B
26892,3136,P
26904,1173,B
26917,1087,B
26929,1907,B
26942,1243,B
26956,1281,B
27021,3657,P
27033,1035,B
27296,22832,I
27335,3230,P
27347,1255,B
27362,1025,B
27426,5625,P
27426,1109,B
27451,1185,B
27474,3328,P
27486,1231,B
27504,828,B
27553,4570,P
27565,1348,B
27577,955,B
27591,3251,P
27606,938,B
27618,1129,P
27656,4004,P
27667,1230,B
27929,22101,I
27979,3915,P
27990,1081,B
27990,924,B
28044,4185,P
28057,1076,B
28069,1074,B
28107,3227,P
28118,1218,B
28131,976,B
28160,2968,P
28173,1235,B
28185,1005,B
28210,4083,P
28222,1361,B
28234,1240,B
28504,22692,I
28546,3351,P
28558,1299,B
28571,997,B
28608,4285,P
28637,1607,B
28650,1051,B
28662,999,B
28699,3669,P
28712,1261,B
28736,3528,P
28752,1049,B
28815,4889,P
28829,1078,B
28829,927,B
28852,3154,P
28868,1048,B
28881,1178,P
29154,23503,I
29178,3358,P
29190,981,B
29201,803,B
29243,3732,P
29256,1039,B
29270,989,B
29306,3318,P
29318,1078,B
29331,912,B
29344,5430,P
29385,3119,P
29397,1098,B
29410,1869,B
29422,1369,B
29434,1287,B
29447,987,B
29514,4320,P
29527,914,B
29538,2981,P
29807,23583,I
29849,3444,P
29861,1143,B
29862,921,B
29911,4675,P
29926,968,B
29965,3820,P
29977,1133,B
29989,878,B
30027,3217,P
30043,1217,B
30055,1003,B
30092,3680,P
30105,1153,B
30391,23128,I
30428,3086,P
30440,871,B
30441,849,B
30495,3846,P
30507,1056,B
30507,946,B
30545,3030,P
30556,1042,B
30568,996,B
30568,3448,P
30580,970,B
30623,3183,P
30635,1172,B
30671,3528,P
30700,921,B
30763,4920,P
30776,4090,P
30787,800,B
31073,23590,I
31098,2882,P
31110,1035,B
31123,914,B
31164,3888,P
31177,1128,B
31190,952,B
31226,3505,P
31239,1165,B
31251,950,B
31293,2337,P
31293,1080,B
31306,892,B
31318,3991,P
31367,4193,P
31405,3843,P
31724,23549,I
31747,2991,P
31760,1021,B
31774,899,B
31811,3826,P
31824,1201,B
31837,3883,P
31848,937,B
31876,983,B
31876,4055,P
31945,4123,P
31956,1152,B
31970,950,B
32011,2720,P
32024,1157,B
32035,951,B
32049,3511,P
32060,1716,P
32148,3854,P
32161,4733,P
32161,937,B
32186,2337,P
32200,890,B
32225,2372,P
32537,22389,I
32574,3798,P
32588,1127,B
32599,1054,B
32611,1992,P
32675,4728,P
32675,962,B
32726,4158,P
32741,969,B
32754,853,B
33024,22865,I
33064,4022,P
33075,630,B
33088,803,B
33125,3479,P
33125,777,B
33151,723,B
33193,2729,P
33245,4940,P
33263,850,B
33263,732,B
33313,4089,P
