at,payloadSizeBytes,frameType
3903,530,B
3944,464,B
3983,357,B
4070,5792,P
4077,511,B
4106,281,B
4177,3394,P
4219,3493,P
4257,3106,P
4294,2781,P
4504,23009,I
4536,3476,P
4541,388,B
4588,5384,P
4595,392,B
4602,404,B
4606,169,B
4658,5846,P
4666,563,B
4694,446,B
4735,362,B
4822,5786,P
4832,941,B
4865,880,B
4903,534,B
5131,22792,I
5160,3149,P
5167,550,B
5174,561,B
5179,342,B
5237,6693,P
5246,537,B
5250,343,B
5322,6067,P
5331,730,B
5362,646,B
5398,359,B
5454,1804,P
5488,620,B
5526,616,B
5755,22909,I
5786,3544,P
5795,629,B
5816,2196,P
5823,578,B
5830,550,B
5835,323,B
5871,2153,P
5918,2277,P
5986,5744,P
5992,545,B
6027,521,B
6067,241,B
6113,873,P
6150,336,B
6376,22732,I
6403,3064,P
6429,2805,P
6470,4608,P
6478,604,B
6485,478,B
6489,297,B
6523,3727,P
6531,503,B
6599,4078,P
6610,660,B
6648,553,B
6693,298,B
6744,1386,P
6776,379,B
7002,22528,I
7032,3431,P
7039,539,B
7046,483,B
7052,263,B
7082,3557,P
7090,531,B
7133,3419,P
7159,533,B
7214,3156,P
7258,3172,P
7319,5685,P
7327,514,B
7357,220,B
7426,3411,P
7620,21531,I
7644,2653,P
7662,1886,P
7684,2273,P
7699,1665,P
7706,379,B
7710,158,B
7749,2184,P
7790,2067,P
7825,1238,P
7862,835,P
7910,1401,P
7947,1164,P
8009,3191,P
8044,2680,P
8254,22548,I
8279,2976,P
8286,408,B
8327,4646,P
8334,514,B
8340,453,B
8345,322,B
8429,8732,P
8437,728,B
8445,706,B
8483,513,B
8540,2047,P
8569,414,B
8611,444,B
8650,221,B
8871,21962,I
8900,3227,P
8906,431,B
8910,170,B
8937,2839,P
8942,368,B
8946,164,B
9002,2431,P
9044,2488,P
9131,3967,P
9135,416,B
9180,3653,P
9216,3141,P
9324,11150,P
9328,154,B
9446,13908,I
9473,2972,P
9483,866,B
9492,548,B
9497,494,B
9563,5008,P
9571,746,B
9608,504,B
9650,301,B
9730,4752,P
9741,1028,B
9775,489,B
9820,548,B
9891,4533,P
9904,710,B
10116,21033,I
10129,1530,P
10156,2791,P
10164,660,B
10200,4139,P
10214,1276,B
10222,642,B
10237,763,B
10312,4697,P
10328,1640,B
10359,645,B
10410,1741,B
10476,4468,P
10521,4635,P
10557,4116,P
10734,20235,I
10770,4019,P
10785,1514,B
10795,812,B
10806,1142,B
10838,3350,P
10871,3688,P
10904,3826,P
10936,3445,P
10982,5164,P
11001,1963,B
11034,1412,B
11089,3171,P
11131,3060,P
11156,1005,B
11316,15059,I
11358,4919,P
11377,2033,B
11391,1277,B
11422,3427,P
11433,839,B
11459,2681,P
11502,2760,P
11543,2719,P
11585,2637,P
11626,2493,P
11667,2371,P
11709,2301,P
11742,1524,P
11776,572,B
11962,17865,I
11996,3753,P
12008,1035,B
