at,ptsMs,latencyMs,frameType
3904,883041,298,B
3944,883083,296,P
3984,883125,295,I
4025,883166,294,B
4071,883208,298,B
4107,883250,293,P
4154,883291,298,B
4194,883333,296,B
4234,883375,295,B
4281,883416,301,P
4321,883458,298,B
4361,883500,297,B
4543,883541,437,P
4585,883583,437,P
4629,883625,440,P
4673,883666,443,P
4714,883708,441,P
4754,883750,440,I
4792,883791,437,B
4841,883833,444,P
4882,883875,443,B
4921,883916,441,B
4960,883958,437,B
5009,884000,445,P
5049,884041,443,B
5087,884083,440,B
5127,884125,438,B
5169,884166,438,P
5211,884208,438,B
5257,884250,443,B
5297,884291,441,B
5336,884333,439,P
5386,884375,447,I
5425,884416,444,B
5465,884458,443,B
5505,884500,441,B
5546,884541,440,P
5593,884583,445,B
5632,884625,443,B
5671,884666,441,P
5711,884708,438,B
5753,884750,439,B
5796,884791,440,B
5841,884833,443,P
5882,884875,443,B
5929,884916,449,B
5967,884958,444,P
6009,885000,446,I
6049,885041,444,B
6090,885083,442,P
6137,885125,448,B
6177,885166,446,B
6215,885208,443,B
6254,885250,440,P
6297,885291,441,P
6343,885333,445,P
6385,885375,447,B
6425,885416,444,B
6465,885458,443,B
6505,885500,442,P
6554,885541,448,B
6593,885583,446,P
6634,885625,446,I
6674,885666,443,P
6714,885708,441,P
6761,885750,447,B
6801,885791,446,B
6841,885833,443,B
6881,885875,443,P
6922,885916,442,B
6969,885958,446,P
7010,886000,446,B
7046,886041,441,B
7090,886083,442,B
7133,886125,444,P
7178,886166,447,B
7214,886208,441,P
7258,886250,444,I
7297,886291,441,B
7346,886333,448,B
7385,886375,447,B
7425,886416,445,P
7465,886458,442,B
7505,886500,442,P
7548,886541,442,B
7593,886583,445,P
7631,886625,442,P
7674,886666,443,P
7713,886708,441,B
7762,886750,448,B
7802,886791,446,P
7842,886833,444,P
7882,886875,443,I
7921,886916,441,P
7969,886958,446,P
8009,887000,445,P
8046,887041,440,B
8089,887083,441,B
8133,887125,445,P
8173,887166,442,P
8212,887208,439,P
8254,887250,440,P
8287,887291,431,P
8331,887333,434,P
8375,887375,436,P
8414,887416,433,P
8458,887458,435,P
8498,887500,434,I
8540,887541,434,B
8586,887583,438,P
8626,887625,437,B
8666,887666,435,B
8706,887708,433,B
8745,887750,432,P
8794,887791,438,B
8834,887833,436,B
8871,887875,432,B
8907,887916,426,P
8953,887958,430,B
8991,888000,427,B
9032,888041,427,B
9082,888083,434,P
9117,888125,428,I
9158,888166,427,B
9199,888208,426,B
9250,888250,436,P
9289,888291,434,B
9324,888333,427,B
9368,888375,429,P
9407,888416,427,P
9448,888458,426,P
9491,888500,428,B
9537,888541,432,P
9573,888583,425,P
9617,888625,428,P
9665,888666,435,B
9699,888708,427,P
9741,888750,428,I
9785,888791,430,B
9825,888833,427,B
9872,888875,434,B
9913,888916,433,P
9949,888958,427,B
9993,889000,429,B
10034,889041,428,B
10076,889083,429,P
10116,889125,428,B
10158,889166,427,B
10201,889208,428,B
10249,889250,436,P
10290,889291,434,B
10328,889333,430,P
10369,889375,430,I
10408,889416,428,P
10449,889458,426,B
10491,889500,427,P
10532,889541,427,B
10574,889583,426,B
10617,889625,428,B
10663,889666,432,P
10701,889708,429,B
10746,889750,432,B
10782,889791,426,B
10826,889833,428,P
10868,889875,430,P
10914,889916,433,P
10953,889958,430,P
10994,890000,430,I
11032,890041,427,B
11082,890083,434,B
11115,890125,427,B
11158,890166,427,P
11201,890208,429,P
11247,890250,434,P
11288,890291,432,P
11327,890333,429,P
11369,890375,431,B
11409,890416,429,B
11455,890458,432,P
11497,890500,434,P
11537,890541,431,B
11577,890583,430,P
11616,890625,428,I
11665,890666,435,B
11699,890708,426,B
11742,890750,428,P
11785,890791,430,B
11825,890833,428,P
11871,890875,433,P
11912,890916,432,P
11951,890958,429,P
11994,891000,430,P
12033,891041,427,P
12074,891083,426,P
12122,891125,433,P
12161,891166,431,B
12199,891208,426,P
12249,891250,435,I
12284,891291,429,B
12330,891333,432,B
12366,891375,427,P
12409,891416,429,B
12457,891458,434,P
12496,891500,432,B
12536,891541,431,B
12575,891583,427,B
12617,891625,428,P
12661,891666,430,P
12682,891708,410,P
12730,891750,416,P
12770,891791,414,B
12810,891833,412,P
12854,891875,415,I
12898,891916,417,B
12938,891958,415,B
12977,892000,413,B
13017,892041,412,P
13066,892083,418,B
13103,892125,415,B
13143,892166,412,B
13184,892208,412,P
13225,892250,411,B
13280,892291,425,P
13322,892333,425,B
13369,892375,431,P
13409,892416,429,B
13449,892458,427,P
13489,892500,425,I
13530,892541,424,B
13572,892583,424,B
13615,892625,427,B
13655,892666,425,P
13697,892708,425,B
13746,892750,432,B
13785,892791,430,B
13825,892833,427,P
13864,892875,426,P
13913,892916,433,P
13961,892958,439,P
14001,893000,437,P
14041,893041,435,P
14081,893083,434,P
14129,893125,441,I
14165,893166,435,P
14209,893208,436,B
14249,893250,435,P
14294,893291,439,B
14331,893333,434,B
14371,893375,432,P
14417,893416,437,P
14457,893458,435,P
14505,893500,442,B
14540,893541,435,P
14585,893583,438,B
14622,893625,433,B
14665,893666,434,B
14707,893708,434,P
14753,893750,440,I
14791,893791,436,B
14833,893833,436,B
14874,893875,435,B
14917,893916,437,P
14959,893958,436,B
14998,894000,435,B
15038,894041,432,B
15081,894083,433,P
15124,894125,436,B
15167,894166,436,P
15208,894208,436,P
15250,894250,437,B
15289,894291,434,P
15330,894333,432,P
15373,894375,434,I
15413,894416,433,P
15457,894458,434,P
15506,894500,442,P
15545,894541,440,B
15584,894583,436,P
15623,894625,435,B
15663,894666,432,B
15714,894708,441,P
15747,894750,433,P
15792,894791,436,P
15833,894833,436,P
15873,894875,435,B
15922,894916,441,B
15957,894958,435,P
16001,895000,438,I
16041,895041,436,B
16081,895083,434,B
16126,895125,437,B
16170,895166,439,P
16205,895208,432,B
16249,895250,435,B
16294,895291,439,B
16334,895333,437,P
16373,895375,434,B
16417,895416,437,B
16458,895458,435,B
16497,895500,434,P
16546,895541,440,B
16586,895583,438,P
16626,895625,437,I
16666,895666,435,B
16714,895708,441,P
16753,895750,440,B
16793,895791,438,P
16834,895833,436,B
16874,895875,435,B
16922,895916,441,B
16962,895958,440,P
17002,896000,438,B
17042,896041,436,B
17082,896083,434,B
17129,896125,441,P
17170,896166,440,B
17209,896208,436,P
17249,896250,436,I
17289,896291,434,B
17337,896333,440,B
17374,896375,435,B
17417,896416,437,P
17458,896458,435,B
17497,896500,434,B
17544,896541,438,B
17580,896583,433,P
17626,896625,437,B
17665,896666,435,B
17709,896708,436,B
17753,896750,440,P
17794,896791,438,B
17833,896833,436,P
17874,896875,435,I
17922,896916,441,P
17962,896958,439,B
18002,897000,438,B
18041,897041,436,B
18082,897083,434,P
18123,897125,435,B
18169,897166,438,B
18209,897208,437,B
18250,897250,436,P
18289,897291,433,B
18337,897333,439,B
18378,897375,439,B
18414,897416,433,P
18457,897458,435,P
18506,897500,442,I
18538,897541,432,P
18581,897583,433,P
18626,897625,437,P
18666,897666,435,P
18705,897708,433,P
18748,897750,435,P
18788,897791,432,P
18833,897833,436,P
18873,897875,434,P
18921,897916,441,P
18960,897958,437,P
19001,898000,437,P
19041,898041,435,P
19081,898083,433,P
19121,898125,433,I
19164,898166,434,P
19209,898208,436,P
19249,898250,436,P
19289,898291,433,P
19338,898333,440,P
19373,898375,434,P
19417,898416,437,P
19458,898458,435,P
19506,898500,442,P
19540,898541,434,P
19586,898583,438,P
19624,898625,436,P
19665,898666,434,P
19711,898708,439,P
19749,898750,435,I
19794,898791,438,P
19833,898833,436,P
19873,898875,435,P
19921,898916,441,P
19962,898958,439,P
20001,899000,437,B
20038,899041,432,P
20081,899083,433,P
20124,899125,435,P
20177,899166,446,P
20226,899208,453,P
20262,899250,448,B
20305,899291,450,B
20345,899333,448,P
20393,899375,455,I
20434,899416,453,B
20472,899458,449,B
20513,899500,449,B
20554,899541,448,P
20601,899583,454,B
20637,899625,449,P
20682,899666,451,P
20721,899708,449,P
20762,899750,448,P
20801,899791,445,P
20849,899833,452,P
20885,899875,447,P
20930,899916,449,P
20969,899958,446,P
21018,900000,454,I
