at,ptsMs,latencyMs,frameType
3970,6708,295,B
4011,6750,295,B
4050,6791,293,P
4088,6833,288,P
4138,6875,297,I
4174,6916,291,B
4218,6958,293,B
4258,7000,293,B
4297,7041,289,P
4346,7083,297,B
4387,7125,296,B
4426,7166,293,B
4466,7208,292,P
4506,7250,291,B
4548,7291,290,B
4588,7333,289,B
4634,7375,293,P
4674,7416,292,B
4714,7458,289,P
4762,7500,297,I
4801,7541,294,B
4842,7583,292,B
4883,7625,292,B
4930,7666,298,P
4970,7708,295,B
5010,7750,295,B
5051,7791,293,B
5091,7833,291,P
5131,7875,291,P
5172,7916,290,P
5213,7958,288,P
5258,8000,292,P
5298,8041,290,P
5346,8083,297,P
5386,8125,295,I
5426,8166,293,B
5465,8208,291,B
5506,8250,291,P
5554,8291,296,B
5593,8333,294,B
5634,8375,294,B
5674,8416,292,P
5714,8458,289,B
5762,8500,296,B
5802,8541,295,B
5842,8583,292,P
5882,8625,291,B
5927,8666,294,B
5963,8708,289,P
6010,8750,294,I
6050,8791,293,B
6090,8833,291,B
6131,8875,291,B
6178,8916,295,P
6218,8958,293,B
6259,9000,293,B
6298,9041,290,B
6347,9083,297,P
6381,9125,291,B
6422,9166,289,B
6464,9208,289,B
6505,9250,289,P
6542,9291,285,B
6584,9333,285,P
6634,9375,293,I
6674,9416,292,P
6714,9458,289,P
6754,9500,289,P
6794,9541,286,P
6842,9583,292,P
6876,9625,285,P
6922,9666,289,P
6963,9708,288,B
7002,9750,286,B
7047,9791,290,B
7088,9833,288,P
7130,9875,289,B
7166,9916,283,B
7210,9958,286,P
7251,10000,285,I
7298,10041,290,B
7339,10083,289,B
7375,10125,284,B
7418,10166,286,P
7466,10208,291,B
7506,10250,291,B
7546,10291,289,B
7586,10333,287,P
7626,10375,286,B
7668,10416,285,B
7708,10458,284,B
7751,10500,285,P
7794,10541,286,B
7833,10583,284,P
7883,10625,292,I
7922,10666,289,B
7963,10708,288,B
8002,10750,286,B
8042,10791,285,P
8090,10833,290,B
8130,10875,290,B
8170,10916,287,B
8211,10958,286,P
8256,11000,291,B
8297,11041,290,B
8338,11083,288,B
8378,11125,287,P
8418,11166,285,B
8459,11208,284,P
8506,11250,291,I
8546,11291,289,B
8587,11333,287,B
8626,11375,285,B
8674,11416,291,P
8715,11458,290,B
8754,11500,289,B
8795,11541,287,B
8834,11583,285,P
8881,11625,291,B
8922,11666,290,B
8962,11708,287,B
9002,11750,287,P
9042,11791,284,P
9089,11833,289,P
9130,11875,290,I
9170,11916,288,B
9211,11958,286,B
9259,12000,293,B
9298,12041,291,P
9339,12083,289,B
9378,12125,288,B
9418,12166,285,B
9467,12208,292,P
9504,12250,289,B
9545,12291,287,B
9586,12333,286,B
9626,12375,285,P
9674,12416,292,B
9709,12458,284,P
9755,12500,289,I
9794,12541,287,B
9835,12583,285,B
9874,12625,284,B
9923,12666,290,P
9962,12708,287,B
10002,12750,287,B
10042,12791,284,B
10090,12833,290,P
10131,12875,290,B
10170,12916,288,B
10210,12958,285,B
10252,13000,287,P
10284,13041,276,B
10328,13083,278,P
10371,13125,280,I
10410,13166,277,B
10459,13208,284,B
10495,13250,280,B
10539,13291,281,P
10578,13333,279,B
10618,13375,277,B
10667,13416,284,B
10706,13458,282,P
10746,13500,280,B
10786,13541,278,B
10831,13583,281,B
10872,13625,281,P
10902,13666,270,B
10946,13708,271,P
10994,13750,279,I
11035,13791,277,B
11075,13833,275,B
11114,13875,273,B
11154,13916,272,P
11203,13958,278,B
11242,14000,277,B
11282,14041,274,B
11322,14083,272,P
11363,14125,272,B
11403,14166,271,B
11444,14208,270,B
11489,14250,274,P
11529,14291,272,B
11571,14333,271,P
11618,14375,277,I
11658,14416,276,B
11698,14458,273,B
11738,14500,272,B
11786,14541,279,P
11827,14583,277,B
11866,14625,276,B
11905,14666,272,B
11955,14708,280,P
11991,14750,275,B
12031,14791,274,B
12072,14833,272,B
12114,14875,273,P
12158,14916,275,B
12201,14958,277,P
12242,15000,276,I
12290,15041,283,B
12331,15083,281,B
12366,15125,276,B
12410,15166,278,P
12450,15208,276,B
12498,15250,282,B
12538,15291,280,B
12578,15333,278,P
12615,15375,275,B
12658,15416,275,B
12705,15458,280,B
12746,15500,280,P
12790,15541,282,B
12835,15583,285,P
12882,15625,292,I
12922,15666,289,B
12962,15708,287,B
13001,15750,286,B
13040,15791,282,P
13090,15833,290,B
13130,15875,290,B
13170,15916,288,P
13210,15958,285,P
13249,16000,283,P
13290,16041,282,B
13338,16083,288,B
13375,16125,285,B
13419,16166,286,P
13459,16208,284,P
13507,16250,291,I
13546,16291,289,B
13587,16333,287,B
13626,16375,286,B
13666,16416,283,P
13714,16458,290,P
13754,16500,289,P
13794,16541,287,P
13835,16583,285,B
13878,16625,287,P
13919,16666,286,B
13960,16708,285,P
14000,16750,284,B
14026,16791,268,B
14074,16833,274,P
14115,16875,274,I
14155,16916,272,B
14192,16958,268,B
14242,17000,277,P
14282,17041,274,B
14322,17083,273,B
14362,17125,272,B
14401,17166,268,P
14451,17208,276,B
14489,17250,273,B
14529,17291,272,B
14570,17333,271,P
14610,17375,269,P
14671,17416,289,B
14714,17458,290,P
14762,17500,297,I
14802,17541,295,B
14842,17583,292,P
14882,17625,291,P
14930,17666,298,P
14970,17708,295,P
15011,17750,295,P
15050,17791,293,P
15090,17833,291,P
15131,17875,291,P
15172,17916,290,P
15213,17958,288,P
15257,18000,292,B
15298,18041,291,B
15344,18083,294,P
15386,18125,296,I
15426,18166,294,P
15465,18208,291,P
15509,18250,294,B
15554,18291,297,B
15593,18333,294,B
15634,18375,294,P
15674,18416,292,P
15721,18458,297,P
15762,18500,296,B
15803,18541,295,P
15842,18583,293,B
15881,18625,291,P
15913,18666,280,P
15958,18708,284,P
16002,18750,287,I
16042,18791,285,B
16083,18833,283,B
16123,18875,282,B
16170,18916,288,P
16211,18958,286,B
16251,19000,285,B
16291,19041,283,B
16339,19083,289,P
16373,19125,283,B
16414,19166,281,B
16455,19208,280,B
16497,19250,282,P
16535,19291,278,B
16578,19333,279,P
16626,19375,286,I
16666,19416,284,B
16706,19458,282,B
16746,19500,281,B
16786,19541,279,P
16832,19583,282,B
16874,19625,284,P
16914,19666,282,P
16953,19708,279,P
16998,19750,283,P
17039,19791,281,P
17081,19833,282,B
17121,19875,281,B
17170,19916,288,P
17218,19958,293,P
17258,20000,292,I
17298,20041,290,P
17339,20083,289,B
17386,20125,296,P
17427,20166,294,B
17467,20208,292,P
17504,20250,289,B
17546,20291,289,P
17594,20333,295,B
17629,20375,288,P
17674,20416,292,P
17714,20458,289,P
17756,20500,291,P
17796,20541,288,B
17839,20583,289,P
17882,20625,291,I
17922,20666,290,B
17970,20708,295,B
18011,20750,295,B
18050,20791,292,P
18090,20833,291,P
18131,20875,290,P
18177,20916,295,B
18218,20958,293,P
18258,21000,292,B
18298,21041,290,B
18338,21083,288,P
18381,21125,290,P
18427,21166,295,P
18471,21208,296,P
18513,21250,297,I
18552,21291,295,P
18595,21333,295,P
18639,21375,298,B
18682,21416,299,P
18720,21458,296,B
18763,21500,297,B
18802,21541,295,B
18847,21583,297,P
18887,21625,297,B
18928,21666,296,B
18969,21708,294,B
19017,21750,301,P
19055,21791,298,B
19094,21833,294,P
19136,21875,295,I
19183,21916,300,B
19227,21958,302,P
19263,22000,298,P
19306,22041,299,B
19346,22083,296,B
19387,22125,296,B
19434,22166,302,P
19473,22208,298,B
19513,22250,298,P
19555,22291,297,P
19595,22333,295,B
19636,22375,295,B
19677,22416,295,B
19722,22458,297,P
19761,22500,296,I
19802,22541,295,P
19850,22583,300,P
19888,22625,297,P
19927,22666,295,P
19969,22708,295,P
20016,22750,301,B
20057,22791,299,B
20095,22833,295,P
20135,22875,295,B
20178,22916,295,B
20220,22958,296,B
20262,23000,296,P
20306,23041,299,B
20344,23083,294,P
20386,23125,296,I
20434,23166,301,B
20471,23208,297,B
20514,23250,298,B
20554,23291,297,P
20595,23333,296,B
20641,23375,301,B
20682,23416,299,B
20722,23458,298,P
20762,23500,296,B
20807,23541,299,B
20847,23583,297,B
20885,23625,295,P
20928,23666,295,B
20973,23708,299,P
21015,23750,300,I
21054,23791,297,B
21098,23833,298,B
21138,23875,298,B
21178,23916,295,P
21221,23958,297,B
21265,24000,300,B
21304,24041,297,B
21346,24083,297,P
21389,24125,299,B
21430,24166,298,B
21470,24208,295,B
21512,24250,296,P
21554,24291,297,B
21594,24333,294,P
21640,24375,300,I
21677,24416,295,B
21720,24458,295,B
21762,24500,297,B
21805,24541,298,P
21846,24583,297,B
21891,24625,300,B
21927,24666,295,B
21970,24708,295,P
22010,24750,295,B
22058,24791,300,B
22097,24833,298,B
22138,24875,298,P
22178,24916,296,B
22223,24958,299,P
22265,25000,300,I
22303,25041,295,B
22346,25083,296,B
22386,25125,296,B
22431,25166,298,P
22471,25208,297,B
22515,25250,299,B
