at_sec latencyMs frameType
0.000 295 B
1.000 295 B
2.040 294 I
3.032 286 B
4.032 286 B
5.032 287 P
6.032 287 B
7.024 279 I
8.021 275 B
9.031 286 B
10.030 284 B
11.000 295 P
12.032 287 I
13.028 283 P
14.000 295 B
15.047 301 P
16.046 301 B
17.003 299 P
18.000 295 P
19.000 295 B
20.043 298 P
21.000 296 B
22.000 295 P
23.000 295 P
24.004 300 B
25.048 302 P
26.044 298 B
27.001 296 P
28.000 295 P
29.000 296 B
30.043 298 P
31.024 362 P
32.013 351 B
33.016 353 B
34.032 370 B
35.031 369 B
36.032 370 P
37.034 371 B
38.000 380 B
39.040 378 B
40.000 380 B
41.000 379 B
42.037 375 B
43.016 396 B
44.009 389 I
45.007 387 P
46.008 387 B
47.008 388 P
48.007 387 P
49.008 388 I
50.014 394 B
51.008 388 P
52.016 396 P
53.016 396 B
54.009 388 I
55.007 387 B
56.008 388 P
57.009 389 B
58.008 388 B
59.008 388 I
60.016 396 B
61.300 930 P
62.568 2031 B
63.178 2308 B
64.016 2937 P
65.014 2935 P
66.033 3370 B
67.455 4542 B
68.367 5247 B
73.207 9670 B
73.252 9673 P
73.296 9676 I
73.333 9671 B
73.376 9672 P
74.000 9671 B
75.001 9672 B
76.000 9796 P
78.628 12341 P
78.672 12343 P
81.391 14729 P
81.440 14737 P
81.478 14733 I
82.894 15732 P
83.024 15737 P
84.025 15738 B
85.024 15737 B
86.024 15737 B
87.019 15733 P
88.025 15738 B
90.576 17289 P
90.624 17295 B
91.311 17774 B
92.025 17780 I
93.023 17778 B
94.024 17779 B
95.024 17779 P
96.024 17779 B
97.024 17779 I
98.024 17780 P
99.024 17779 P
100.024 17779 P
101.025 17780 P
102.025 17780 I
103.024 17780 P
104.024 17780 B
105.025 17780 B
106.024 17780 P
107.019 17775 I
108.024 17780 P
109.024 17779 B
110.024 17780 P
111.024 17779 B
112.024 17780 I
113.024 17779 P
114.024 17780 P
115.024 17780 P
116.024 17779 P
117.025 17780 I
118.024 17780 B
119.024 17780 B
120.024 17779 B
121.024 17780 B
122.024 17780 I
123.024 17780 B
124.024 17779 B
125.021 17777 B
126.024 17779 B
127.024 17780 I
128.024 17780 P
129.024 17780 B
130.024 17780 P
131.024 17780 B
132.025 17780 I
133.025 17780 B
134.024 17780 B
135.020 17775 P
136.019 17775 B
137.025 17781 I
138.023 17779 B
139.025 17780 P
140.021 17777 P
141.022 17777 B
142.024 17780 I
143.023 17779 B
144.025 17779 B
145.024 17777 B
146.024 17777 B
147.023 17775 I
148.025 17775 B
149.024 17774 B
150.024 17772 P
