at,payloadSizeBytes,frameType
3904,865,B
3940,698,B
4031,3577,P
4051,955,B
4105,3074,P
4128,1227,B
4143,859,B
4188,959,B
4249,4029,P
4271,844,B
4450,20964,I
4472,2926,P
4482,876,B
4515,4718,P
4524,784,B
4531,681,B
4581,3662,P
4604,839,B
4667,4038,P
4686,991,B
4727,789,B
4766,547,B
4821,2134,P
4853,854,B
4896,754,B
5087,22229,I
5102,2229,P
5110,854,B
5117,627,B
5125,792,B
5176,5273,P
5187,863,B
5228,612,B
5267,455,B
5337,4500,P
5353,940,B
5394,706,B
5434,692,B
5505,4534,P
5516,599,B
5719,23469,I
5736,2093,P
5744,782,B
5751,655,B
5756,649,B
5794,4492,P
5812,840,B
5851,729,B
5893,648,B
5952,3348,P
5978,1002,B
6018,645,B
6060,696,B
6126,4377,P
6144,666,B
6342,23261,I
6369,3507,P
6378,896,B
6385,718,B
6393,639,B
6426,4421,P
6436,959,B
6478,753,B
6518,555,B
6595,5661,P
6606,1226,B
6643,627,B
6687,841,B
6748,3522,P
6765,707,B
6969,23396,I
6983,1842,P
6991,855,B
6999,663,B
7005,584,B
7048,4847,P
7062,972,B
7100,420,B
7145,579,B
7210,4162,P
7228,1067,B
7266,650,B
7308,523,B
7367,2725,P
7394,808,B
7586,22609,I
7609,2908,P
7617,909,B
7624,703,B
7629,600,B
7668,4207,P
7687,903,B
7727,706,B
7768,615,B
7838,4662,P
7853,1049,B
7893,658,B
7933,506,B
7984,1589,P
8021,856,B
8207,21759,I
8228,2587,P
8237,811,B
8243,641,B
8249,427,B
8292,3868,P
8312,776,B
8354,686,B
8395,522,B
8458,3973,P
8480,1051,B
8519,783,B
8561,635,B
8619,3337,P
8646,672,B
8836,22297,I
8852,2291,P
8860,523,B
8865,645,B
8871,531,B
8913,3452,P
8935,610,B
8979,666,B
9017,323,B
9078,3364,P
9105,1071,B
9152,730,B
9193,606,B
9242,2694,P
9269,810,B
9459,21884,I
9470,1228,P
9477,663,B
9482,592,B
9487,415,B
9531,2186,P
9560,592,B
9619,3284,P
9645,829,B
9684,683,B
9726,515,B
9792,3904,P
9813,1040,B
9850,758,B
9891,621,B
10070,20254,I
10085,1657,P
10091,462,B
10096,537,B
10102,427,B
10150,1906,P
10182,625,B
10255,3321,P
10281,877,B
10316,612,B
10354,448,B
10456,4003,P
10477,1074,B
10493,721,B
10517,632,B
10681,17861,I
10698,2380,P
10705,614,B
10711,610,B
10728,526,B
10787,3337,P
10812,1004,B
10851,682,B
10895,516,B
10955,3281,P
10981,1187,B
11017,722,B
11062,678,B
11117,3157,P
11147,856,B
11312,18884,I
11328,2283,P
11337,888,B
11344,623,B
11349,498,B
11415,3656,P
11439,1091,B
11476,807,B
11516,595,B
11579,3309,P
11607,1222,B
11644,769,B
11685,647,B
11747,3470,P
11771,775,B
11942,18712,I
11959,2281,P
11968,1120,B
11975,706,B
11983,653,B
12040,3453,P
12065,1428,B
12103,837,B
12146,693,B
12200,3017,P
12230,926,B
12284,3278,P
12309,775,B
12373,4079,P
12395,737,B
12552,17206,I
12567,2098,P
12577,937,B
12585,745,B
12615,2442,P
12645,775,B
12709,4076,P
12733,1412,B
12773,986,B
12812,893,B
12875,3917,P
12901,1504,B
12938,996,B
12979,922,B
13037,3600,P
13099,6169,I
13106,698,P
13140,429,B
13194,2143,P
13226,525,B
13279,2197,P
13320,2010,P
13366,2524,P
13400,2179,P
13446,2374,P
13488,2116,P
13532,2424,P
13581,4043,P
13625,3897,P
13666,3768,P
13786,15048,I
13805,2484,P
13815,920,B
13828,1725,P
13864,2190,P
13903,2072,P
13947,2352,P
13992,2667,P
14039,3583,P
14062,1276,B
14111,2234,P
14154,2661,P
14211,4137,P
14233,1470,B
14274,1631,B
14442,19657,I
14451,1296,P
14463,1452,P
14477,1562,P
14503,3426,P
14526,1524,B
14566,1329,B
14630,4769,P
14653,2047,B
14686,1313,B
14732,1314,B
14782,2446,P
14826,2922,P
14874,4107,P
14895,1340,B
15067,19507,I
15083,2059,P
15121,5009,P
15135,1735,B
15143,872,B
15154,982,B
15209,4093,P
15233,1535,B
15265,787,B
15310,656,B
15380,4496,P
15401,1676,B
15436,930,B
15479,825,B
