at,payloadSizeBytes,frameType
3880,2106,P
3931,2790,P
3984,4042,P
3998,833,B
4053,2482,P
4094,2301,P
4133,2258,P
4176,2168,P
4220,2455,P
4260,2274,P
4301,2194,P
4346,2663,P
4393,3390,P
4554,17511,I
4567,1341,P
4574,570,B
4581,480,B
4588,396,B
4796,21468,P
4801,248,B
4805,259,B
4809,206,B
4823,1250,P
4828,319,B
4868,253,B
4911,176,B
4959,1082,P
4992,253,B
5229,23483,I
5258,3126,P
5263,461,B
5270,454,B
5275,265,B
5304,3253,P
5314,559,B
5329,423,B
5369,210,B
5445,4442,P
5456,729,B
5495,484,B
5537,482,B
5615,4736,P
5622,711,B
5850,22891,I
5879,3216,P
5888,687,B
5894,443,B
5899,361,B
5944,4957,P
5955,1014,B
5964,740,B
5993,418,B
6086,6435,P
6101,1403,B
6123,901,B
6164,755,B
6230,3642,P
6252,1232,P
6465,21804,I
6495,3177,P
6504,996,B
6512,577,B
6520,618,B
6563,4705,P
6576,1170,B
6604,756,B
6623,804,B
6696,4599,P
6709,1068,B
6782,5441,P
6797,1450,B
6832,934,B
6873,990,B
7093,22719,I
7124,3185,P
7136,1235,B
7144,754,B
7156,980,B
7190,3793,P
7208,1636,B
7250,4748,P
7269,2031,B
7294,1297,B
7334,1056,B
7407,4734,P
7425,2017,B
7462,1387,B
7502,1203,B
7704,20488,I
7736,3409,P
7747,1148,B
7756,767,B
7790,3879,P
7805,1465,B
7820,1399,B
7831,763,B
7898,3800,P
7920,1417,B
7955,739,B
7998,867,B
8070,4515,P
8083,1073,B
8145,3329,P
8280,14722,I
8315,3891,P
8335,1977,B
8354,2022,B
8380,2719,P
8420,4465,P
8437,1607,B
8458,996,B
8516,3033,P
8557,2919,P
8596,2529,P
8638,2543,P
8676,2317,P
8702,644,B
8747,655,B
8922,16625,I
8941,1958,P
8962,2080,P
8986,2583,P
9028,4662,P
9045,1826,B
9056,896,B
9083,1074,B
9153,4377,P
9169,1266,B
9208,987,B
9262,2318,P
9302,2403,P
9353,3347,P
9371,820,B
9571,19487,I
9605,3731,P
9620,1491,B
9630,834,B
9638,799,B
9664,2775,P
9706,4493,P
9717,1170,B
9763,3166,P
9813,3527,P
9855,3542,P
9896,3541,P
9940,3833,P
9979,3431,P
10014,3234,P
10144,13232,I
10172,3151,P
10204,3391,P
10232,3294,P
10373,16419,P
10401,3022,B
10414,1206,B
10428,1522,B
10444,1550,P
10451,333,B
10456,249,B
10493,160,B
10545,1856,P
10578,339,B
10623,746,P
10849,22755,I
10879,3376,P
10886,451,B
10891,380,B
10896,188,B
10947,6048,P
10956,630,B
10963,506,B
10994,296,B
11073,4764,P
11079,594,B
11120,472,B
11160,293,B
11228,3460,P
11256,1660,P
11483,23899,I
11513,3399,P
11521,476,B
11526,387,B
11531,326,B
11590,6709,P
11598,614,B
11604,329,B
11640,2851,P
11674,2106,P
11723,3158,P
11747,660,B
11786,500,B
11829,444,B
11869,493,P
12063,18540,I
12070,490,P
12073,233,B
12079,217,B
12230,17724,P
12236,204,B
12239,169,B
12243,168,B
12261,1872,P
12283,276,B
12327,214,B
12368,163,B
12419,1482,P
12452,256,B
12490,185,B
12718,22086,I
12727,730,P
12732,255,B
12736,170,B
12740,162,B
12805,7554,P
12812,394,B
12828,380,B
12867,168,B
12975,8088,P
12983,572,B
12994,472,B
13034,264,B
13122,5621,P
13128,444,B
13337,21482,I
13369,3335,P
13375,429,B
13379,327,B
13384,182,B
13448,7239,P
13455,544,B
13462,457,B
13491,226,B
13575,5040,P
13582,509,B
13621,438,B
13658,222,B
13734,4067,P
13746,442,B
13962,21543,I
13987,2483,P
13993,419,B
13997,315,B
14003,240,B
14029,2855,P
14036,418,B
14086,1584,P
14128,1422,P
14163,644,P
14211,1425,P
14245,462,P
14287,460,P
14424,11963,P
14429,173,B
14546,13880,I
14577,3148,P
14587,942,B
14594,643,B
14602,603,B
14646,3474,P
14668,1261,B
14704,584,B
14746,634,B
14805,2750,P
14858,4001,P
14873,906,B
14908,531,B
14968,2188,P
15010,2197,P
15169,16258,I
15186,1667,P
15203,1845,P
15223,2040,P
15258,3889,P
15268,904,B
15309,3158,P
15351,3584,P
15403,4528,P
15418,1417,B
15476,3437,P
15520,3492,P
15562,3632,P
15601,3578,P
15647,3748,P
15805,17694,I
15838,3586,P
15872,3782,P
15909,3958,P
15946,4015,P
15985,4399,P
16021,4045,P
16055,3638,P
16085,3352,P
16113,3006,P
16143,3396,P
16157,1312,B
16165,634,B
16205,584,B
16263,2447,P
16371,10629,I
16386,1652,P
16405,1849,P
16541,15845,P
16553,1227,B
16561,676,B
16571,778,B
16596,2485,P
16629,1402,B
16665,856,B
16706,810,B
16777,4446,P
16797,1823,B
16834,1136,B
16874,981,B
17071,19502,I
17105,3713,P
17121,1617,B
17133,1169,B
17148,1287,B
17183,4033,P
17204,2050,B
17218,1483,B
17251,1328,B
17316,3935,P
17335,1745,B
17378,1305,B
17419,1364,B
17488,4615,P
17500,1232,B
17739,24629,I
17771,3455,P
17784,1450,B
17796,1068,B
17809,1258,B
17842,3687,P
17859,1707,B
17873,1171,B
17886,1221,B
17944,4313,P
17965,1836,B
18000,1180,B
18045,1402,B
18110,4220,P
18129,1525,B
18353,23288,I
18390,4151,P
18407,1731,B
18420,1217,B
18433,1232,B
18471,4286,P
18487,1617,B
18502,1265,B
18514,1083,B
18568,4237,P
18589,1686,B
18625,1179,B
18669,1377,B
18725,3017,P
18753,1462,B
18993,21291,I
19047,4992,P
19075,2349,B
19094,1439,B
19113,1606,B
19165,4690,P
19185,1710,B
19200,1087,B
19214,999,B
19262,4454,P
19283,1699,B
19300,1343,B
19318,1383,B
19350,2489,P
19379,1212,B
19650,23437,I
19695,3981,P
19716,1798,B
19730,1087,B
19746,1275,B
19796,4466,P
19820,2061,B
19835,1349,B
19851,1124,B
19906,4973,P
19929,2020,B
19944,1268,B
19961,1342,B
19994,2738,P
20010,1154,B
20268,22499,I
20312,3943,P
20334,1859,B
20346,1009,B
20362,1230,B
20412,4549,P
20438,2173,B
20455,1369,B
20470,1129,B
20519,4447,P
20544,2180,B
20557,1050,B
20574,1309,B
20610,3254,P
20632,1408,B
20896,22768,I
20940,3936,P
20960,1569,B
20973,1091,B
20983,804,B
21091,10010,P
21101,607,B
21138,3251,P
21149,973,B
21159,663,B
21168,671,B
21216,4234,P
21230,1055,B
21242,883,B
21253,816,B
21496,20382,I
21547,4641,P
21565,1512,B
21579,1054,B
21640,5664,P
21664,1986,B
21678,1146,B
21694,1212,B
21754,5477,P
21778,1965,B
21794,1306,B
21811,1343,B
21854,3903,P
21871,1270,B
21886,1149,B
22146,22751,I
22202,5145,P
22223,1747,B
22240,1235,B
22252,1045,B
22311,5341,P
22332,1734,B
22349,1344,B
22361,988,B
22409,4207,P
22424,1276,B
22438,938,B
22447,833,B
22494,4070,P
22506,873,B
22789,24433,I
22820,2668,P
22834,1120,B
22845,800,B
22856,800,B
22901,4016,P
22917,1259,B
22931,1012,B
22943,910,B
22991,4240,P
23006,1333,B
23020,1048,B
23042,892,B
23111,3429,P
23124,996,B
23413,24478,I
23452,3464,P
23471,1477,B
23483,967,B
23496,995,B
23546,4475,P
23567,1861,B
23581,1115,B
23598,1275,B
23641,3876,P
23661,1504,B
23673,956,B
23684,822,B
23730,2897,P
23746,878,B
24026,23186,I
24064,3420,P
24079,1130,B
24088,687,B
24099,652,B
24153,4967,P
24164,912,B
24173,555,B
24183,490,B
24223,3556,P
24233,699,B
24242,487,B
24285,310,B
24365,3809,P
24405,3582,P
24639,22144,I
24670,2637,P
24704,2946,P
24730,2302,P
24782,4748,P
24798,1225,B
24810,830,B
24820,751,B
24854,3000,P
24871,1331,B
24881,673,B
24889,624,B
24957,4680,P
24968,791,B
25006,1265,P
25276,23252,I
25311,3148,P
25317,479,B
25361,3808,P
25371,748,B
25379,514,B
25387,481,B
25420,2779,P
25457,3320,P
25488,2600,P
25511,2159,P
25534,1739,P
25559,2171,P
25612,3544,P
25651,3330,P
25889,22106,I
25926,3317,P
25934,408,B
25940,329,B
25944,158,B
26036,8530,P
26045,530,B
26054,534,B
26058,198,B
26098,3540,P
26108,553,B
26118,431,B
26155,180,B
26214,1419,P
26245,347,B
26501,20811,I
26529,2366,P
26535,392,B
26540,309,B
26545,164,B
26601,5008,P
26610,555,B
26616,356,B
26651,2926,P
26690,3028,P
26767,6508,P
26788,1689,B
26801,1099,B
26835,938,B
26887,1929,P
27138,21944,I
27168,2635,P
27178,753,B
27188,625,B
27195,410,B
27252,5312,P
27263,639,B
27272,502,B
27276,300,B
27317,3253,P
27331,554,B
27398,2938,P
27443,3497,P
27488,3688,P
27528,3436,P
27770,22748,I
27795,2196,P
27826,2590,P
27834,626,B
27877,3787,P
27894,1361,B
27905,757,B
27914,706,B
27937,1815,P
27963,2130,P
27980,1520,P
28006,1439,P
28067,3301,P
28111,3358,P
28152,3394,P
28393,22387,I
28406,1100,P
28412,376,B
28430,1424,P
28480,4386,P
28490,775,B
28515,2013,P
28539,2004,P
28561,1937,P
28585,2012,P
28610,2157,P
28637,2200,P
28684,2416,P
28720,2079,P
28754,1253,P
29004,21216,I
29045,3529,P
29053,469,B
29059,392,B
29065,279,B
29115,4631,P
29123,455,B
29158,3089,P
29190,2681,P
29216,2325,P
29240,1902,P
29266,2411,P
29319,3544,P
29354,2758,P
29370,371,B
29638,22264,I
29676,3207,P
29681,410,B
29688,332,B
29693,165,B
29743,4570,P
29752,585,B
29764,468,B
29766,346,B
29828,4437,P
29836,555,B
29901,3360,P
29944,3496,P
29970,1913,P
29997,442,B
30267,22348,I
30291,2134,P
30313,1747,P
30330,1363,P
30359,2500,P
30366,545,B
30374,458,B
30390,1226,P
30398,354,B
30417,876,P
30453,312,B
30507,1469,P
30561,2801,P
30609,3276,P
30650,3247,P
30906,23650,I
30922,1341,P
30929,342,B
30934,243,B
30939,221,B
30959,1741,P
30987,2251,P
31013,2123,P
31038,2150,P
31060,1971,P
31093,1738,P
31136,1778,P
31194,3524,P
31237,3491,P
31279,3564,P
31532,23762,I
31551,1454,P
31569,1554,P
31592,1969,P
31614,1806,P
31649,3075,P
31673,2038,P
31698,2029,P
31719,1804,P
31735,1134,P
31745,828,P
31758,957,P
31805,2199,P
31857,3464,P
31902,3508,P
32147,22828,I
32169,1765,P
32186,1443,P
32205,1461,P
32222,1384,P
32250,2427,P
32268,1596,P
32286,1343,P
32296,849,P
32469,16182,P
32475,218,B
32499,1960,P
32504,347,B
32510,239,B
32515,155,B
32694,15442,I
32720,2279,P
32726,395,B
32732,175,B
32768,3315,P
32776,523,B
32787,425,B
32841,1955,P
32906,3671,P
32947,3692,P
32980,2776,P
33050,5676,P
33058,498,B
33078,544,B
33119,270,B
33391,22328,I
33415,1949,P
33433,1506,P
33446,933,P
33482,3175,P
33489,501,B
33495,395,B
33503,319,B
33553,4445,P
33562,567,B
33579,440,B
33620,357,B
33669,1130,P
33704,364,B
33743,267,B
34057,21060,I
34091,2119,P
34124,2173,P
34161,2489,P
34214,3703,P
34227,621,B
34264,2468,P
34297,2134,P
34329,2009,P
34337,402,B
34376,2563,P
34413,2390,P
34424,715,P
34432,274,B
34439,194,B
34751,22134,I
34802,3445,P
34811,452,B
34819,345,B
34823,155,B
34879,3654,P
34889,488,B
34898,481,B
34902,163,B
34992,6090,P
35003,561,B
35012,469,B
35020,246,B
35090,4710,P
35099,486,B
35402,21175,I
35449,3233,P
35459,475,B
35468,320,B
35475,234,B
35563,6148,P
35586,1369,B
35600,823,B
35615,907,B
35687,4894,P
35697,667,B
35714,950,B
35722,321,B
35775,3541,P
35792,975,P
36756,22383,I
36756,1847,P
36756,441,B
36757,354,B
36757,1922,P
36757,420,B
36757,2258,P
36757,1513,P
36757,1376,P
36757,1604,P
36757,1231,P
36757,2349,P
36757,3679,P
36757,3792,P
36758,3549,P
37417,21312,I
37417,1908,P
37418,1710,P
37418,1646,P
37418,1676,P
37418,2667,P
37418,2218,P
37418,2043,P
38343,1953,P
38344,1486,P
38344,1344,P
38344,1363,P
38344,3195,P
38344,3538,P
38344,3542,P
38722,23206,I
38722,2417,P
38722,2105,P
38722,2167,P
38723,3822,P
38723,1262,B
38723,743,B
38723,681,B
38723,2513,P
38723,750,B
38723,5070,P
38723,1124,B
38723,684,B
38723,3242,P
38723,813,B
39894,21430,I
39935,3226,P
39936,498,B
40077,446,B
40077,401,B
40078,7823,P
40078,653,B
40252,627,B
40252,350,B
40294,4307,P
40295,744,B
40295,643,B
40719,21186,I
40735,2894,P
40735,3956,P
40735,907,B
40735,541,B
40736,490,B
40736,3789,P
40736,3147,P
40736,4327,P
40736,742,B
40736,474,B
40736,4738,P
40736,798,B
40736,590,B
40736,510,B
41126,470,B
41127,1835,P
41127,687,B
41361,22390,I
41362,3123,P
41362,964,B
41362,605,B
41362,488,B
41362,4129,P
41362,822,B
41362,647,B
41362,2745,P
41362,4980,P
41363,1272,B
41363,766,B
41363,626,B
41363,3759,P
41363,3224,P
42410,21012,I
42444,2307,P
42461,677,B
42461,327,B
42462,206,B
42547,5762,P
42564,628,B
42564,435,B
42581,268,B
42908,21924,I
42976,3973,P
42976,683,B
42994,985,B
43079,5795,P
43097,1302,B
43164,4466,P
43182,1207,B
43493,20610,I
43527,2096,P
43528,606,B
43543,319,B
43543,194,B
43614,5379,P
43629,350,B
43630,221,B
43680,3786,P
43749,3792,P
43819,5471,P
44145,21191,I
44162,1597,P
44162,428,B
44179,284,B
44180,200,B
44247,5444,P
44265,456,B
44265,202,B
44332,4243,P
44387,3544,P
44437,3508,P
44782,21368,I
44815,2228,P
44815,420,B
44816,329,B
44832,211,B
44901,4777,P
44901,510,B
44901,428,B
44917,190,B
45054,9450,P
45055,246,B
45247,12725,I
45263,785,P
45280,829,P
45296,877,P
45316,1711,P
45316,471,B
45349,1410,P
45349,1021,P
45366,1015,P
45382,1212,P
45418,1431,P
45452,2191,P
45452,1078,P
45520,2457,P
45553,2285,P
45591,2191,P
45640,3304,P
45693,3415,P
46035,20831,I
46087,2723,P
46121,2434,P
46158,2598,P
46207,3956,P
46226,1040,B
46277,2727,P
46295,2047,P
46328,2065,P
46656,22197,I
46688,2231,P
46724,2258,P
46757,2225,P
46809,3182,P
46826,1140,B
46864,2694,P
46912,3061,P
46945,2770,P
47294,23096,I
47342,2988,P
47395,3564,P
47411,1373,B
47482,4199,P
47497,1410,B
47513,1262,B
47547,2582,P
47841,18237,I
47877,2131,P
47910,2941,P
47927,1149,B
47980,3201,P
47996,1350,B
48013,1181,B
48065,2890,P
48117,3133,P
48167,3912,P
48546,24122,I
48580,2143,P
48617,2234,P
48633,1040,B
48633,864,B
48685,2831,P
48702,1079,B
48771,4235,P
48787,1850,B
48804,982,B
49323,23713,I
49373,2547,P
49427,2143,P
49475,3191,P
50018,22594,I
50071,3193,P
50483,16324,I
50564,2534,P
50589,1229,B
50613,977,B
50613,889,B
51205,24182,I
51284,3363,P
51308,1427,B
51804,22009,I
51878,2710,P
51902,1370,B
51982,4203,P
52522,23346,I
53068,23293,I
53118,2013,P
53167,2091,P
53554,17281,I
53634,3695,P
53683,1607,B
53713,1500,B
53762,2103,P
53815,2517,P
54073,10994,I
54123,2100,P
54123,668,B
54202,3431,P
54228,1043,B
54252,788,B
54357,4569,P
54381,1275,B
54406,913,B
54406,852,B
54897,21967,I
54952,1986,P
54977,656,B
55001,2045,P
55542,21941,I
55621,3398,P
55646,641,B
55646,580,B
56214,22297,I
56293,3322,P
56319,624,B
56319,401,B
56909,22312,I
57404,21938,I
57478,2777,P
57501,1285,B
57532,914,B
57532,832,B
58121,22363,I
58176,2444,P
