at_sec latencyMs frameType
0.000 175 P
1.024 283 B
2.019 319 B
3.025 325 B
4.025 325 B
5.022 322 P
6.025 325 P
7.017 317 P
8.033 333 P
9.033 333 B
10.031 331 B
11.033 333 P
12.032 332 P
13.033 333 B
14.001 342 I
15.000 341 B
16.017 400 B
17.016 399 B
18.019 402 B
19.017 400 P
20.016 400 P
21.016 399 P
22.017 400 P
23.016 399 B
24.017 400 P
25.017 400 P
26.016 400 B
27.017 400 P
28.017 400 P
29.017 400 P
30.016 400 B
31.028 494 I
32.009 517 P
33.024 1200 B
34.477 1818 P
35.032 1916 P
36.068 2493 B
37.260 1935 B
38.592 3143 B
39.109 784 B
40.017 400 P
41.035 460 B
42.253 594 P
43.033 499 P
44.042 758 P
45.009 518 B
46.152 1244 I
47.439 1156 B
48.010 1185 B
49.250 1591 P
50.254 846 P
51.109 867 B
52.451 1209 B
53.610 1743 B
54.255 1181 B
55.365 1082 I
56.138 1729 P
57.376 1718 B
58.047 1223 B
59.879 1555 B
76.151 16785 B
76.152 16702 P
76.222 1314 I
76.223 689 I
76.817 1201 B
76.817 1118 P
77.364 1205 I
77.409 1209 B
77.449 1207 B
77.449 1125 P
78.005 1222 I
78.005 1056 P
78.082 674 I
78.129 679 B
78.168 677 B
78.728 1194 B
78.777 1203 P
78.777 744 I
79.319 1203 B
79.319 1120 P
80.483 1700 B
81.149 1200 B
82.312 1613 P
83.030 1164 B
84.068 785 P
85.001 677 B
86.207 1090 P
87.344 895 B
88.015 1107 B
89.305 1106 P
90.397 1073 P
91.025 742 P
92.235 994 P
93.025 534 B
94.109 576 B
95.017 484 P
96.023 739 B
97.008 517 P
98.033 500 B
99.065 532 B
100.041 550 B
101.025 409 B
102.024 491 P
103.023 490 B
104.144 570 B
105.019 570 B
106.008 434 B
107.008 434 P
108.017 318 B
109.024 450 P
110.021 447 B
111.002 469 I
112.032 416 P
113.015 441 P
114.000 426 B
115.068 410 B
116.032 375 B
117.009 393 B
118.041 425 P
119.004 430 P
120.009 435 P
121.008 434 B
122.009 435 B
123.009 435 B
124.022 282 P
125.000 302 P
126.000 302 P
127.016 317 P
128.016 358 P
129.008 392 P
130.009 310 B
131.016 317 P
132.031 373 B
133.030 372 B
134.031 290 P
135.008 310 B
