at,payloadSizeBytes,frameType
3785,729,B
3831,608,B
3872,613,B
3947,5595,P
3958,903,B
3994,816,B
4037,653,B
4112,5256,P
4121,942,B
4166,811,B
4205,622,B
4272,4044,P
4284,658,B
4474,20934,I
4502,3621,P
4508,634,B
4515,635,B
4522,516,B
4575,5751,P
4581,564,B
4622,659,B
4675,527,B
4743,6175,P
4750,637,B
4791,732,B
4829,625,B
4892,3911,P
4912,595,B
5098,21332,I
5117,2573,P
5124,605,B
5131,550,B
5136,393,B
5198,5447,P
5207,645,B
5247,634,B
5288,481,B
5365,5681,P
5373,575,B
5415,570,B
5450,308,B
5509,2718,P
5558,3300,P
5659,12443,I
5757,13816,P
5763,277,B
5766,257,B
5770,210,B
5804,2781,P
5829,494,B
5872,432,B
5913,222,B
5978,3949,P
5995,776,B
6040,570,B
6080,302,B
6147,4077,P
6163,443,B
6355,21992,I
6368,1624,P
6375,665,B
6381,439,B
6385,401,B
6449,5529,P
6455,686,B
6494,512,B
6539,377,B
6612,5018,P
6623,1228,B
6664,697,B
6702,501,B
6764,3484,P
6788,684,B
6985,23106,I
7009,2911,P
7015,757,B
7020,516,B
7026,367,B
7070,5001,P
7082,1084,B
7122,655,B
7164,475,B
7231,4327,P
7253,1300,B
7285,727,B
7332,593,B
7390,3185,P
7427,662,B
7606,22355,I
7628,2895,P
7636,699,B
7641,530,B
7648,352,B
7695,5345,P
7708,897,B
7748,591,B
7789,451,B
7856,4141,P
7874,1135,B
7915,595,B
7954,583,B
8010,2426,P
8041,650,B
8242,23623,I
8258,2038,P
8266,904,B
8272,521,B
8277,511,B
8313,3973,P
8333,958,B
8371,597,B
8414,504,B
8486,4760,P
8501,1235,B
8540,648,B
8581,528,B
8639,3098,P
8660,607,B
8860,22681,I
8885,3185,P
8893,812,B
8897,498,B
8903,423,B
8943,4539,P
8958,1027,B
8997,612,B
9039,444,B
9103,3669,P
9128,1329,B
9164,647,B
9206,583,B
9265,3209,P
9289,686,B
9492,23661,I
9521,3800,P
9526,178,B
9528,157,B
9533,159,B
9546,1715,P
9578,242,B
9620,152,B
9672,2337,P
9723,3092,P
9777,4826,P
9788,651,B
9830,483,B
9872,433,B
9927,2339,P
10075,17708,I
10101,3296,P
10108,748,B
10113,398,B
10122,547,B
10172,1987,P
10210,1410,P
10249,1219,P
10299,2136,P
10330,399,B
10377,1244,P
10413,330,B
10452,760,P
10497,375,B
10539,395,B
10743,23697,I
10758,1875,P
10763,611,B
10769,465,B
10791,2637,P
10800,791,B
10829,505,B
10872,412,B
10928,2984,P
10957,807,B
10997,447,B
11039,463,B
11104,3913,P
11138,2815,P
11164,809,B
11372,24324,I
11399,3500,P
11408,1127,B
11426,2265,P
11441,1836,P
11454,1645,P
11469,2020,P
11509,2184,P
11551,2130,P
11592,2078,P
11632,2033,P
11674,2108,P
11733,4795,P
11755,1659,B
11796,2056,B
11994,24124,I
12019,3149,P
12033,1775,P
12064,3968,P
12071,840,B
12078,559,B
12082,474,B
12132,1772,P
12177,1804,P
12216,2649,P
12248,706,B
12299,2719,P
12327,698,B
12386,2447,P
12416,1448,P
12614,23669,I
12638,3335,P
12646,860,B
12653,513,B
12660,483,B
12697,4984,P
12708,1006,B
12748,575,B
12787,623,B
12847,2916,P
12873,720,B
12911,419,B
12954,392,B
13002,1198,P
13035,491,B
13236,23307,I
13259,3098,P
13267,727,B
13272,499,B
13277,416,B
13300,2474,P
13329,471,B
13381,1800,P
13421,1779,P
13458,1645,P
13505,1646,P
13575,5629,P
13584,1041,B
13631,1951,B
13692,4767,P
13867,23950,I
13888,2515,P
13904,2099,P
13913,942,B
13926,1742,P
13935,908,B
13965,1809,P
14000,962,B
14050,2132,P
14083,1383,B
14139,2884,P
14186,3707,P
14237,5222,P
14270,3789,P
14295,1589,B
14492,23515,I
14519,3539,P
14535,2024,B
14545,1023,B
14556,1374,B
14578,2685,P
14606,3615,P
14640,3046,P
14665,845,B
14718,2270,P
14747,472,B
14788,363,B
14834,1104,P
14876,973,P
14913,322,P
15120,24108,I
15144,3056,P
15167,3003,P
15192,3263,P
15198,559,B
15224,3525,P
15232,800,B
15248,540,B
15286,415,B
15345,3099,P
15370,715,B
15414,476,B
15480,405,B
15508,1710,P
15539,468,B
15746,24154,I
15771,3128,P
15775,408,B
15798,2888,P
15834,4737,P
15842,1012,B
15849,685,B
15872,386,B
15930,2775,P
15955,586,B
16012,2605,P
16058,3163,P
16084,831,B
16122,480,B
16161,386,B
16370,24167,I
16387,2230,P
16402,1741,P
16412,1450,P
16423,1199,P
16436,1596,P
16460,1081,P
16500,476,B
16540,352,B
16596,3391,P
16622,535,B
16662,425,B
16705,326,B
16805,9221,P
16808,165,B
16914,12401,I
16928,1729,P
16933,549,B
16954,475,B
16996,446,B
17058,3556,P
17080,749,B
17119,671,B
17165,615,B
17229,4024,P
17249,854,B
17291,709,B
17331,594,B
17401,5054,P
17411,559,B
17595,21191,I
17618,2820,P
17627,849,B
17634,710,B
17640,609,B
17690,4686,P
17710,1049,B
17748,823,B
17791,706,B
17861,4946,P
17877,1125,B
17916,929,B
17990,764,B
18025,4915,P
18037,725,B
18230,22095,I
18249,2671,P
18256,757,B
18263,711,B
18270,617,B
18315,4720,P
18329,1029,B
18374,843,B
18415,680,B
18477,4408,P
18502,1174,B
18541,908,B
18583,726,B
18650,4445,P
18665,790,B
18863,22943,I
18885,3035,P
18894,891,B
18902,765,B
18910,698,B
18943,4488,P
18955,987,B
18994,821,B
19037,705,B
19108,4609,P
19127,1125,B
19166,835,B
19205,741,B
19270,3806,P
19292,829,B
19482,22268,I
19505,3021,P
19512,808,B
19520,708,B
19527,641,B
19562,3805,P
19584,1077,B
19624,786,B
19665,679,B
19730,4367,P
19748,1094,B
19789,878,B
19832,727,B
19894,3684,P
19912,704,B
20108,22471,I
20131,2916,P
20139,835,B
20146,749,B
20152,634,B
20186,3577,P
20204,1039,B
20248,796,B
20291,668,B
20356,4272,P
20375,1089,B
20414,845,B
20457,676,B
20519,3650,P
20540,733,B
20736,22768,I
20757,2642,P
20765,840,B
20772,747,B
20777,620,B
20808,3890,P
20831,1049,B
20873,788,B
20916,672,B
20982,4471,P
21000,1077,B
21041,811,B
21081,739,B
21144,3588,P
21166,740,B
21363,22759,I
21385,3027,P
21392,806,B
21399,736,B
21406,636,B
21437,4013,P
21459,1055,B
21498,772,B
21539,706,B
21605,4044,P
21625,1166,B
21665,862,B
21706,729,B
21769,3691,P
21791,804,B
21984,22711,I
22002,2070,P
22011,978,B
22018,697,B
22024,617,B
22061,4234,P
22084,1025,B
22124,790,B
22167,676,B
22232,4352,P
22248,1077,B
22296,879,B
22332,736,B
22393,3593,P
22416,739,B
22607,22385,I
22623,2121,P
22631,972,B
22637,769,B
22643,622,B
22690,4215,P
22709,1040,B
22745,817,B
22790,771,B
22858,4331,P
22877,1141,B
22917,811,B
22955,746,B
23017,4076,P
23040,743,B
23237,22856,I
23261,3055,P
