at_sec latencyMs frameType
0.000 172 B
1.018 275 B
2.027 241 I
3.010 267 P
4.018 274 B
5.022 278 B
6.033 290 B
7.026 283 P
8.002 300 P
9.000 297 B
10.002 299 P
11.001 298 P
12.010 307 B
13.011 308 B
14.010 307 B
15.010 307 B
16.010 307 P
17.010 308 B
18.010 307 B
19.011 308 B
20.010 307 B
21.010 308 P
22.011 308 B
23.009 307 P
24.010 307 B
25.010 308 B
26.010 308 P
27.010 307 B
28.010 307 B
29.011 308 B
30.010 307 B
31.035 374 B
32.031 370 P
33.034 374 B
34.043 382 I
35.042 382 B
36.003 384 B
37.042 382 P
38.040 379 P
39.009 391 P
40.010 392 P
41.007 388 B
42.010 392 P
43.007 389 B
44.003 384 P
45.010 392 B
46.009 390 P
47.009 391 P
48.011 392 B
49.011 392 P
50.010 392 B
51.004 385 P
52.007 388 P
53.010 391 B
54.005 387 P
55.002 384 B
56.010 392 B
57.006 388 P
58.011 392 P
59.010 391 P
60.035 416 P
61.710 1257 B
62.011 1226 B
63.178 2185 B
64.179 2519 P
65.072 994 P
66.132 1221 I
67.626 1798 B
68.757 2430 P
69.355 1944 I
70.459 1632 P
71.938 1778 B
72.604 1901 P
73.769 1691 B
74.026 782 B
75.204 1752 P
76.010 1017 B
77.034 1415 B
78.118 1875 B
79.382 1930 P
80.033 1330 B
81.298 1055 P
82.141 897 P
83.670 1592 B
84.002 759 P
85.154 1410 B
86.424 1388 P
87.454 1877 P
88.181 1354 B
89.443 1282 B
90.060 1275 B
91.018 566 P
92.019 525 B
93.010 475 P
94.081 587 B
95.034 416 P
96.029 451 P
97.008 515 P
98.026 533 B
99.076 624 P
100.025 531 B
101.018 650 P
102.010 558 B
103.026 574 B
104.166 588 P
105.010 517 B
106.002 509 P
107.041 423 B
108.007 554 B
109.009 557 B
110.010 475 P
111.059 607 B
112.033 539 P
113.009 473 B
114.006 679 B
115.026 574 P
116.018 608 B
117.003 510 P
118.009 474 P
119.031 538 P
120.034 582 P
121.034 581 P
122.035 500 P
123.014 396 B
124.023 404 P
125.025 407 P
126.024 406 B
127.022 404 B
128.026 407 B
129.035 416 P
130.032 414 B
131.034 416 B
132.034 416 B
133.034 416 B
134.035 417 P
135.034 416 P
136.035 416 P
137.035 417 B
138.035 417 B
139.034 416 P
140.034 416 P
141.035 416 B
142.034 416 P
143.035 417 P
144.035 416 P
145.030 412 P
146.034 415 P
147.035 417 P
148.034 416 P
149.035 416 P
