at,ptsMs,latencyMs,frameType
3314,1071791,173,B
3354,1071833,170,P
3394,1071875,169,I
3442,1071916,176,B
3482,1071958,174,B
3523,1072000,172,B
3562,1072041,171,P
3605,1072083,171,B
3646,1072125,171,B
3689,1072166,173,B
3730,1072208,172,P
3769,1072250,168,P
3814,1072291,173,B
3855,1072333,171,P
3896,1072375,171,B
4032,1072416,265,B
4074,1072458,265,P
4121,1072500,271,I
4161,1072541,270,B
4201,1072583,268,B
4243,1072625,267,B
4287,1072666,271,P
4323,1072708,264,P
4364,1072750,264,B
4409,1072791,267,B
4451,1072833,267,B
4497,1072875,271,P
4537,1072916,271,B
4578,1072958,269,B
4617,1073000,267,B
4655,1073041,264,P
4706,1073083,273,P
4746,1073125,271,I
4786,1073166,270,B
4824,1073208,266,B
4866,1073250,266,P
4914,1073291,272,B
4946,1073333,263,B
4991,1073375,266,B
5030,1073416,264,P
5073,1073458,264,B
5114,1073500,264,B
5155,1073541,264,P
5202,1073583,269,P
5241,1073625,266,P
5280,1073666,263,P
5330,1073708,272,P
5371,1073750,270,I
5409,1073791,268,B
5450,1073833,266,P
5489,1073875,264,B
5538,1073916,272,B
5573,1073958,265,B
5618,1074000,267,P
5657,1074041,266,B
5706,1074083,273,B
5738,1074125,263,B
5780,1074166,263,P
5821,1074208,263,B
5865,1074250,265,B
5901,1074291,260,B
5946,1074333,262,P
5995,1074375,269,I
6034,1074416,268,B
6068,1074458,260,B
6113,1074500,263,B
6152,1074541,261,P
6202,1074583,269,B
6234,1074625,259,B
6280,1074666,264,B
6321,1074708,263,P
6362,1074750,262,B
6405,1074791,263,B
6445,1074833,262,P
6485,1074875,260,P
6528,1074916,262,P
6571,1074958,263,P
6619,1075000,269,I
6657,1075041,266,B
6696,1075083,263,B
6738,1075125,263,B
6786,1075166,270,P
6826,1075208,268,B
6865,1075250,264,B
6904,1075291,263,B
6955,1075333,272,P
6988,1075375,263,B
7030,1075416,263,B
7070,1075458,262,B
7113,1075500,262,P
7156,1075541,265,B
7201,1075583,268,P
7241,1075625,266,I
7291,1075666,274,P
7322,1075708,264,P
7370,1075750,270,P
7410,1075791,269,B
7450,1075833,266,B
7489,1075875,264,B
7537,1075916,270,P
7579,1075958,270,B
7617,1076000,267,B
7657,1076041,266,B
7703,1076083,270,P
7745,1076125,269,B
7780,1076166,264,B
7826,1076208,267,P
7867,1076250,266,I
7914,1076291,273,B
7955,1076333,271,B
7988,1076375,263,B
8030,1076416,263,P
8075,1076458,266,B
8122,1076500,272,B
8155,1076541,263,B
8202,1076583,268,P
8240,1076625,265,B
8282,1076666,265,B
8322,1076708,264,B
8365,1076750,264,P
8410,1076791,269,B
8446,1076833,263,P
8488,1076875,263,I
8537,1076916,270,B
8578,1076958,269,B
8615,1077000,265,B
8657,1077041,266,P
8707,1077083,273,B
8747,1077125,271,B
8780,1077166,264,B
8827,1077208,269,P
8865,1077250,264,B
8911,1077291,270,B
8953,1077333,269,B
8994,1077375,268,P
9028,1077416,261,B
9071,1077458,263,P
9111,1077500,261,I
9153,1077541,261,B
9202,1077583,269,B
9240,1077625,264,B
9281,1077666,265,P
9320,1077708,262,B
9370,1077750,270,B
9406,1077791,264,B
9450,1077833,267,P
9489,1077875,264,B
9529,1077916,263,B
9572,1077958,264,B
9613,1078000,263,P
9666,1078041,275,B
9714,1078083,281,P
9753,1078125,278,I
9794,1078166,278,B
9843,1078208,284,B
9882,1078250,281,B
9923,1078291,282,P
9961,1078333,278,B
10002,1078375,277,B
10048,1078416,282,B
10090,1078458,282,P
10129,1078500,279,B
10169,1078541,278,B
10209,1078583,276,B
10259,1078625,283,P
10298,1078666,282,B
10335,1078708,277,P
10377,1078750,277,I
10418,1078791,277,B
10466,1078833,283,B
10502,1078875,277,B
10546,1078916,280,P
10587,1078958,279,B
10634,1079000,284,B
10671,1079041,280,B
10715,1079083,281,P
10754,1079125,279,B
10793,1079166,276,B
10837,1079208,279,B
10877,1079250,277,P
10921,1079291,280,B
10962,1079333,278,P
11001,1079375,276,I
11050,1079416,284,B
11090,1079458,282,B
11125,1079500,275,B
11171,1079541,280,P
11218,1079583,285,B
11258,1079625,283,B
11296,1079666,280,B
11338,1079708,280,P
11378,1079750,277,B
11417,1079791,276,B
11462,1079833,278,B
11500,1079875,274,P
11547,1079916,280,B
11586,1079958,278,P
11633,1080000,283,I
11675,1080041,283,B
11714,1080083,280,B
11754,1080125,279,B
11793,1080166,277,P
11843,1080208,284,B
11883,1080250,282,B
11923,1080291,282,P
11961,1080333,278,B
12001,1080375,275,B
12046,1080416,280,B
12086,1080458,278,P
12130,1080500,280,B
12170,1080541,278,P
12219,1080583,285,P
12258,1080625,283,I
12292,1080666,276,P
12335,1080708,277,P
12376,1080750,276,P
12427,1080791,285,B
12466,1080833,283,B
12505,1080875,279,P
12543,1080916,277,P
12585,1080958,276,P
12629,1081000,279,P
12671,1081041,279,P
12712,1081083,279,P
12753,1081125,278,P
12800,1081166,283,P
12841,1081208,283,P
12890,1081250,290,I
12930,1081291,289,P
12970,1081333,287,P
13010,1081375,285,P
13058,1081416,292,B
13097,1081458,289,B
13139,1081500,288,P
13177,1081541,286,P
13218,1081583,285,P
13262,1081625,287,P
13306,1081666,290,P
13345,1081708,286,P
13386,1081750,286,P
13831,1081791,689,P
13882,1081833,699,P
13923,1081875,698,I
13960,1081916,693,P
14043,1081958,735,P
14090,1082000,740,P
14131,1082041,739,B
14178,1082083,745,B
14218,1082125,743,P
14325,1082166,808,P
14370,1082208,812,P
14410,1082250,810,P
14617,1082291,975,P
14667,1082333,983,P
14706,1082375,981,P
16796,1082416,3030,P
16842,1082458,3033,P
16883,1082500,3032,I
16921,1082541,3030,P
16970,1082583,3037,P
17120,1082625,3145,P
17170,1082666,3154,P
17211,1082708,3152,B
17249,1082750,3149,B
17290,1082791,3149,P
17331,1082833,3147,B
17378,1082875,3153,B
17412,1082916,3146,B
17458,1082958,3150,P
17498,1083000,3148,B
17808,1083041,3416,B
17849,1083083,3416,P
17898,1083125,3423,I
17936,1083166,3420,B
17977,1083208,3418,B
18027,1083250,3426,P
18067,1083291,3425,B
18107,1083333,3423,B
18145,1083375,3420,B
18186,1083416,3420,P
18226,1083458,3418,B
18274,1083500,3424,B
18314,1083541,3423,B
18354,1083583,3420,P
18395,1083625,3419,B
18442,1083666,3426,B
18482,1083708,3424,P
18523,1083750,3422,I
18561,1083791,3420,B
18907,1083833,3724,B
18952,1083875,3727,P
18994,1083916,3728,B
19035,1083958,3726,B
19082,1084000,3732,B
19122,1084041,3731,P
19162,1084083,3728,B
19200,1084125,3724,B
19251,1084166,3734,B
19290,1084208,3732,P
22752,1084250,7152,B
22802,1084291,7161,P
22842,1084333,7159,P
23579,1084375,7854,I
23627,1084416,7860,P
23666,1084458,7858,P
23714,1084500,7864,B
23753,1084541,7862,B
23795,1084583,7861,P
23835,1084625,7859,B
23875,1084666,7859,B
23923,1084708,7864,P
23961,1084750,7861,B
24298,1084791,8157,B
24344,1084833,8161,P
24382,1084875,8157,B
25697,1084916,9430,B
