at_sec latencyMs frameType
0.000 173 B
1.009 264 P
2.016 272 P
3.007 263 P
4.008 264 P
5.008 264 B
6.006 262 B
7.021 277 P
8.024 280 P
9.021 277 P
10.031 286 P
11.011 808 P
13.482 3030 P
13.528 3033 P
14.017 3147 B
15.000 3423 B
19.438 7152 B
19.488 7161 P
19.528 7159 P
20.265 7854 I
20.313 7860 P
21.030 8161 P
22.383 9430 B
23.044 9632 P
24.048 9637 P
25.000 9631 B
26.048 9637 B
27.000 9631 P
28.047 9635 B
29.047 9636 B
