at,payloadSizeBytes,frameType
3635,919,B
3677,863,B
3764,3617,P
3784,1069,B
3801,897,B
3866,3642,P
3874,1233,B
3915,934,B
3972,3346,P
4002,1122,B
4041,993,B
4103,3882,P
4124,970,B
4327,23794,I
4351,3165,P
4359,970,B
4368,885,B
4398,3754,P
4408,1095,B
4417,949,B
4474,3763,P
4503,1160,B
4541,968,B
4597,2895,P
4628,1282,B
4667,1012,B
4729,3804,P
4750,898,B
4945,23061,I
4964,2461,P
4975,983,B
4984,932,B
5005,3015,P
5015,1121,B
5043,933,B
5103,3646,P
5128,1252,B
5166,951,B
5232,4297,P
5272,3840,P
5295,1346,B
5334,943,B
5392,3297,P
5568,22949,I
5589,2668,P
5598,1030,B
5607,952,B
5635,3674,P
5647,1114,B
5669,1051,B
5729,3726,P
5753,1278,B
5793,1074,B
5857,4404,P
5880,1577,B
5918,1020,B
5960,1117,B
6017,3559,P
6196,23384,I
6216,2737,P
6227,1069,B
6235,883,B
6265,3716,P
6275,1221,B
6291,1016,B
6352,3561,P
6378,1325,B
6418,1027,B
6478,3575,P
6502,1204,B
6540,946,B
6609,4598,P
6625,931,B
6820,22762,I
6844,3095,P
6850,806,B
6858,841,B
6888,3624,P
6895,714,B
6940,4119,P
6958,946,B
7024,4190,P
7041,934,B
7106,4074,P
7122,898,B
7164,668,B
7234,4654,P
7244,696,B
7444,22697,I
7464,2497,P
7474,1110,B
7513,5246,P
7523,1034,B
7531,896,B
7571,4993,P
7583,835,B
7624,740,B
7687,3680,P
7706,725,B
7775,4628,P
7793,1002,B
7832,736,B
7894,3805,P
8075,23436,I
8096,3037,P
8107,1135,B
8118,1143,B
8150,4418,P
8164,1590,B
8176,1522,B
8236,4898,P
8256,1628,B
8294,1128,B
8350,3230,P
8377,1194,B
8416,982,B
8484,4615,P
8499,1016,B
8705,23894,I
8728,3098,P
8739,1380,B
8749,1086,B
8776,3538,P
8788,1185,B
8797,1020,B
8855,4043,P
8887,1318,B
8931,1117,B
8977,3519,P
9003,1310,B
9041,1062,B
9106,4231,P
9127,1048,B
9325,23957,I
9347,2991,P
9357,1163,B
9367,923,B
9390,3121,P
9402,1121,B
9419,1003,B
9476,3705,P
9501,1213,B
9542,944,B
9597,2933,P
9646,3907,P
9664,1198,B
9709,939,B
9770,3610,P
9947,23027,I
9981,3198,P
10009,1181,B
10031,1041,B
10087,3014,P
10110,1080,B
10129,964,B
10190,3548,P
10221,1491,B
10242,1315,B
10266,4573,P
10278,1605,B
10293,1025,B
10355,3937,P
10375,913,B
10576,23655,I
10594,2459,P
10618,3101,P
10627,985,B
10636,879,B
10662,3470,P
10672,1119,B
10710,999,B
10773,4503,P
10796,1485,B
10838,1385,B
10897,4343,P
10924,2023,B
10963,1547,B
11016,3258,P
11199,23795,I
11221,3017,P
11231,1135,B
11240,955,B
11267,3336,P
11278,1322,B
11293,997,B
11346,2713,P
11376,1166,B
11416,975,B
11464,1550,P
11508,1854,P
11550,2067,P
11603,3809,P
11621,831,B
11822,22967,I
11846,3206,P
11857,1205,B
11866,1057,B
11894,3638,P
11906,1167,B
11916,964,B
11972,2904,P
12001,1015,B
12042,934,B
12099,3184,P
12127,1429,B
12169,1204,B
12231,4224,P
12252,1123,B
12427,20509,I
12447,2476,P
12455,793,B
12476,2548,P
12486,986,B
12523,4230,P
12547,1543,B
12584,1051,B
12641,3043,P
12669,1246,B
12707,968,B
12767,3418,P
12795,1288,B
12835,1027,B
12890,3404,P
13081,24029,I
13106,3465,P
13117,1237,B
13127,1168,B
13167,3739,P
13170,1527,B
13180,1275,B
13234,4876,P
13251,1337,B
13312,3792,P
13338,1506,B
13378,1226,B
13434,3530,P
13462,1376,B
13501,1099,B
13697,22819,I
13720,3224,P
13734,1640,B
13742,781,B
13765,2891,P
13775,1032,B
13793,887,B
13842,2244,P
13894,3582,P
13919,1197,B
13958,949,B
14012,2677,P
14044,1013,B
14107,4709,P
14122,811,B
14323,23852,I
14349,3465,P
14363,1409,B
14373,1258,B
14402,3548,P
14414,1595,B
14427,1359,B
14472,3103,P
14503,1324,B
14557,3195,P
14588,1477,B
14626,1372,B
14686,3788,P
14710,1462,B
14767,3369,P
14948,23059,I
14972,3423,P
14985,1439,B
15009,3048,P
15019,1087,B
15047,3895,P
15059,1101,B
15082,876,B
15148,4081,P
15166,1038,B
15206,760,B
