at_sec latencyMs frameType
0.000 176 P
1.090 640 P
2.006 640 B
3.041 717 B
4.002 719 B
5.009 726 I
6.008 726 P
7.002 720 B
8.002 720 B
9.049 725 P
10.042 718 B
11.046 721 B
