at_sec latencyMs frameType
0.000 173 B
1.026 324 P
2.024 321 B
3.027 324 B
4.027 325 B
5.031 329 P
6.026 324 P
7.024 322 B
8.026 324 B
9.034 332 B
10.023 321 P
11.025 323 B
12.025 323 B
13.034 332 B
14.035 333 B
15.010 349 P
16.017 398 B
17.018 399 B
18.025 406 B
19.018 399 P
20.018 399 P
21.017 398 B
22.001 383 B
23.034 373 P
24.032 371 I
25.033 372 P
26.034 373 P
27.034 373 P
28.034 373 P
29.010 349 I
30.026 365 B
31.026 449 B
32.033 539 P
33.487 1368 P
34.002 550 B
35.000 589 B
36.098 646 B
37.018 524 P
38.007 805 B
39.121 753 P
40.001 590 P
41.013 645 B
42.026 699 P
43.025 532 B
44.018 649 P
45.026 532 B
46.818 1782 B
47.039 795 B
48.107 1696 P
49.240 1454 B
50.057 1147 P
51.224 1105 B
52.389 1187 P
53.333 1256 B
54.325 1164 B
55.326 1249 B
56.199 997 B
57.202 1458 B
58.805 1603 P
59.002 883 P
60.146 777 P
64.108 4573 B
64.154 4577 P
64.154 3619 I
65.962 4801 I
65.962 2927 I
74.886 11684 P
74.886 9975 I
74.986 1951 I
74.986 1326 I
75.638 1936 B
75.683 1939 B
75.683 1856 P
75.683 773 I
75.811 859 B
75.858 864 P
76.926 1808 B
77.102 942 I
78.066 1739 P
79.457 1671 B
80.147 1236 P
81.310 1399 I
82.340 1555 B
83.034 499 B
84.035 791 B
86.211 2301 P
86.258 2307 P
87.600 1815 B
88.816 1822 B
89.002 841 P
90.266 1939 P
91.138 687 B
92.272 1196 P
93.025 532 B
94.215 680 P
95.018 567 B
96.056 645 B
97.042 466 B
98.042 424 B
99.029 536 B
100.009 598 P
101.018 692 P
102.021 444 B
103.026 491 P
104.359 824 B
105.037 586 P
106.042 631 P
107.018 357 P
108.034 541 P
109.158 665 B
110.014 604 P
111.003 468 I
112.018 567 P
113.017 441 B
114.026 575 P
115.025 449 B
116.034 541 P
117.010 517 B
118.017 565 B
119.041 465 P
120.002 551 B
121.001 550 B
122.041 547 P
123.041 465 P
124.012 436 B
125.017 524 B
126.017 441 P
127.019 359 P
128.022 529 B
129.021 528 B
130.001 341 P
131.031 496 I
132.022 529 B
133.022 487 B
134.011 476 P
135.012 394 P
