at_sec latencyMs frameType
116.457 455 P
116.484 441 B
116.484 357 P
116.498 330 I
116.544 334 B
116.584 332 B
116.624 331 B
116.671 336 P
116.711 334 P
116.752 334 P
116.790 330 P
116.833 331 P
116.879 336 P
116.919 334 P
117.118 491 P
117.165 497 P
117.165 372 I
117.215 380 B
117.256 379 B
117.294 376 B
117.333 373 P
117.375 373 B
117.415 372 B
117.461 376 B
117.501 374 P
117.541 373 B
117.583 373 P
117.628 376 B
117.670 377 P
117.803 468 B
117.848 471 P
117.887 469 I
117.929 470 P
117.975 473 P
118.016 473 P
118.054 470 P
118.096 469 P
118.143 475 B
118.183 473 B
118.224 472 B
118.262 469 P
118.305 470 B
118.352 475 B
118.391 473 B
118.472 512 P
118.519 517 P
118.559 516 I
118.599 514 P
118.648 521 P
118.679 511 P
118.728 518 P
118.765 513 P
118.807 515 B
118.855 520 B
118.895 518 B
118.933 515 P
118.974 514 B
119.015 513 B
119.061 518 B
119.103 518 P
119.140 513 P
119.183 515 I
119.221 511 B
119.270 518 B
119.307 514 B
119.351 516 P
119.391 514 P
119.432 514 B
119.475 515 P
119.516 514 B
119.560 517 P
119.599 514 B
119.648 521 P
119.695 527 P
119.696 403 I
119.743 408 B
119.784 407 B
119.823 405 P
119.863 403 P
119.904 402 B
119.952 409 B
119.991 407 B
120.031 404 P
120.071 403 B
120.112 402 P
120.156 404 B
120.196 403 B
120.272 437 B
120.313 436 P
120.359 441 I
120.400 440 B
120.440 438 B
120.481 438 P
120.524 439 B
120.567 440 B
120.606 438 B
120.646 436 P
120.696 444 B
120.735 442 B
120.775 440 P
120.814 437 P
120.857 439 P
120.904 444 P
120.944 442 P
120.983 440 I
121.023 438 B
121.072 445 B
121.111 443 B
121.151 441 P
121.191 439 B
121.232 439 P
121.275 440 B
121.320 443 P
121.359 441 B
121.398 438 B
121.439 437 P
121.480 437 P
121.570 485 P
121.615 488 P
121.656 488 I
121.695 485 P
121.737 485 B
121.782 489 P
121.824 489 B
121.864 487 B
121.903 485 B
121.946 486 P
121.992 490 B
122.030 487 P
122.071 486 B
122.112 485 B
122.134 466 B
122.184 474 P
122.184 391 I
122.232 397 B
122.271 394 B
122.311 393 B
122.360 400 P
122.399 397 B
122.439 396 B
122.480 395 B
122.519 393 P
122.567 399 B
122.608 398 B
122.772 520 B
122.815 522 P
122.815 397 I
122.864 404 B
122.904 402 B
122.944 401 P
122.983 398 B
123.031 404 B
123.071 403 B
123.112 402 P
123.152 400 B
123.191 398 B
123.232 398 B
123.278 401 P
123.318 400 B
123.422 462 B
123.464 462 P
123.511 468 I
123.551 466 B
123.591 464 B
123.631 463 B
123.678 468 P
123.719 467 B
123.759 466 B
123.799 464 P
123.844 467 B
123.886 468 B
123.927 467 B
123.966 464 P
124.061 518 P
124.102 517 P
124.103 435 I
124.144 434 P
124.192 440 B
124.232 439 B
124.271 436 B
124.317 440 P
124.359 442 B
124.399 439 B
124.439 437 B
124.480 437 P
124.524 438 B
124.565 438 B
124.607 439 P
124.650 440 B
124.692 440 P
124.735 442 I
124.774 440 B
124.823 446 B
124.863 445 B
124.904 444 P
124.943 441 B
124.990 447 B
125.030 445 B
125.071 444 P
125.111 443 B
125.151 441 B
125.196 444 B
125.237 444 P
125.329 494 B
125.370 493 P
125.412 494 I
125.455 495 B
125.495 493 B
125.543 500 B
125.583 498 P
125.623 496 B
125.663 495 B
125.711 501 B
125.751 499 P
125.791 498 B
125.831 496 B
125.871 494 B
125.918 500 P
125.959 499 B
126.000 498 P
126.039 496 I
126.081 496 B
126.123 496 B
126.164 496 B
126.207 497 P
126.248 496 B
126.289 496 B
126.330 495 B
126.371 494 P
126.415 497 B
126.454 495 B
126.496 494 B
126.537 494 P
126.583 498 B
126.620 493 P
126.663 495 I
126.711 501 B
126.751 499 B
126.792 499 B
126.831 496 P
126.877 500 B
126.918 500 B
126.959 499 B
127.000 498 P
127.040 497 B
127.083 498 B
127.124 497 B
127.165 497 P
127.206 496 B
127.247 495 P
127.291 498 I
127.331 496 B
127.372 495 B
127.416 498 B
127.455 495 P
127.496 494 B
127.544 501 B
127.583 498 P
127.623 496 B
127.663 495 B
127.708 498 P
127.746 494 B
127.792 499 B
127.830 495 B
127.870 493 P
127.913 495 I
127.958 498 B
127.996 494 B
128.039 496 B
128.079 494 P
128.127 500 P
128.166 498 B
128.206 496 B
128.246 494 B
128.288 495 P
128.333 498 B
128.375 498 B
128.415 497 B
128.455 495 P
128.460 417 I
128.503 418 B
128.544 417 B
128.580 412 B
128.622 412 P
128.672 420 B
128.710 417 B
128.751 416 B
128.791 414 P
128.831 413 B
128.876 416 B
128.919 417 B
129.070 527 P
129.070 444 P
129.081 413 I
129.124 414 B
129.167 415 B
129.207 414 B
129.256 421 P
129.289 412 B
129.335 417 B
129.373 413 B
129.416 414 P
129.463 420 B
129.503 418 B
129.544 417 B
129.622 454 P
129.622 370 P
129.643 350 I
129.685 350 B
129.734 357 B
129.773 355 B
129.814 354 P
129.854 352 B
129.895 352 B
129.965 380 B
130.007 380 P
130.052 384 B
130.091 381 B
130.132 380 B
130.176 383 P
130.321 486 B
130.367 490 P
130.407 489 I
130.448 488 B
130.489 487 B
130.536 493 B
130.576 491 P
130.615 488 B
130.658 490 B
130.703 493 B
130.743 491 P
130.783 490 B
130.823 488 B
130.906 529 P
130.906 404 P
130.964 422 I
131.007 422 B
131.054 427 B
131.093 425 P
131.134 424 B
131.175 423 B
131.219 426 B
131.262 427 P
131.301 424 B
131.341 423 B
131.381 421 B
131.423 421 P
131.465 422 B
131.510 425 B
131.559 432 P
131.599 431 I
131.639 429 B
131.680 428 B
131.719 426 B
131.766 431 P
131.807 430 B
131.847 429 P
131.887 427 P
131.927 425 P
131.969 426 P
132.013 428 P
132.053 426 P
132.095 427 P
132.176 466 P
132.217 465 P
132.262 469 I
132.302 467 B
132.342 465 B
132.392 474 B
132.432 472 P
132.472 470 B
132.511 468 P
132.559 474 B
132.599 472 P
132.640 472 B
132.680 470 B
132.758 507 B
132.807 514 P
132.807 389 I
132.849 389 B
132.896 394 P
132.935 392 P
132.975 390 P
133.023 396 P
133.064 396 P
133.103 393 P
133.143 391 P
133.186 393 P
133.227 392 B
133.269 392 P
133.311 393 B
133.446 486 P
133.494 492 P
133.536 493 I
133.571 486 P
133.615 488 P
133.662 494 P
133.702 492 P
133.741 489 P
133.784 491 P
133.823 488 P
133.863 486 P
133.910 492 P
133.949 489 P
133.990 488 P
134.031 488 P
134.076 491 P
134.081 413 I
134.109 399 P
134.151 399 P
134.198 405 B
134.238 403 B
134.277 400 B
134.319 402 P
134.366 406 P
134.405 403 B
134.446 403 B
134.486 401 P
134.525 398 B
134.569 401 B
134.603 393 P
134.645 393 P
134.686 393 I
134.734 399 P
134.773 396 P
134.815 397 P
134.856 396 B
134.901 399 B
134.943 400 P
134.983 398 B
135.021 394 P
