at,ptsMs,payloadSizeBytes,frameType
106394,106583,2911,P
106414,106541,1118,B
106447,106625,2468,P
106481,106708,2403,P
106496,106666,1059,B
106878,106875,23252,I
106911,106916,2321,P
106944,106958,2233,P
106977,107000,2560,P
107033,107041,3074,P
107066,107125,2713,P
107082,107083,1023,B
107131,107208,2797,P
107148,107166,1023,B
107514,107500,24196,I
107546,107541,2139,P
107596,107708,3769,P
107631,107625,1521,B
107632,107583,811,B
107650,107666,1128,B
107701,107791,3442,P
107718,107750,1444,B
108095,108125,22062,I
108133,108166,2419,P
108184,108333,2509,P
108200,108250,1309,B
108200,108208,901,B
108217,108291,873,B
108251,108375,1846,P
108321,108541,4765,P
108355,108458,2023,B
108371,108416,1091,B
108388,108500,1689,B
108748,108750,23430,I
108803,108791,2502,P
108837,108875,3063,P
108854,108833,1196,B
108920,109041,4619,P
108942,108958,1424,B
108960,108916,1071,B
109303,109375,22835,I
109336,109541,2645,P
109352,109458,1300,B
109368,109416,1000,B
109386,109500,1007,B
109423,109666,1611,P
109423,109583,675,B
109441,109625,834,B
109490,109791,3788,P
109507,109708,1232,B
109541,109750,1598,B
109958,110000,24001,I
110008,110041,3326,P
110058,110125,3236,P
110074,110083,1190,B
110107,110208,2862,P
110123,110166,910,B
110162,110291,2888,P
110179,110250,1043,B
110229,110458,3077,P
110245,110375,1105,B
110261,110333,957,B
110278,110416,892,B
110643,110625,24071,I
110677,110708,2723,P
110693,110666,1116,B
110743,110875,2641,P
110765,110791,1348,B
110781,110750,1089,B
110798,110833,1110,B
110831,111041,3250,P
110863,110958,1504,B
110879,110916,987,B
110897,111000,1022,B
111247,111250,23394,I
111296,111291,3569,P
111362,111375,3508,P
111379,111333,1448,B
111451,111458,4926,P
111467,111416,1402,B
111516,111500,2702,P
111551,111583,3196,P
111844,111875,19567,I
111896,111916,3413,P
111949,111958,3333,P
112001,112000,3090,P
112067,112125,4935,P
112101,112041,1934,B
112121,112083,1516,B
112292,112500,10838,I
112327,112583,2072,P
112328,112541,731,B
112653,112750,21583,P
112653,112666,860,B
112671,112625,456,B
112672,112708,623,B
112707,112916,1922,P
112723,112833,1051,B
112723,112791,699,B
112739,112875,668,B
113100,113125,23198,I
113150,113291,2712,P
113167,113208,1244,B
113167,113166,704,B
113189,113250,856,B
113257,113375,4074,P
113257,113333,972,B
113305,113458,3367,P
113322,113416,800,B
113683,113750,22014,I
113740,113875,3472,P
113757,113791,1007,B
113773,113833,565,B
113805,113916,2537,P
113839,113958,2215,P
113893,114125,3291,P
113893,114041,1070,B
113913,114000,716,B
113928,114083,625,B
113962,114166,2385,P
114010,114291,4053,P
114027,114208,856,B
114044,114250,683,B
114061,114333,1377,P
114061,113625,3703,P
114407,114375,23449,I
114443,114541,1307,P
114443,114458,594,B
114443,114416,376,B
114463,114500,284,B
114546,114708,6053,P
114563,114625,821,B
114563,114583,667,B
114578,114666,411,B
114651,114875,5680,P
114668,114791,875,B
114683,114750,731,B
114683,114833,460,B
114751,114916,3982,P
114786,114958,2112,P
114786,113541,1137,B
114803,113500,797,B
114822,113583,620,B
114872,113666,3504,P
114907,113708,2264,P
114907,113000,1695,P
114907,112958,683,B
114940,113083,1661,P
114959,113041,889,B
115613,115625,21849,I
115649,115791,2689,P
115665,115708,1010,B
115682,115666,592,B
115682,115750,630,B
115733,115833,3028,P
115765,115875,2849,P
115837,116041,3606,P
115854,115958,1450,B
115870,115916,809,B
115870,116000,945,B
116230,116250,22317,I
116265,116416,3137,P
116282,116333,1050,B
116298,116291,794,B
116298,116375,686,B
116355,116583,3535,P
116371,116500,1122,B
116386,116458,700,B
116403,116541,661,B
116421,116625,1936,P
116817,116875,21977,I
116852,116916,1567,P
116868,116958,1710,P
116901,117000,2031,P
116936,117041,2137,P
116953,117083,1790,P
116987,117125,1771,P
117023,117166,2195,P
117040,117208,1956,P
117073,117250,1644,P
117090,117291,1761,P
117125,117416,2560,P
117144,117333,865,B
117160,117375,633,B
117169,117458,1499,P
117169,116791,5284,P
117195,116708,1454,B
117196,116666,778,B
117208,116750,833,B
117235,116833,2166,P
117285,116208,6115,P
117542,117500,21922,I
117583,117625,3346,P
117597,117541,691,B
117597,117583,529,B
117634,117791,3052,P
117634,117708,718,B
117645,117666,500,B
117645,117750,350,B
117659,117958,1332,P
117672,117875,666,B
117672,117833,458,B
117686,117916,291,B
117878,118125,16064,I
117918,118291,3101,P
117918,118208,716,B
117930,118166,402,B
117930,118250,552,B
117981,118458,3784,P
118020,118375,1304,B
118033,118083,6483,P
118047,118333,794,B
118047,118000,170,B
118047,118041,153,B
118047,116125,1676,B
118059,116083,1177,B
118074,118416,962,B
118085,116166,985,B
118111,115000,22940,I
118176,118625,5688,P
118202,118541,1621,B
118214,118500,1079,B
118227,115125,2854,P
118240,118583,959,B
118253,115041,661,B
118253,115083,502,B
118278,115166,2467,P
118332,118708,4639,P
118343,118666,1023,B
118601,118750,22250,I
118653,118916,3742,P
118667,118833,1276,B
118680,118791,938,B
118680,118875,810,B
118728,119083,3967,P
118742,119000,1429,B
118754,118958,841,B
118768,119041,1125,B
118820,119250,5278,P
118845,119166,2177,B
118858,119125,1406,B
118912,119208,1396,B
118962,119333,4597,P
118973,119291,1770,B
118987,115333,5464,P
118999,115250,1034,B
119273,119375,23620,I
119309,119458,3930,P
119322,119416,1126,B
119361,119541,4015,P
119375,119500,1048,B
119427,119625,4254,P
119439,119583,880,B
119489,119791,4567,P
119503,119708,1114,B
119504,119666,875,B
119518,119750,669,B
119554,119958,4013,P
119567,119875,891,B
119579,119833,714,B
119579,119916,621,B
119593,115208,807,B
119604,115291,640,B
119815,120000,18139,I
119842,120166,2159,P
119857,120083,838,B
119857,120041,675,B
119869,120125,577,B
119920,120333,5205,P
119935,120250,1089,B
119947,120208,710,B
119948,120291,778,B
119999,120500,4725,P
120012,115500,2171,P
120023,115416,916,B
120036,115375,651,B
120036,115458,673,B
120073,115583,2973,P
120090,120416,830,B
120103,120375,853,B
120116,120458,578,B
120116,115541,872,B
120128,112208,4597,P
120153,112166,2204,B
120462,120625,23003,I
120489,120791,1760,P
120489,120708,670,B
120500,120666,514,B
120500,120750,300,B
120501,120833,315,P
120642,120916,12608,P
120642,120875,157,B
120668,120958,1975,P
120707,121125,3121,P
120708,121041,1035,B
120721,121000,746,B
120734,121083,637,B
120746,120583,2778,P
120757,120541,696,B
120758,112291,4266,P
120783,112250,2058,B
120824,121208,2705,P
120836,121166,967,B
121094,121250,22910,I
121130,121416,3647,P
121145,121333,1440,B
121158,121291,840,B
121173,121375,1126,B
121223,121583,4630,P
121234,121500,1357,B
121247,121458,974,B
121260,121541,908,B
121313,121708,3700,P
121327,121625,1293,B
121338,121666,1032,B
121352,112416,3983,P
121363,112333,1865,B
121388,112375,1683,B
121455,121833,4924,P
121467,121750,1310,B
121480,121791,1146,B
121505,112458,3607,P
121516,111541,1335,B
121775,121875,23154,I
121817,122041,3739,P
121842,121958,1270,B
121842,121916,784,B
121855,122000,907,B
121891,122208,3959,P
121904,122125,995,B
121918,122083,801,B
121934,122166,727,B
121958,122291,3296,P
121970,122250,876,B
122033,122458,4975,P
122047,122375,1208,B
122063,122333,829,B
122075,122416,861,B
122086,111666,2855,P
122345,122500,23309,I
122384,122666,3361,P
122396,122583,1309,B
122409,122541,720,B
122421,122625,979,B
122471,122833,4576,P
122487,122750,1874,B
122514,122708,1291,B
122526,122791,1170,B
122562,123000,3511,P
122575,122916,1772,B
122587,111625,1221,B
122613,111708,2248,P
122642,122875,1185,B
122655,122958,1219,B
122703,123083,4631,P
122717,111750,2469,P
122742,123041,1588,B
123016,123125,23930,I
123054,123291,3324,P
123066,123208,1304,B
123079,123166,985,B
123090,123250,896,B
123104,123458,2126,P
123116,123375,933,B
123130,123333,744,B
123144,123416,822,B
123311,123500,15562,P
123336,123541,2375,P
123361,123583,2532,P
123608,123750,21011,I
123631,123875,2212,P
123646,123791,809,B
123658,123833,796,B
123671,123916,2053,P
123698,123958,1811,P
123712,124000,915,P
123724,124041,1606,P
123737,124083,1411,P
123761,124125,1618,P
123761,123625,1961,P
123787,123666,1976,P
123816,124166,1589,P
123841,124208,2068,P
123841,123708,1188,P
123891,124250,3561,P
123903,111791,2778,P
123917,111833,1993,P
123970,124291,3671,P
124254,124375,23836,I
124267,124416,1418,P
124279,124458,1288,P
124305,124500,1732,P
124317,124541,1559,P
124345,124583,1753,P
124358,124625,2103,P
124382,124666,2475,P
124407,124708,2003,P
124433,124750,1952,P
124447,124791,1174,P
124447,124333,2226,P
124460,124833,964,P
124486,124875,1208,P
124487,111125,3174,P
124512,111083,1582,B
124550,111166,4000,P
124589,124916,2956,P
124860,125000,23891,I
124872,125041,1768,P
124898,125083,2009,P
124964,125208,5547,P
124964,125125,464,B
124976,125166,276,B
124988,125375,2040,P
125002,125291,551,B
125002,125250,385,B
125014,125333,392,B
125014,124958,1340,P
125066,125541,3011,P
125080,125458,1184,B
125105,111208,3522,P
125118,125416,653,B
125118,110583,2339,P
125131,110500,626,B
125143,110541,929,B
125143,109916,4693,P
125169,125500,722,B
125181,109833,2672,B
125208,125583,1928,P
125221,109875,2301,B
125492,125625,23625,I
125530,125708,3394,P
125530,125666,743,B
125570,125791,3113,P
125570,125750,577,B
125595,125833,2128,P
125620,125875,1999,P
125633,125916,1755,P
125659,125958,1823,P
125670,126000,1664,P
125698,126041,2182,P
125724,126083,1738,P
125762,126125,3097,P
125827,126166,3912,P
125853,126208,2223,P
125865,109958,3629,P
126136,126250,23676,I
126147,126291,2121,P
126175,126333,2295,P
126201,126375,2196,P
126225,126416,2425,P
126250,126458,1954,P
126276,126500,2108,P
126303,126541,1998,P
126317,126583,2046,P
126341,126666,1955,P
126355,126625,392,B
126367,126750,1191,P
126367,109000,1239,B
126392,126708,350,B
126392,109208,2444,P
126406,109125,1236,B
126445,126791,2848,P
126471,126833,1845,P
126471,109083,1039,B
126484,109166,967,B
126497,109333,1207,P
126508,109250,764,B
126651,126875,12667,I
126819,127000,14905,P
126832,126916,727,B
126832,126958,592,B
126870,127166,3139,P
126883,127083,781,B
126883,127041,542,B
126883,127125,477,B
126922,127333,3258,P
126935,127250,862,B
126947,127208,711,B
126947,127291,548,B
126948,109291,1012,B
126975,108583,3863,P
127038,127458,4179,P
127064,127375,993,B
127076,127416,650,B
127090,108625,4199,P
127360,127500,23795,I
127386,127625,2465,P
127386,127541,610,B
127400,127583,633,B
127450,127791,4637,P
127463,127708,1467,B
127477,127666,929,B
127490,127750,987,B
127552,127958,5822,P
127566,127875,1455,B
127580,127833,1051,B
127592,127916,870,B
127657,128083,4727,P
127670,128000,1214,B
127696,128041,934,B
127707,108666,4014,P
127993,128125,24013,I
128019,128250,2253,P
128030,128166,712,B
128030,128208,558,B
128082,128416,4807,P
128097,128333,743,B
128097,128291,744,B
128109,128375,484,B
128160,128583,5171,P
128171,128500,993,B
128186,128458,713,B
128186,108708,2564,P
128197,107833,4000,P
128213,128541,462,B
128238,128708,1950,P
128264,107958,3845,P
128289,107875,1715,B
128300,107916,1377,B
128314,128625,752,B
128585,128750,22731,I
128611,128916,2418,P
128624,128833,694,B
128624,128791,377,B
128624,128875,437,B
128661,128958,2591,P
128675,129000,2201,P
128702,129041,2037,P
128715,129083,1215,P
128752,129125,2357,P
128752,128666,579,B
128753,108000,2488,P
128790,108041,3590,P
128817,129166,1932,P
128843,129208,1818,P
128857,108083,2059,P
128895,129250,3111,P
128907,107333,2656,P
128918,107250,1077,B
129217,129375,23949,I
129245,129541,2127,P
129245,129458,489,B
129245,129416,237,B
129257,129500,362,B
129308,129708,5146,P
129319,129625,1040,B
129332,129583,701,B
129346,129666,455,B
129347,129291,3630,P
129371,129333,2558,P
129422,129791,4086,P
129423,107291,997,B
129436,129750,486,B
129473,107458,3850,P
129513,129875,3208,P
129527,129833,447,B
129527,129958,710,P
129540,107375,1375,B
129553,107416,1219,B
129564,106791,3464,P
129578,129916,244,B
129578,106750,1414,B
129615,106833,2671,P
129615,105958,2599,P
129892,130000,24011,I
129903,130041,1200,P
129931,130083,2371,P
129956,130125,2664,P
129982,130166,2050,P
130007,130208,2085,P
130034,130375,2960,P
130047,130291,561,B
130047,130250,312,B
130058,130333,625,B
130121,130541,5711,P
130133,130458,993,B
130145,106000,2793,P
130175,130416,1186,B
130175,130500,410,B
130188,130583,953,P
130212,106041,3505,P
130250,106083,2950,P
130550,130625,23749,I
130574,130666,2807,P
130599,130708,2502,P
130624,130750,2497,P
130649,130791,1538,P
130661,130833,1882,P
130716,131000,3905,P
130728,130916,1263,B
130728,130875,337,B
130741,130958,1043,B
130808,131166,6221,P
130819,131083,1225,B
130845,131041,1442,B
130845,131125,564,B
130870,131208,2059,P
130881,106166,3673,P
131153,131250,23945,I
131189,131416,3223,P
131204,131333,1044,B
131204,131291,759,B
131220,131375,638,B
131258,131458,3252,P
131294,131541,4163,P
131306,131500,484,B
131333,131625,3237,P
131349,131583,513,B
131374,131708,3010,P
131385,131666,457,B
131410,131750,2600,P
131423,106125,1551,B
131448,106208,2588,P
131731,131875,24038,I
131774,132000,2991,P
131775,131916,984,B
131787,131958,821,B
131824,132041,3711,P
131890,132208,5028,P
131904,132125,1056,B
131904,132083,719,B
131915,132166,453,B
131941,132291,3238,P
131953,132250,486,B
132014,132458,5163,P
132033,132375,564,B
132033,132333,469,B
132046,132416,326,B
132046,131791,3303,P
132070,131833,2317,P
132095,105541,3817,P
132120,105458,2130,B
132131,105416,1247,B
132144,105500,1297,B
132374,132500,23728,I
132398,132625,2108,P
132399,132541,442,B
132399,132583,210,B
132438,132791,4319,P
132438,132708,532,B
132447,132666,415,B
132448,132750,226,B
132457,105583,3124,P
132467,104875,2676,P
132532,132916,3915,P
132532,132833,624,B
132542,132875,329,B
132542,104916,3375,P
132572,104958,2894,P
132630,132958,3554,P
132672,133000,3786,P
132672,103958,7671,P
132715,133041,3887,P
132734,133083,1584,P
132744,104000,1892,P
132755,104041,1387,P
132765,104083,1129,P
132775,104125,1078,P
132982,133125,22667,I
133003,133291,2764,P
133012,133208,675,B
133012,133166,309,B
133022,133250,735,B
133053,133375,4335,P
133064,104166,1013,P
133074,133333,582,B
133084,104208,1927,P
133102,104250,2040,P
133148,133458,2842,P
133148,133416,525,B
133157,104291,2427,P
133177,104333,2023,P
133177,102166,2595,P
133210,133583,2974,P
133219,133500,613,B
133240,102208,2683,P
133260,102250,2364,P
133279,102375,2159,P
133280,102291,430,B
133280,102333,277,B
133292,133541,334,B
133321,133625,3667,P
133340,102458,2862,P
133351,102416,422,B
133351,101458,636,B
133351,101416,388,B
133351,101500,350,B
133395,133666,3447,P
133435,133708,3562,P
133643,133750,22505,I
133663,133791,2588,P
133697,133875,3664,P
133697,133833,494,B
133745,134041,5576,P
133754,133958,719,B
133754,133916,464,B
133765,134000,289,B
133807,134125,3366,P
133816,134083,521,B
133816,101708,5246,P
133837,101625,1278,B
133837,101583,831,B
133847,101666,785,B
133901,134291,3296,P
133911,134208,798,B
133944,134166,482,B
133944,134250,469,B
133954,101791,6010,P
133964,101750,1621,B
133994,101833,3296,P
134023,100875,5537,P
134241,134375,23105,I
134261,134541,1557,P
134261,134458,678,B
134271,134416,404,B
134271,134500,457,B
134271,134333,1382,P
134271,100791,521,B
134280,100833,282,B
134280,100958,936,P
134323,134708,4261,P
134333,134625,710,B
134333,100916,288,B
134352,101000,2006,P
134371,101125,2212,P
134372,101041,463,B
134372,101083,247,B
134386,134583,534,B
134386,134666,505,B
134417,101208,3084,P
134417,101166,445,B
134435,100458,6583,P
134435,100416,449,B
134499,134875,6653,P
134519,134791,1542,B
134548,134750,852,B
134560,134833,823,B
134560,100541,4430,P
134570,100500,416,B
134589,100583,3068,P
134599,99708,3699,P
134868,135000,23628,I
134891,135125,2995,P
134900,135041,892,B
134911,135083,734,B
134954,135291,5027,P
134965,135208,852,B
134965,135166,689,B
134974,135250,595,B
134984,134958,3657,P
135034,135458,4671,P
135034,134916,1240,B
135064,135375,890,B
135138,135333,854,B
135149,135416,547,B
135149,99875,15596,P
135169,135583,2135,P
135179,99791,325,B
135179,99750,280,B
135179,99833,273,B
135179,99916,320,P
135191,135500,984,B
135200,99958,288,P
135200,98791,551,B
135201,98875,392,B
135271,99083,8420,P
135281,135541,666,B
135291,99000,803,B
135291,98958,693,B
135301,99041,505,B
135519,135625,23899,I
135539,135791,2918,P
135550,135708,761,B
135550,135666,349,B
135560,135750,750,B
135592,135916,3644,P
135602,135833,1061,B
135611,99250,2103,P
135621,99166,664,B
135621,99125,530,B
135631,135875,638,B
135631,99208,427,B
135651,99333,1908,P
135652,99291,604,B
135705,136083,4921,P
135714,136000,1482,B
135714,98458,5523,P
135726,135958,742,B
135726,98375,605,B
135736,98333,559,B
135736,98416,375,B
135746,136041,789,B
135806,98625,6680,P
135806,98541,834,B
135849,136125,3760,P
135877,136166,3741,P
135889,98500,706,B
135889,98583,547,B
135919,98708,3853,P
136137,136250,23827,I
136146,136291,1917,P
136188,136458,4014,P
136188,136375,655,B
136201,136333,486,B
136201,136416,369,B
136240,136625,4835,P
136253,136541,784,B
136263,136500,529,B
136283,136208,2386,P
136283,98666,851,B
136293,136583,356,B
136293,97625,714,B
136293,97666,395,B
136334,97875,4529,P
136343,97791,719,B
136343,97750,504,B
136352,97833,462,B
136405,136750,4076,P
136427,136666,699,B
136427,98041,3974,P
136436,97958,810,B
136445,97916,609,B
136446,98000,525,B
136469,136708,436,B
136478,136833,1270,P
136489,98083,2483,P
136490,97000,3352,P
136499,96916,659,B
136499,96958,553,B
136520,136791,391,B
136551,97166,4495,P
136551,97083,1062,B
136758,136875,22807,I
136767,137041,1752,P
136778,136958,610,B
136778,136916,379,B
136789,137000,289,B
136841,137208,6200,P
136841,137125,586,B
136850,137083,446,B
136850,97041,657,B
136860,97125,535,B
136880,97208,2719,P
136902,137166,226,B
136910,97250,2660,P
136932,97291,2549,P
137004,137375,5901,P
137005,137291,689,B
137015,137250,538,B
137015,97333,2503,P
137037,97458,2028,P
137047,137333,278,B
137047,97375,602,B
137048,97416,486,B
137068,96541,4916,P
137098,137458,2855,P
137109,96458,1100,B
137109,96500,675,B
137138,96708,3491,P
137148,137416,525,B
137158,96625,1228,B
137158,96583,658,B
137168,96666,645,B
137200,96750,3163,P
137427,137500,23874,I
137448,137666,2559,P
137457,137583,566,B
137457,137541,310,B
137457,137625,338,B
137499,137833,4864,P
137521,137750,1496,B
137531,137708,1258,B
137541,137791,995,B
137551,96791,3561,P
137583,138000,3358,P
137593,137916,1021,B
137615,137875,728,B
137624,96833,3301,P
137634,95666,2331,P
137654,95708,2056,P
137676,95750,2001,P
137685,137958,773,B
137695,95791,1835,P
137714,95833,1866,P
137724,95875,1769,P
137746,95916,1914,P
137798,138083,4741,P
137798,138041,858,B
137808,95958,1975,P
138023,138125,23689,I
138047,138291,2927,P
138056,138208,841,B
138066,138166,696,B
138067,138250,645,B
138119,138458,5264,P
138131,138375,1227,B
138140,138333,970,B
138140,138416,674,B
138159,96000,1889,P
138180,96041,2763,P
138231,138625,4984,P
138242,138541,1290,B
138252,96083,1953,P
138272,96125,2073,P
138292,96166,2641,P
138304,138500,853,B
138315,138583,811,B
138335,96208,2232,P
138336,95458,1088,P
138367,138708,3135,P
138389,138666,909,B
138408,95500,3990,P
138635,138750,23830,I
138655,138916,3071,P
138665,138833,903,B
138676,138791,949,B
138686,138875,714,B
138728,139083,4894,P
138737,139000,1325,B
138748,138958,913,B
138767,95541,3765,P
138781,139041,677,B
138798,95583,3466,P
138798,94541,2728,P
138808,94458,816,B
138808,94416,408,B
138861,139250,5571,P
138871,139166,1207,B
138882,139125,786,B
138882,94500,587,B
138904,139208,803,B
138953,94708,6359,P
138954,94625,590,B
138963,94583,487,B
138964,94666,286,B
139005,139333,3956,P
139036,139291,1046,B
139046,94791,4251,P
139046,94750,534,B
139282,139375,23710,I
139304,139541,2218,P
139304,139458,897,B
139313,139416,742,B
139323,139500,570,B
139334,139666,1865,P
139346,139583,694,B
139356,139625,627,B
139375,94916,6131,P
139419,139791,4251,P
139429,139708,876,B
139430,94833,755,B
139440,94875,432,B
139450,94958,1400,P
139460,139750,913,B
139500,94208,4705,P
139501,94125,460,B
139511,94083,368,B
139511,94166,173,B
139571,139958,6005,P
139602,139875,2131,B
139624,139833,1565,B
139634,94333,4692,P
139644,94250,546,B
139644,94291,364,B
139645,93208,3043,P
139656,139916,1086,B
139871,140000,22678,I
139890,140166,3032,P
139901,140083,970,B
139911,140041,772,B
139928,140125,690,B
139949,140208,3221,P
139988,140375,4319,P
139998,140291,1015,B
140008,140250,829,B
140021,140333,691,B
140061,140541,4666,P
140071,140458,1270,B
140080,93291,3213,P
140080,93250,448,B
140114,140416,745,B
140124,140500,844,B
140135,93333,3676,P
140154,93375,2978,P
140164,93541,1315,P
140173,93458,406,B
140174,93416,295,B
140174,93500,214,B
140396,140625,22426,I
140415,140791,2750,P
140436,140583,2653,P
140450,140708,982,B
140462,140666,579,B
140462,140750,486,B
140482,93708,4382,P
140482,93625,487,B
140492,93583,435,B
140492,93666,264,B
140544,140958,5212,P
140554,140875,882,B
140554,92833,2773,P
140555,92750,492,B
140563,92708,375,B
140563,92791,189,B
140613,92958,5582,P
140613,92875,550,B
140613,92916,332,B
140643,140833,497,B
140653,93000,3621,P
140684,93041,3186,P
140694,93083,1410,P
140709,140916,339,B
140749,141125,4969,P
140762,141041,994,B
140762,141000,575,B
140772,141083,402,B
140781,92375,3433,P
140801,92416,3174,P
140811,92458,683,P
140889,91458,10098,P
140921,141208,2705,P
140921,91416,218,B
140930,91625,1091,P
140931,91541,263,B
140931,91500,182,B
140931,91583,153,B
141179,141250,23659,I
141198,141416,2472,P
141198,141333,526,B
141208,141291,338,B
141208,141375,311,B
141263,141583,5470,P
141264,141500,604,B
141277,141458,480,B
141277,141541,267,B
141316,141750,5025,P
141327,141666,701,B
141327,141166,584,B
141336,91791,4343,P
141336,91708,367,B
141346,91666,299,B
141346,91750,171,B
141366,91833,2984,P
141375,90875,976,P
141385,90916,755,P
141385,90958,596,P
141394,91000,472,P
141394,91041,550,P
141405,91083,393,P
141406,91125,513,P
141417,141625,578,B
141437,91166,3250,P
141465,91208,3174,P
141491,141708,330,B
141522,141833,3666,P
141723,141875,22656,I
141750,142041,2582,P
141761,141958,1002,B
141761,141916,474,B
141771,142000,592,B
141814,142208,4515,P
141824,142125,1058,B
141824,142083,542,B
141824,141791,636,B
141824,90458,3425,P
141862,90500,3697,P
141892,90541,3694,P
141921,90583,3589,P
141921,89375,22340,I
141934,142166,513,B
141934,89500,1323,P
141943,89416,422,B
141943,89458,308,B
141943,89583,372,P
141953,89541,205,B
141953,89625,287,P
141953,89666,207,P
141962,89708,1224,P
142073,142375,5951,P
142082,142291,1670,B
142092,142250,842,B
142092,142333,785,B
142131,142458,3603,P
142141,142416,1536,B
142400,142500,23070,I
142428,142666,3622,P
142449,142583,1633,B
142459,142541,1225,B
142469,142625,1151,B
142498,142833,3715,P
142508,142750,1637,B
142553,142708,1039,B
142565,142791,1171,B
142608,142958,4139,P
142618,142875,1669,B
142637,142916,1265,B
142647,89875,16928,P
142647,89791,203,B
142647,89750,154,B
142648,89833,162,B
142656,89916,205,P
142656,89958,188,P
142666,89041,3231,P
142696,89166,3222,P
142696,89083,615,B
142706,89125,442,B
142756,143083,5228,P
142776,89208,3623,P
143004,143125,22385,I
143033,143250,3711,P
143043,143166,1406,B
143054,143208,1214,B
143092,143416,3628,P
143113,143333,1770,B
143122,143291,1086,B
143132,143375,1023,B
143163,143583,3926,P
143182,143500,1878,B
143191,143000,1585,B
143201,143041,1146,B
143222,89250,4571,P
143252,143458,1426,B
143253,89291,2766,P
143273,143541,1080,B
143283,89333,1689,P
143314,88208,3532,P
143357,143708,3802,P
143369,143625,1038,B
143369,143666,905,B
143390,88250,3022,P
143593,143750,21530,I
143626,143916,3650,P
143637,143833,1479,B
143648,143791,1160,B
143656,143875,931,B
143698,144000,4610,P
143708,143958,865,B
143717,88291,2924,P
143758,144041,2952,P
143768,88333,2477,P
143798,144083,2906,P
143808,88375,2478,P
143829,88416,2320,P
143851,144125,2167,P
143874,144166,1647,P
143884,144208,854,P
143894,88583,2494,P
143914,144250,1365,P
143914,88500,420,B
143915,88458,308,B
143915,88541,169,B
143926,88708,829,P
143926,88625,268,B
143936,88666,211,B
143936,87666,2428,P
143956,144291,1859,P
143975,87708,2619,P
143996,87750,2401,P
144016,87791,2417,P
144057,144333,3374,P
144067,87833,2115,P
144087,88000,2656,P
144294,144375,22683,I
144303,144541,798,P
144303,144458,260,B
144303,144416,202,B
144304,144500,163,B
144324,144625,2544,P
144324,87916,534,B
144336,144583,383,B
144336,87875,444,B
144336,87958,370,B
144390,144708,2475,P
144390,144666,401,B
144441,144875,3591,P
144441,88083,4473,P
144441,88041,483,B
144452,144791,900,B
144532,86875,22659,I
144551,144750,491,B
144561,86916,2780,P
144582,86958,2309,P
144603,144833,650,B
144603,87000,1835,P
144849,145000,22565,I
144884,145083,3476,P
144884,145041,601,B
144916,145125,2812,P
144937,145166,2266,P
144947,145208,2046,P
144966,145250,1966,P
144977,145291,1110,P
144987,144958,4668,P
144998,144916,856,B
145008,87041,2298,P
145017,87083,2038,P
145027,145333,1066,P
145047,87125,1933,P
145066,87166,1968,P
145077,87208,1784,P
145088,87250,1032,P
145097,87291,828,P
145108,145375,760,P
145118,87375,1214,P
145118,87333,377,B
145129,145458,1002,P
145152,145416,282,B
145195,145541,3722,P
145195,145500,396,B
145205,87416,3990,P
145225,87458,2488,P
145245,145583,1109,P
145305,86250,22428,I
145325,86375,1348,P
145325,86291,415,B
145325,86333,299,B
145533,145625,22554,I
145543,145666,1783,P
145573,145708,2788,P
145592,145750,2612,P
145614,145791,2164,P
145623,145833,1984,P
145644,145875,1454,P
145655,145916,1685,P
145679,145958,1723,P
145689,146000,700,P
145711,146041,1182,P
145731,146083,1858,P
145731,86458,2812,P
145740,86416,454,B
145760,86500,2341,P
145782,86541,2374,P
145801,86583,2228,P
145811,86625,2203,P
145830,86666,2154,P
145861,146125,3036,P
145880,86708,1912,P
145923,146166,3286,P
146059,146250,14806,I
146069,146291,483,P
146069,146333,183,P
146227,146500,18087,P
146227,146416,254,B
146237,146375,156,B
146237,146458,214,B
146237,146541,597,P
146257,146666,1621,P
146276,146208,3401,P
146288,146583,400,B
146317,86791,5405,P
146317,86750,813,B
146336,86833,2412,P
146377,146625,250,B
146397,85625,21235,I
146417,85750,3119,P
146450,146791,3141,P
146463,146708,424,B
146463,146750,231,B
146463,85666,564,B
146463,85708,333,B
146495,146833,1295,P
146514,85791,3593,P
146721,146875,21834,I
146731,146916,684,P
146731,146958,690,P
146742,147000,400,P
146752,147125,2056,P
146761,147041,447,B
146773,147083,221,B
146783,85958,4289,P
146792,85875,1171,B
146802,85833,655,B
146802,85916,676,B
146842,86125,4702,P
146853,86041,1388,B
146863,86000,893,B
146873,86083,671,B
146902,147208,2515,P
146922,86208,3746,P
146934,147166,440,B
146934,86166,604,B
146964,147250,2536,P
147030,147416,4775,P
147030,147333,526,B
147030,147291,429,B
147071,147375,230,B
147080,85000,21315,I
147111,85166,3446,P
147111,85083,402,B
147111,85041,301,B
147112,85125,156,B
147149,85333,3847,P
147150,85250,458,B
147150,85208,381,B
147160,85291,158,B
