at_sec ptsMs
128.044 93.458
128.045 93.416
128.045 93.5
128.267 140.625
128.286 140.791
128.307 140.583
128.321 140.708
128.333 140.666
128.333 140.75
128.353 93.708
128.353 93.625
128.363 93.583
128.363 93.666
128.415 140.958
128.425 140.875
128.425 92.833
128.426 92.75
128.434 92.708
128.434 92.791
128.484 92.958
128.484 92.875
128.484 92.916
128.514 140.833
128.524 93.0
128.555 93.041
128.565 93.083
128.58 140.916
128.62 141.125
128.633 141.041
128.633 141.0
128.643 141.083
128.652 92.375
128.672 92.416
128.682 92.458
128.76 91.458
128.792 141.208
128.792 91.416
128.801 91.625
128.802 91.541
128.802 91.5
128.802 91.583
129.05 141.25
129.069 141.416
129.069 141.333
129.079 141.291
129.079 141.375
129.134 141.583
129.135 141.5
129.148 141.458
129.148 141.541
129.187 141.75
129.198 141.666
129.198 141.166
129.207 91.791
129.207 91.708
129.217 91.666
129.217 91.75
129.237 91.833
129.246 90.875
129.256 90.916
129.256 90.958
129.265 91.0
129.265 91.041
129.276 91.083
129.277 91.125
129.288 141.625
129.308 91.166
129.336 91.208
129.362 141.708
129.393 141.833
129.594 141.875
129.621 142.041
129.632 141.958
129.632 141.916
129.642 142.0
129.685 142.208
129.695 142.125
129.695 142.083
129.695 141.791
129.695 90.458
129.733 90.5
129.763 90.541
129.792 90.583
129.792 89.375
129.805 142.166
129.805 89.5
129.814 89.416
129.814 89.458
129.814 89.583
129.824 89.541
129.824 89.625
129.824 89.666
129.833 89.708
129.944 142.375
129.953 142.291
129.963 142.25
129.963 142.333
130.002 142.458
130.012 142.416
130.271 142.5
130.299 142.666
130.32 142.583
130.33 142.541
130.34 142.625
130.369 142.833
130.379 142.75
130.424 142.708
130.436 142.791
130.479 142.958
130.489 142.875
130.508 142.916
130.518 89.875
130.518 89.791
130.518 89.75
130.519 89.833
130.527 89.916
130.527 89.958
130.537 89.041
130.567 89.166
130.567 89.083
130.577 89.125
130.627 143.083
130.647 89.208
130.875 143.125
130.904 143.25
130.914 143.166
130.925 143.208
130.963 143.416
130.984 143.333
130.993 143.291
131.003 143.375
131.034 143.583
131.053 143.5
131.062 143.0
131.072 143.041
131.093 89.25
131.123 143.458
131.124 89.291
131.144 143.541
131.154 89.333
131.185 88.208
131.228 143.708
131.24 143.625
131.24 143.666
131.261 88.25
131.464 143.75
131.497 143.916
131.508 143.833
131.519 143.791
131.527 143.875
131.569 144.0
131.579 143.958
131.588 88.291
131.629 144.041
131.639 88.333
131.669 144.083
131.679 88.375
131.7 88.416
131.722 144.125
131.745 144.166
131.755 144.208
131.765 88.583
131.785 144.25
131.785 88.5
131.786 88.458
131.786 88.541
131.797 88.708
131.797 88.625
131.807 88.666
131.807 87.666
131.827 144.291
131.846 87.708
131.867 87.75
131.887 87.791
131.928 144.333
131.938 87.833
131.958 88.0
132.165 144.375
132.174 144.541
132.174 144.458
132.174 144.416
132.175 144.5
132.195 144.625
132.195 87.916
132.207 144.583
132.207 87.875
132.207 87.958
132.261 144.708
132.261 144.666
132.312 144.875
132.312 88.083
132.312 88.041
132.323 144.791
132.403 86.875
132.422 144.75
132.432 86.916
132.453 86.958
132.474 144.833
132.474 87.0
132.72 145.0
132.755 145.083
132.755 145.041
132.787 145.125
132.808 145.166
132.818 145.208
132.837 145.25
132.848 145.291
132.858 144.958
132.869 144.916
132.879 87.041
132.888 87.083
132.898 145.333
132.918 87.125
132.937 87.166
132.948 87.208
132.959 87.25
132.968 87.291
132.979 145.375
132.989 87.375
132.989 87.333
133.0 145.458
133.023 145.416
133.066 145.541
133.066 145.5
133.076 87.416
133.096 87.458
133.116 145.583
133.176 86.25
133.196 86.375
133.196 86.291
133.196 86.333
133.404 145.625
133.414 145.666
133.444 145.708
133.463 145.75
133.485 145.791
133.494 145.833
133.515 145.875
133.526 145.916
133.55 145.958
133.56 146.0
133.582 146.041
133.602 146.083
133.602 86.458
133.611 86.416
133.631 86.5
133.653 86.541
133.672 86.583
133.682 86.625
133.701 86.666
133.732 146.125
133.751 86.708
133.794 146.166
133.93 146.25
133.94 146.291
133.94 146.333
134.098 146.5
134.098 146.416
134.108 146.375
134.108 146.458
134.108 146.541
134.128 146.666
134.147 146.208
134.159 146.583
134.188 86.791
134.188 86.75
134.207 86.833
134.248 146.625
134.268 85.625
134.288 85.75
134.321 146.791
134.334 146.708
134.334 146.75
134.334 85.666
134.334 85.708
134.366 146.833
134.385 85.791
134.592 146.875
134.602 146.916
134.602 146.958
134.613 147.0
134.623 147.125
134.632 147.041
134.644 147.083
134.654 85.958
134.663 85.875
134.673 85.833
134.673 85.916
134.713 86.125
134.724 86.041
134.734 86.0
134.744 86.083
134.773 147.208
134.793 86.208
134.805 147.166
134.805 86.166
134.835 147.25
134.901 147.416
134.901 147.333
134.901 147.291
134.942 147.375
134.951 85.0
134.982 85.166
134.982 85.083
134.982 85.041
134.983 85.125
135.02 85.333
135.021 85.25
135.021 85.208
135.031 85.291
