at_sec latencyMs frameType
0.000 175 B
1.026 200 P
2.018 192 P
3.015 272 P
4.037 294 B
5.036 294 P
6.041 298 P
7.033 290 P
8.042 299 P
9.040 298 P
10.034 291 B
11.032 290 B
12.035 293 P
13.041 298 P
14.037 295 B
15.032 289 B
16.001 300 P
17.037 294 P
18.000 300 B
19.035 293 B
20.041 298 P
21.039 296 B
22.000 300 B
23.042 299 P
24.009 266 P
25.008 266 P
26.025 283 P
27.025 283 P
28.042 299 P
29.000 299 P
30.009 309 B
31.000 383 B
32.001 384 B
33.001 384 P
34.033 415 P
35.034 416 B
36.033 415 P
37.031 413 B
38.033 416 P
39.033 416 P
40.032 414 B
41.032 414 P
42.032 414 B
43.032 414 P
44.013 438 P
45.342 849 P
46.018 900 P
47.017 900 P
48.012 894 B
49.018 900 B
50.017 899 B
51.015 897 B
52.017 899 P
53.017 899 P
54.016 899 B
55.017 900 B
56.017 899 P
57.015 897 P
58.017 900 P
59.012 895 B
60.017 900 B
61.017 900 B
62.629 2179 P
63.377 2801 P
64.287 3378 B
65.021 3779 P
66.016 3774 B
67.016 3774 B
68.578 4377 P
69.000 4382 P
70.003 4760 B
71.025 5074 B
72.001 5425 P
73.008 5724 P
74.341 6390 P
75.000 6466 B
76.393 7192 B
77.377 7551 P
78.460 8009 P
79.042 8049 B
80.033 8375 P
81.017 8774 B
82.530 9580 P
83.031 9581 P
84.000 9924 P
85.011 10394 P
86.009 10891 B
87.002 11343 P
88.034 11625 P
89.001 11925 B
90.129 12178 P
91.009 12183 B
92.009 12184 B
93.006 12181 B
94.008 12182 P
95.004 12178 P
96.003 12178 P
97.009 12183 B
98.005 12179 B
99.006 12181 B
100.005 12180 B
101.009 12184 P
102.008 12183 B
103.004 12179 P
104.009 12184 B
105.010 12185 P
106.009 12183 P
107.008 12183 P
108.010 12184 P
109.003 12178 P
110.006 12181 P
111.009 12184 P
112.007 12182 P
113.009 12184 P
114.005 12180 B
115.009 12184 B
116.009 12184 P
117.006 12181 B
118.004 12179 P
119.008 12183 B
120.009 12184 B
121.005 12180 P
122.008 12183 B
123.006 12181 B
124.009 12183 B
125.008 12183 B
126.009 12184 P
127.007 12182 B
128.005 12179 P
129.009 12183 B
130.008 12183 B
131.008 12183 P
132.008 12183 P
133.009 12184 P
134.009 12184 B
135.008 12183 P
136.008 12182 P
137.010 12185 B
138.009 12184 P
139.005 12179 P
140.008 12183 P
141.008 12182 P
142.009 12184 P
143.008 12183 P
144.006 12181 P
145.003 12178 B
146.009 12184 P
147.005 12180 P
148.009 12184 B
149.008 12183 B
150.005 12180 B
