at,payloadSizeBytes,frameType
3332,986,B
3368,906,B
3441,4602,P
3461,1648,B
3497,1504,B
3560,4296,P
3587,1737,B
3618,1351,B
3688,4390,P
3710,1442,B
3742,1077,B
3813,4780,P
3834,1327,B
4020,23117,I
4059,3784,P
4068,1389,B
4071,1138,B
4108,4795,P
4117,1053,B
4126,871,B
4180,3178,P
4207,1097,B
4249,886,B
4303,2789,P
4323,1048,B
4373,854,B
4436,4061,P
4448,882,B
4659,24266,I
4688,3308,P
4700,1230,B
4709,1059,B
4738,4290,P
4748,1358,B
4761,1187,B
4810,3990,P
4834,1337,B
4865,1015,B
4940,4656,P
4956,1664,B
4991,1090,B
5038,1454,B
5080,1802,P
5281,23361,I
5317,3494,P
5329,1231,B
5329,1011,B
5357,3684,P
5364,1067,B
5390,874,B
5421,2990,P
5450,1064,B
5498,863,B
5548,2687,P
5582,869,B
5625,992,B
5684,3538,P
5697,1004,B
5907,23523,I
5935,3348,P
5955,1578,B
5957,1249,B
5988,4037,P
5997,1098,B
6007,941,B
6042,2330,P
6074,923,B
6138,3034,P
6168,1254,B
6200,873,B
6261,3931,P
6290,1106,B
6324,902,B
6530,23889,I
6545,1994,P
6568,2288,P
6608,4815,P
6610,1170,B
6618,910,B
6642,3129,P
6659,1273,B
6708,1046,B
6769,3684,P
6791,1187,B
6825,985,B
6883,3274,P
6915,1068,B
6950,966,B
7156,23523,I
7197,3780,P
7206,1208,B
7209,1193,B
7233,3309,P
7243,1218,B
7252,996,B
7295,2816,P
7333,1097,B
7370,962,B
7433,3659,P
7455,1473,B
7491,1149,B
7562,4065,P
7575,919,B
7773,23324,I
7814,3764,P
7823,1329,B
7825,1150,B
7858,4461,P
7868,1088,B
7892,3325,P
7917,1356,B
7958,1151,B
8012,3610,P
8038,1547,B
8077,1165,B
8143,4992,P
8168,1294,B
8208,2074,P
8397,23524,I
8429,3358,P
8439,1236,B
8445,1059,B
8471,3548,P
8481,1011,B
8508,3510,P
8542,1235,B
8582,985,B
8640,3156,P
8668,1208,B
8701,1024,B
8753,2318,P
8810,3871,P
8833,1170,B
9025,22671,I
9045,2532,P
9053,720,B
9073,2273,P
9079,957,B
9110,3903,P
9142,4045,P
9170,1634,B
9211,1456,B
9273,4490,P
9288,1975,B
9328,1543,B
9389,3811,P
9412,1578,B
9463,2925,P
9651,23024,I
9678,3489,P
9691,1330,B
9710,1252,B
9729,3677,P
9740,1192,B
9765,3309,P
9793,1352,B
9839,3002,P
9875,1114,B
9935,3836,P
9957,1020,B
9999,829,B
10059,3652,P
10081,801,B
10272,23423,I
10293,2857,P
10310,926,B
10317,962,B
10350,5010,P
