at_sec latencyMs frameType
0.000 312 P
1.005 483 B
2.000 812 B
3.542 1936 P
4.009 1945 P
5.017 2078 I
6.065 2084 P
7.017 2079 B
8.015 2076 B
9.017 2079 P
10.016 2078 I
11.017 2078 B
12.015 2077 P
13.017 2079 P
15.249 3644 P
15.297 3650 P
16.000 3645 P
17.006 3651 B
18.003 3648 B
19.009 3654 P
20.000 3645 P
21.001 3646 P
22.000 3645 P
23.001 3646 P
24.001 3646 P
25.001 3645 B
26.000 3645 B
27.001 3646 B
28.044 3647 B
29.001 3646 B
30.000 3645 B
