at,payloadSizeBytes,frameType
3885,3579,P
3922,3037,P
3966,3222,P
3988,497,B
4031,410,B
4068,178,B
4141,4464,P
4157,556,B
4197,446,B
4239,374,B
4289,1769,P
4323,453,B
4362,335,B
4567,24311,I
4590,3264,P
4597,482,B
4602,350,B
4641,5387,P
4647,447,B
4685,4777,P
4693,520,B
4734,457,B
4779,201,B
4846,4532,P
4863,510,B
4901,510,B
4943,239,B
5001,2206,P
5196,24267,I
5203,709,P
5207,262,B
5212,189,B
5215,163,B
5301,9538,P
5305,252,B
5318,171,B
5358,226,B
5419,2853,P
5467,3212,P
5514,4322,P
5534,1310,B
5577,1656,B
5641,4579,P
5783,19271,I
5812,3764,P
5824,1410,B
5851,3605,P
5886,4403,P
5894,1032,B
5907,751,B
5973,4151,P
5999,1181,B
6035,938,B
6093,3623,P
6130,3453,P
6173,3315,P
6212,2929,P
6238,1095,B
6371,13952,I
6409,5426,P
6426,2058,B
6436,1349,B
6448,1112,B
6513,4234,P
6534,1384,B
6572,1200,B
6632,3361,P
6675,3351,P
6725,4743,P
6745,1420,B
6780,931,B
6822,733,B
6867,1057,P
7026,17910,I
7052,3546,P
7064,1307,B
7070,717,B
7079,780,B
7139,4426,P
7159,1087,B
7200,1050,B
7251,2501,P
7293,2362,P
7339,3103,P
7365,801,B
7422,2835,P
7449,901,B
7491,832,B
7687,22971,I
7709,2955,P
7719,1072,B
7737,2346,P
7757,2407,P
7780,2967,P
7791,1070,B
7880,8794,P
7902,676,B
7909,754,B
7946,409,B
8008,3332,P
8033,823,B
8070,416,B
8113,462,B
8282,18834,I
8307,3386,P
8316,1079,B
8324,810,B
8354,4076,P
8372,1559,B
8405,768,B
8451,1037,B
8521,5137,P
8540,1945,B
8578,1291,B
8615,1343,B
8682,4379,P
8728,4903,P
8757,3236,P
8871,13517,I
8914,6059,P
8920,527,B
8925,330,B
8951,1616,B
9008,3302,P
9050,3371,P
9092,3511,P
9135,3599,P
9174,3412,P
9217,3600,P
9265,4399,P
9303,3684,P
9346,3879,P
9387,3809,P
9442,5779,I
9458,2067,P
9502,2409,P
9543,2298,P
9584,2131,P
9623,1956,P
9664,2010,P
9708,1900,P
9750,2190,P
9792,2217,P
9832,1845,P
9866,1663,P
9911,1356,P
9953,1294,P
9990,607,B
10113,12366,I
10175,8854,P
10180,227,B
10187,488,B
10192,154,B
10258,3291,P
10281,382,B
10317,258,B
10358,152,B
10415,2478,P
10447,504,B
10483,355,B
10528,196,B
10585,2875,P
10611,440,B
10791,19713,I
10802,1408,P
10808,521,B
10813,356,B
10819,336,B
10878,3089,P
10907,526,B
10946,395,B
10988,368,B
11051,3873,P
11075,694,B
11111,581,B
11151,414,B
11212,2719,P
11239,662,B
11434,22630,I
11452,2356,P
11459,756,B
11465,491,B
11470,397,B
11501,2469,P
11527,732,B
11584,2740,P
11644,4831,P
11661,1693,B
11704,1989,B
11756,3507,P
11803,3564,P
11844,3471,P
11869,1287,B
12054,22171,I
12080,3674,P
12105,3315,P
12129,3140,P
12149,2718,P
12167,2238,P
12185,2308,P
12215,3082,P
12256,3013,P
12282,748,B
12323,534,B
12363,406,B
12404,905,P
12447,449,B
12487,325,B
12673,21756,I
12686,1631,P
12691,533,B
12697,348,B
12701,351,B
12743,1143,P
12777,521,B
12821,342,B
12860,307,B
12995,13337,P
12997,238,B
13001,165,B
13027,154,B
13074,1137,P
13113,505,B
13260,15927,I
13281,2795,P
13293,1423,B
13304,1212,B
13341,3234,P
13371,1435,B
13420,2854,P
13470,3772,P
13510,3703,P
13546,2709,P
13592,3423,P
13611,593,B
13654,539,B
13694,387,B
13738,510,P
13936,22789,I
13952,2106,P
13958,555,B
13964,370,B
13968,401,B
14012,4184,P
14034,1552,B
14075,1030,B
14113,966,B
14175,3181,P
14198,749,B
14239,529,B
14279,363,B
14344,4151,P
14372,2178,B
14569,23991,I
14587,2209,P
14607,2649,P
14630,3009,P
14655,3196,P
14674,2536,P
14695,2470,P
14715,2659,P
14749,2453,P
14790,2085,P
14843,3653,P
14863,591,B
14901,452,B
14947,392,B
14993,1173,P
15172,21394,I
15189,2278,P
15196,568,B
15201,411,B
15207,362,B
15267,5165,P
15281,543,B
15319,451,B
15363,323,B
15432,4496,P
15445,614,B
15488,505,B
15526,371,B
15579,2208,P
15609,471,B
15808,22964,I
15832,3268,P
15842,948,B
15845,386,B
15852,791,B
15892,4837,P
15905,1054,B
15950,899,B
15989,523,B
16054,3832,P
16074,932,B
16114,819,B
16156,546,B
16219,3516,P
16237,817,B
16439,23829,I
16460,2783,P
16467,791,B
16473,495,B
16478,493,B
16525,5708,P
16532,850,B
16573,610,B
16609,471,B
16683,4622,P
16696,912,B
16737,695,B
16781,508,B
16839,2996,P
16866,709,B
17065,24024,I
17090,3291,P
17098,889,B
17103,563,B
17109,501,B
17127,2345,P
17155,807,B
17198,568,B
17239,549,B
17381,15239,P
17386,498,B
17391,424,B
17403,257,B
17447,427,P
17487,217,B
17603,10961,I
17628,3364,P
17634,381,B
17654,250,B
17691,166,B
