at,payloadSizeBytes,frameType
3916,778,P
3974,1248,P
4013,1083,P
4071,2424,P
4091,724,B
4129,430,B
4172,524,B
4306,6553,P
4337,1792,B
4355,963,B
4395,2192,B
4488,5297,P
4566,4517,P
4911,20384,I
4981,4018,P
5010,1547,B
5026,759,B
5048,1052,B
5124,4399,P
5157,1716,B
5179,1185,B
5200,1119,B
5274,4195,P
5304,1686,B
5323,863,B
5347,1241,B
6045,3815,I
6095,2838,P
6116,3389,P
6116,3037,P
6121,252,B
6180,3288,P
7112,22681,I
7119,3168,P
7119,1202,B
7119,1003,B
7119,4915,P
7119,2059,B
7119,1252,B
7119,1232,B
7119,2333,P
7119,2458,P
7120,1702,P
7124,274,B
7130,156,B
7130,2208,P
7130,2403,P
7130,2554,P
7131,2352,P
7131,1895,P
7131,1332,P
7131,815,P
7131,376,P
7131,418,P
9038,20971,I
9064,2522,P
9081,2413,P
9099,2730,P
9133,5318,P
9151,1520,B
9158,803,B
9158,921,B
9219,5293,P
9228,1633,B
9244,21476,I
9253,1799,P
9271,1156,B
9271,1139,P
9287,2110,P
9287,525,B
9305,1095,B
9314,1870,P
9330,2731,P
9391,5955,P
9399,1255,B
9400,2194,P
9416,1836,P
9433,1318,B
9442,2292,P
9459,1927,P
9535,10282,I
9666,15732,P
9675,919,B
9675,405,B
9691,2755,P
9699,471,B
9699,2293,P
9726,386,B
9727,3267,P
9750,3541,P
9793,2998,P
9801,3719,P
9853,595,B
9870,2322,P
9939,2250,P
9957,2105,P
9957,22564,I
9964,1626,P
9964,2125,P
9965,437,B
9965,3785,P
9965,648,B
9965,241,B
9980,2196,P
9997,2809,P
10017,1965,P
10033,1520,P
10033,473,B
10050,2617,P
10050,512,B
10074,3245,P
10266,23987,I
10282,2908,P
10291,887,B
10298,525,B
10298,642,B
10316,3182,P
10316,687,B
10316,290,B
10323,22483,I
10331,1063,P
10360,3287,P
10376,1391,B
10385,2439,P
10385,442,B
10401,3969,P
10409,565,B
10409,198,B
10409,2007,P
10409,1321,P
10409,1389,P
10409,323,B
10409,852,P
10410,1974,P
10410,425,B
10410,1506,P
10471,3928,P
10495,3948,P
10557,3447,P
10583,3136,P
10607,3476,P
10607,18426,I
10607,366,P
10607,286,P
10607,935,P
10607,292,B
10607,161,B
10608,1172,P
10608,1215,P
10608,1174,P
10608,1980,P
10608,2148,P
10608,2076,P
10608,3432,P
10608,3619,P
10608,4018,P
10651,988,B
10660,433,B
10671,15725,P
10671,183,B
10671,733,B
10671,151,B
10695,3366,P
10793,12622,I
10912,16049,P
10912,155,B
10912,410,B
10913,151,B
10933,2624,P
10948,404,B
10990,242,B
11039,152,B
11093,2709,P
11129,2401,P
11172,2240,P
11214,2134,P
11247,394,B
11282,157,B
11497,22906,I
11506,1684,P
11515,367,B
11515,187,B
11515,179,B
11565,4711,P
11582,285,B
11623,158,B
11688,3577,P
11715,2446,P
11774,3918,P
11785,957,B
11835,752,B
11866,614,B
11926,1867,P
12127,23704,I
12143,3007,P
12148,913,B
12156,741,B
12162,737,B
12199,4880,P
12210,810,B
12265,4048,P
12298,1368,B
12335,961,B
12378,838,B
12443,4637,P
12466,1712,B
12503,1042,B
12546,1027,B
12747,23852,I
12764,3061,P
12773,1142,B
12784,726,B
12785,762,B
12816,4171,P
12837,1212,B
12873,884,B
12919,846,B
12982,4269,P
13002,1346,B
13043,959,B
13086,889,B
13146,3709,P
13170,1079,B
13364,22273,I
13388,2436,P
13388,918,B
13393,605,B
13402,718,B
13418,1646,P
13450,822,B
13570,10548,P
13586,2093,B
13598,1392,B
13662,5770,P
13676,1956,B
13713,1330,B
13759,1917,B
13819,4510,P
14029,17700,I
14112,5269,P
14151,1999,B
14165,1599,B
14209,1215,B
14294,4903,P
14314,1654,B
14337,1162,B
14415,4547,P
14479,3559,P
14684,10419,I
14787,5132,P
14832,2836,B
14872,2622,B
14973,5063,P
15015,2704,B
15056,2081,B
15120,4012,P
15161,2414,B
15201,1794,B
15221,1418,B
15387,7252,I
15406,1621,P
15450,1737,P
15489,2603,P
15552,3316,P
15572,1515,B
15757,10196,P
15779,1655,B
15800,846,B
15820,1460,B
16069,10684,I
16127,3558,P
16150,1734,B
16173,1152,B
16192,1013,B
16274,4274,P
16294,1838,B
16314,1155,B
16336,1276,B
16440,5052,P
16459,1974,B
16832,20393,I
16891,3570,P
16910,1737,B
16931,1197,B
16955,1123,B
17019,3429,P
17059,1839,B
17078,1416,B
