at,ptsMs,latencyMs,frameType
3917,1006791,171,P
3960,1006833,172,P
4000,1006875,171,I
4041,1006916,170,P
4088,1006958,175,P
4128,1007000,174,P
4168,1007041,173,P
4208,1007083,171,B
4248,1007125,169,B
4356,1007166,235,B
4398,1007208,236,P
4448,1007250,244,B
4488,1007291,243,B
4915,1007333,627,B
4959,1007375,630,P
5000,1007416,630,P
5048,1007458,636,P
5088,1007500,634,I
5124,1007541,629,B
5168,1007583,631,B
5208,1007625,628,B
5256,1007666,635,P
5295,1007708,633,B
5335,1007750,630,B
5375,1007791,630,B
5425,1007833,637,P
5464,1007875,635,B
5504,1007916,633,B
6122,1007958,1210,B
6163,1008000,1209,P
6164,1008750,459,I
7131,1008791,1386,B
7176,1008833,1388,P
7225,1008875,1395,B
7264,1008916,1394,B
7304,1008958,1391,P
7344,1009000,1389,P
7385,1009041,1389,P
7429,1009083,1391,P
7467,1009125,1388,P
7506,1009166,1386,P
7552,1009208,1389,P
7592,1009250,1387,P
9083,1009291,2837,P
9124,1009333,2837,P
9124,1011875,295,I
9167,1011916,297,P
9210,1011958,298,P
9253,1012000,299,P
9296,1012041,300,B
9335,1012083,297,B
9382,1012125,303,B
9416,1012166,296,P
9459,1012208,297,B
9503,1012250,299,B
9543,1012291,297,B
9587,1012333,299,P
9631,1012375,301,B
9667,1012416,296,B
9677,1012458,264,P
9727,1012500,273,I
9768,1012541,272,B
9802,1012583,264,B
9847,1012625,268,P
9887,1012666,267,B
9932,1012708,270,B
9972,1012750,268,P
10016,1012791,270,B
10055,1012833,268,P
10095,1012875,266,P
10143,1012916,273,P
10180,1012958,268,P
10292,1013000,337,P
10335,1013041,340,P
10335,1013125,256,I
10378,1013166,257,B
10423,1013208,260,B
10462,1013250,258,B
10504,1013291,259,P
10550,1013333,263,B
10590,1013375,261,P
10632,1013416,262,P
10669,1013458,256,P
10715,1013500,261,P
10756,1013541,261,P
10796,1013583,258,B
10839,1013625,260,B
10880,1013666,260,P
10916,1013708,254,P
10959,1013750,255,I
11008,1013791,263,B
11048,1013833,260,B
11087,1013875,258,B
11127,1013916,256,P
11172,1013958,260,B
11214,1014000,259,B
11256,1014041,260,B
11297,1014083,259,P
11336,1014125,256,P
11378,1014166,258,P
11422,1014208,260,P
11464,1014250,259,B
11516,1014291,271,B
11559,1014333,271,P
11608,1014375,278,I
11648,1014416,278,B
11687,1014458,275,B
11728,1014500,273,B
11770,1014541,275,P
11816,1014583,279,B
11856,1014625,277,B
11896,1014666,276,P
11935,1014708,273,P
11983,1014750,278,P
12023,1014791,277,B
12063,1014833,276,B
12103,1014875,274,B
12149,1014916,279,P
12198,1014958,285,P
12240,1015000,286,I
12280,1015041,285,B
12321,1015083,283,B
12360,1015125,280,B
12408,1015166,288,P
12444,1015208,281,B
12488,1015250,283,P
12527,1015291,281,B
12576,1015333,289,B
12611,1015375,282,B
12651,1015416,281,P
12695,1015458,283,B
12736,1015500,281,B
12774,1015541,278,B
12817,1015583,279,P
12864,1015625,285,I
12904,1015666,283,B
12944,1015708,281,B
12983,1015750,278,B
