at,payloadSizeBytes,frameType
3875,318,B
3915,210,B
3949,186,B
4127,7142,P
4128,600,B
4136,470,B
4144,254,B
4224,4044,P
4238,686,B
4252,400,B
4288,355,B
4398,4144,P
4409,490,B
4814,24030,I
4851,2025,P
4861,349,B
4868,264,B
4872,176,B
4983,6348,P
4998,677,B
5007,338,B
5062,3127,P
5097,1893,P
5124,1441,P
5138,510,B
5147,326,B
5154,244,B
5172,860,P
6306,24586,I
6326,3505,P
6327,626,B
6327,454,B
6327,286,B
6327,5316,P
6327,803,B
6328,656,B
6328,300,B
6804,5164,P
7723,906,B
7723,778,B
7723,389,B
7752,4136,P
8699,2779,P
8837,24323,I
8857,2777,P
8857,651,B
8857,495,B
8857,278,B
8857,3501,P
8857,662,B
8858,315,B
8858,2404,P
8858,1479,P
8858,935,P
8858,2177,P
8858,3657,P
8859,3827,P
8859,3743,P
8859,24186,I
8859,1856,P
8859,2213,P
8859,2178,P
8859,3230,P
8859,556,B
8860,282,B
8860,2433,P
8860,2521,P
8860,1017,P
8860,389,P
8860,718,P
8860,1994,P
8860,3492,P
8861,1161,P
10039,24578,I
10040,1440,P
10040,2072,P
10040,1877,P
10040,2169,P
10040,2314,P
10040,407,B
10040,2202,P
10040,3474,P
10041,2204,P
10041,1430,P
10041,1698,P
10041,2562,P
10041,3313,P
10041,4124,P
10041,24430,I
10041,2451,P
10042,445,B
10042,377,B
10042,193,B
10045,3743,P
10045,417,B
10045,2570,P
10045,5851,P
10045,988,B
10045,598,B
10045,536,B
10046,3516,P
10046,1266,B
10046,1119,B
10248,23749,I
10355,2872,P
10356,1045,B
10356,678,B
10356,652,B
10356,4154,P
10356,1353,B
10356,819,B
10356,919,B
10356,4925,P
10357,1541,B
10357,1145,B
10357,1145,B
10357,5113,P
10357,1226,B
10357,24696,I
10357,2875,P
10357,1020,B
10358,1061,B
10358,4529,P
10615,1510,B
10615,1096,B
10615,1045,B
10616,3879,P
10616,1133,B
10616,5161,P
10616,1742,B
10616,1229,B
10616,1055,B
10622,3126,P
10762,21187,I
10762,2144,P
10762,2337,P
10762,2600,P
10762,3842,P
10762,1369,B
10763,1011,B
10763,2789,P
10763,3541,P
10763,1072,B
10763,2745,P
10763,4288,P
10763,1479,B
10764,1063,B
10764,2895,P
10765,24810,I
10779,3111,P
10787,1322,B
10802,828,B
10802,942,B
10844,3675,P
10852,1279,B
10853,983,B
10853,3704,P
10853,1306,B
10853,909,B
10955,3100,P
10955,967,B
10955,4038,P
10955,976,B
11130,24857,I
11155,3306,P
11163,1175,B
11163,1015,B
11163,4017,P
11163,1718,B
11163,1142,B
11163,1076,B
11192,3986,P
11206,1441,B
11215,1120,B
11245,3927,P
11257,1440,B
11270,1159,B
11295,3339,P
11466,24102,I
11490,3238,P
11502,1455,B
11512,995,B
11521,1027,B
11555,4421,P
11569,1572,B
11584,926,B
11629,1557,B
11688,3930,P
11736,4941,P
11777,4693,P
11799,1920,B
11838,1518,B
11875,1189,B
12016,16301,I
12036,2612,P
12060,2971,P
12084,3183,P
12108,2894,P
12137,2626,P
12169,2302,P
12212,2379,P
12259,2122,P
12299,2374,P
12343,2234,P
12385,2305,P
12430,2729,P
12474,2991,P
12504,1470,P
12696,23578,I
12717,2906,P
12728,1076,B
12736,866,B
12758,2966,P
12767,938,B
12787,645,B
12835,1902,P
12880,1806,P
12929,2565,P
12958,715,B
13008,2004,P
13043,1702,P
13096,3390,P
13139,3647,P
13334,24910,I
13351,1895,P
13365,1811,P
13381,2038,P
13407,3111,P
13416,1069,B
13424,805,B
13466,1930,P
13500,1998,P
13542,1995,P
13592,2029,P
13633,2063,P
13666,2206,P
13724,3101,P
13761,3747,P
14112,24787,I
14159,2553,P
14206,2478,P
14251,2508,P
14313,3522,P
14334,1053,B
14405,4030,P
14431,1297,B
14450,1033,B
14496,2464,P
14554,3257,P
14575,1085,B
14623,2646,P
14671,2583,P
14735,3695,P
17184,24890,I
17185,1968,P
17185,2504,P
17185,4341,P
17185,1451,B
17185,1039,B
17185,2511,P
17185,2520,P
17186,2656,P
17186,2444,P
17204,2591,P
17204,2726,P
17204,2627,P
17204,2753,P
17204,1654,P
17530,22818,I
17531,3204,P
17531,1035,B
17531,4008,P
17531,1364,B
17549,987,B
17591,2505,P
17591,2378,P
17591,2481,P
17594,2459,P
17594,4225,P
17594,1397,B
17610,1142,B
17610,4017,P
17631,1211,B
18072,24207,I
18112,3471,P
18151,1166,B
18151,1045,B
18151,3903,P
18151,1257,B
18151,959,B
18189,2245,P
18249,2501,P
18321,3639,P
18341,1273,B
18361,1035,B
18442,4762,P
18461,1348,B
18481,1004,B
18875,24752,I
18883,1839,P
18921,4416,P
18938,1713,B
18946,1054,B
18955,1130,B
18963,2117,P
18979,2145,P
19022,5575,P
19031,1311,B
19050,1599,B
19083,5241,P
19109,3898,P
19125,1395,B
19134,1156,B
19298,23181,I
19323,3295,P
19357,3876,P
19385,3647,P
19385,608,B
19392,444,B
19411,3241,P
19419,573,B
19444,3341,P
19451,915,B
19452,627,B
19460,570,B
19470,2067,P
19487,1961,P
19494,1462,P
19667,23421,I
19685,2399,P
19692,666,B
19710,1913,P
19718,1879,P
19735,2403,P
19753,1933,P
19770,2034,P
19788,2096,P
19796,2153,P
19813,2277,P
19855,5384,P
19872,1860,B
19881,1086,B
19890,1146,B
20062,24178,I
20089,3642,P
20096,1065,B
20105,700,B
20113,839,B
20139,4113,P
20146,1154,B
20155,1015,B
20191,4540,P
20199,1627,B
20242,5445,P
20251,1049,B
20259,1062,B
20259,609,B
20276,2093,P
20447,23201,I
20466,2700,P
20484,2367,P
20500,2246,P
20518,2387,P
20526,443,B
20526,796,P
20542,1380,P
20551,1425,P
20558,1329,P
20567,1224,P
20583,1949,P
20584,502,B
20593,374,B
20593,651,P
20765,23342,I
20775,1239,P
20801,3232,P
20801,499,B
20825,3588,P
20835,502,B
20851,2081,P
20860,2057,P
20894,3566,P
20894,389,B
20911,2627,P
20911,355,B
20938,2393,P
20939,359,B
20963,3705,P
21144,24234,I
21144,833,P
21152,332,B
21152,282,B
21153,290,B
21169,1916,P
21176,766,B
21221,6538,P
21238,1833,B
21247,1202,B
21256,1411,B
21281,3890,P
21332,6145,P
21340,1411,B
21349,1099,B
21411,8166,I
21436,4086,P
21444,1266,B
21453,1003,B
21477,3650,P
21513,4057,P
21558,5567,P
21599,5917,P
21625,3470,P
21642,2478,P
21659,2448,P
21668,1703,P
21677,877,P
21684,669,P
21693,1371,P
21866,23908,I
21883,1693,P
21892,1576,P
21899,1111,P
21908,1213,P
21917,1504,P
21934,1941,P
21951,2069,P
21969,2314,P
21986,2227,P
21995,1867,P
22012,2122,P
22020,475,B
22020,302,B
22020,292,P
22175,21304,I
22184,755,P
22201,1947,P
22210,874,B
22210,565,B
22212,741,B
22233,2866,P
22245,1359,B
22254,819,B
22289,818,B
22352,3664,P
22381,1534,B
22417,982,B
22460,981,B
22494,1313,P
22707,23367,I
22731,3445,P
22747,1540,B
22747,925,B
22755,997,B
22784,3757,P
22796,1330,B
22833,1045,B
22883,2275,P
22926,2248,P
22964,2266,P
23025,4316,P
23047,1757,B
23077,1124,B
23127,1139,B
23324,23338,I
23339,2436,P
23364,2473,P
23376,2642,P
23395,2567,P
23422,3496,P
23432,1090,B
23469,2553,P
23513,2649,P
23548,2640,P
23595,2456,P
23630,2566,P
23670,2440,P
23714,2381,P
23755,2373,P
24098,23551,I
24141,2591,P
24180,2777,P
24241,2993,P
24281,2894,P
24340,3136,P
24381,2878,P
24443,2868,P
24490,2780,P
24551,2919,P
24593,2782,P
24652,2809,P
24692,2970,P
24752,2889,P
24795,2837,P
25103,17443,I
25192,4183,P
25213,1676,B
25234,1051,B
25275,2803,P
25355,3783,P
25374,1235,B
25414,2863,P
25474,3908,P
25494,1127,B
25565,2967,P
25627,3976,P
25645,1147,B
25706,3467,P
25765,3081,P
26207,24431,I
26265,3425,P
26285,1223,B
26370,4666,P
26390,1582,B
26410,1351,B
26469,3019,P
26508,2922,P
26566,2878,P
26606,2983,P
26680,2901,P
26722,2899,P
26781,2798,P
26820,2851,P
26879,2710,P
27231,19795,I
27270,2595,P
27332,4184,P
27352,1252,B
27439,4164,P
27460,1217,B
27503,2809,P
27583,3827,P
27601,1257,B
27641,2646,P
27703,2789,P
27743,2883,P
27831,4071,P
27854,1213,B
27894,2765,P
28303,23501,I
28363,3574,P
28405,2829,P
28466,2689,P
28511,3179,P
28533,506,B
28573,2207,P
28596,1660,P
28655,2666,P
28675,1696,P
28694,1628,P
28714,1035,P
28754,1899,P
28776,1489,P
28817,2105,P
29026,24322,I
29044,2303,P
29044,315,B
29044,306,B
29051,156,B
29069,3371,P
29077,435,B
29077,159,B
29110,4729,P
29110,393,B
29119,398,B
29119,170,B
29153,4692,P
29153,450,B
29163,195,B
29334,24476,I
29361,3381,P
29368,458,B
29369,376,B
29369,158,B
29419,6501,P
29419,408,B
29427,457,B
29427,156,B
29444,3129,P
29472,2744,P
29490,2669,P
29506,2720,P
29524,1556,P
29524,331,B
29702,24113,I
29712,1882,P
29720,609,B
29720,423,B
29727,383,B
29765,5748,P
29775,437,B
29799,3698,P
29808,553,B
29808,380,B
29833,3192,P
29849,2513,P
29866,3034,P
