at,payloadSizeBytes,frameType
3638,1102,B
3679,1033,B
3834,3815,P
3874,1270,B
3874,1113,B
3907,2352,P
3974,4060,P
3997,1511,B
4006,1023,B
4074,4166,P
4086,1326,B
4112,1133,B
4157,2477,P
4611,22830,I
4636,3151,P
4654,1232,B
4662,1157,B
4702,5332,P
4791,1600,B
4799,1320,B
4824,3305,P
4832,1277,B
4840,1066,B
4863,2828,P
4872,1220,B
4879,1019,B
4913,4197,P
5170,961,B
5440,23419,I
5464,3312,P
5472,901,B
5481,1038,B
5505,3655,P
5523,1221,B
5691,981,B
5743,3212,P
5798,1208,B
5807,1002,B
5830,2622,P
5838,1352,B
5846,1074,B
5878,4641,P
5913,1133,B
6371,22857,I
6387,2325,P
6442,1088,B
6442,832,B
6450,910,B
6474,3628,P
6516,1018,B
6524,852,B
6599,3781,P
6606,1203,B
6623,888,B
6655,4253,P
6692,1179,B
6692,887,B
6717,3331,P
7210,23703,I
7235,3465,P
7244,989,B
7252,916,B
7284,3389,P
7291,1199,B
7301,954,B
7538,4692,P
7546,1325,B
7575,936,B
7591,2832,P
7600,1119,B
7608,950,B
7693,3971,P
7694,953,B
7983,22953,I
8159,3036,P
8168,922,B
8177,815,B
8218,3786,P
8225,1080,B
8285,850,B
8337,3990,P
8354,1388,B
8371,1076,B
8387,3254,P
8402,1065,B
8411,1003,B
8465,3796,P
8502,992,B
9045,23794,I
9061,2945,P
9069,982,B
9078,944,B
9174,4149,P
9183,1115,B
9225,946,B
9250,3391,P
9421,1201,B
9429,822,B
9446,3045,P
9454,1221,B
9463,900,B
9569,3755,P
9604,869,B
9831,23061,I
9847,2261,P
9856,954,B
9856,899,B
9881,2966,P
9891,1041,B
9900,907,B
9927,3521,P
9934,1170,B
9943,987,B
9967,4159,P
10019,3827,P
10064,1459,B
10084,994,B
10145,3354,P
10353,22949,I
10371,2606,P
10379,979,B
10386,876,B
10413,3807,P
10421,1120,B
10429,1002,B
10454,3572,P
10462,1321,B
10472,955,B
10508,4510,P
10516,1759,B
10525,1067,B
10534,999,B
10557,3564,P
10729,23384,I
10757,2621,P
10757,1026,B
10766,974,B
10798,3942,P
10807,1364,B
10815,1022,B
10841,3675,P
10850,1225,B
10859,1080,B
10885,3431,P
10894,1148,B
10903,992,B
10936,4587,P
10936,957,B
11111,22762,I
11135,3088,P
11136,854,B
11146,825,B
11171,3630,P
11180,755,B
11205,3956,P
11214,924,B
11247,4414,P
11257,896,B
11282,4143,P
11293,961,B
11300,713,B
11334,4670,P
11334,705,B
11503,22818,I
11520,2564,P
11528,1084,B
11566,5287,P
11573,1035,B
11582,929,B
11616,5105,P
11624,806,B
11631,775,B
11657,3554,P
11657,715,B
11694,4520,P
11703,894,B
11710,720,B
11736,3675,P
11906,23391,I
11927,3024,P
11943,1188,B
11952,1165,B
11985,4733,P
11993,1535,B
12001,1557,B
12047,5298,P
12056,1599,B
12064,1141,B
12089,3106,P
12097,1214,B
12105,964,B
12138,4482,P
12138,979,B
12320,24003,I
12345,3186,P
12353,1303,B
12362,1082,B
12391,3520,P
12398,1213,B
12407,1062,B
12432,4034,P
12441,1379,B
12449,1189,B
12474,3592,P
12491,1304,B
12499,1116,B
12528,4227,P
12537,1072,B
12715,23896,I
12732,3080,P
12742,1147,B
12751,975,B
12776,3365,P
12785,1285,B
12792,979,B
12817,3713,P
12826,1159,B
12835,1000,B
12864,3019,P
12889,4090,P
12897,1297,B
12902,975,B
12926,3455,P
13099,22977,I
13124,3280,P
13133,1199,B
13135,992,B
13159,3031,P
13170,1193,B
13179,1014,B
13225,3633,P
13250,1497,B
13297,1384,B
13358,4429,P
13374,1571,B
13420,997,B
13474,3898,P
13494,905,B
13716,23662,I
13731,2390,P
13748,3218,P
13755,963,B
13769,846,B
13790,3396,P
13801,1127,B
13830,1035,B
13900,4453,P
13914,1488,B
13956,1317,B
14028,4378,P
14047,1974,B
14090,1540,B
14136,3265,P
14340,23903,I
14366,3112,P
14373,1180,B
14373,948,B
14398,3344,P
14411,1340,B
14418,1004,B
14467,2717,P
14505,1167,B
14545,970,B
14584,1763,P
14623,1774,P
14669,1869,P
14729,3809,P
14750,869,B
14958,23298,I
14981,3008,P
14990,1205,B
14994,1040,B
15031,3884,P
15034,1237,B
15043,1031,B
15097,3139,P
15130,1096,B
15162,999,B
15230,3546,P
