at,payloadSizeBytes,frameType
3943,6112,P
4001,8171,P
4044,5800,P
4071,3330,P
4100,3675,P
4116,2075,P
4147,406,B
4210,3912,P
4235,366,B
4286,2542,P
4312,364,B
4357,344,B
4403,361,B
4536,14005,I
4544,1173,P
4549,228,B
4558,180,B
4609,224,B
4670,3308,P
4687,432,B
4735,217,B
4777,154,B
4845,4043,P
4862,521,B
4893,354,B
4944,223,B
4983,680,P
5020,248,B
5213,20973,I
5225,1438,P
5236,1392,P
5259,2730,P
5279,2467,P
5284,435,B
5313,258,B
5368,1297,P
5400,1509,P
5441,1170,P
5495,1648,P
5537,1634,P
5587,2988,P
5629,3733,P
5666,2124,P
5847,23372,I
5857,1071,P
5862,345,B
5867,286,B
5877,1201,P
5893,361,B
5943,334,B
5992,2402,P
6037,2685,P
6077,2804,P
6119,1460,P
6167,2295,P
6212,3192,P
6250,3650,P
6287,1560,P
6485,24191,I
6500,1800,P
6505,456,B
6509,277,B
6515,282,B
6561,6105,P
6571,644,B
6612,454,B
6644,294,B
6728,5183,P
6733,681,B
6770,496,B
6820,389,B
6861,1452,P
6894,321,B
7108,23611,I
7134,3426,P
7140,416,B
7176,4710,P
7182,551,B
7188,307,B
7217,3659,P
7236,488,B
7295,3062,P
7320,436,B
7394,5111,P
7402,532,B
7435,439,B
7478,331,B
7532,829,P
7726,22826,I
7740,1688,P
7745,386,B
7749,193,B
7752,177,B
7807,4444,P
7815,476,B
7861,396,B
7901,166,B
7969,4751,P
8016,4611,P
8049,4305,P
8067,587,B
8111,413,B
8147,338,B
8351,22828,I
8367,1928,P
8372,403,B
8377,247,B
8381,266,B
8444,6501,P
8452,686,B
8487,427,B
8528,307,B
8606,5604,P
8612,745,B
8646,356,B
8705,1944,P
8733,479,B
8778,387,B
8974,23595,I
8988,1811,P
8993,367,B
9009,1776,P
9024,2047,P
9040,1666,P
9078,1582,P
9122,2692,P
9154,655,B
9193,364,B
9236,442,B
9315,5578,P
9324,1146,B
9362,778,B
9406,672,B
9595,22735,I
9621,3331,P
9628,675,B
9633,494,B
9671,4925,P
9680,909,B
9689,582,B
9738,529,B
9805,4434,P
9814,888,B
9862,560,B
9934,6272,P
9943,966,B
9988,551,B
10037,1535,P
10221,23424,I
10241,2458,P
10247,546,B
10252,318,B
10257,316,B
10300,4447,P
10317,922,B
10355,614,B
10401,517,B
10485,7003,P
10493,939,B
10524,718,B
10561,438,B
10626,2712,P
10656,836,B
10807,16523,I
10896,12386,P
10901,381,B
10908,540,B
10935,3717,P
10942,607,B
10948,391,B
10980,336,B
11048,4624,P
11073,840,B
11113,540,B
11147,421,B
11221,4176,P
11240,823,B
11271,549,B
11465,21426,I
11483,2229,P
11489,631,B
11496,452,B
11502,432,B
11537,2907,P
11574,1035,B
11605,700,B
11647,929,B
11709,2371,P
11745,2587,P
11793,2593,P
11836,2763,P
11872,2623,P
11916,3189,P
12074,20055,I
12093,2427,P
12120,3521,P
12131,1042,B
12151,2710,P
12178,3749,P
12191,969,B
12249,3130,P
12306,4286,P
12317,958,B
12372,3167,P
12421,4508,P
12442,934,B
12483,692,B
12529,1470,P
12718,22760,I
12738,2495,P
12756,2279,P
12772,1948,P
12797,3234,P
12804,516,B
12810,327,B
