at,payloadSizeBytes,frameType
3952,2272,P
3993,2312,P
4067,4223,P
4079,454,B
4084,155,B
4162,2337,P
4206,2445,P
4251,2487,P
4265,603,P
4291,602,P
4332,710,P
4394,1490,P
4431,1665,P
4851,23680,I
4879,1430,P
4890,410,B
4896,161,B
4954,3296,P
4966,437,B
5010,2509,P
5064,3079,P
5109,2515,P
5169,3356,P
5179,448,B
5230,2579,P
5292,3568,P
5367,4057,P
5428,3538,P
6296,23441,I
6980,23884,I
6981,1681,P
6981,3152,P
6981,545,B
6981,342,B
6981,752,B
6981,3560,P
6981,1231,B
6982,849,B
6982,888,B
6982,1805,P
6982,1042,P
6982,789,P
6982,3148,P
6982,3693,P
7082,1244,P
7082,415,B
7083,260,B
7083,190,B
7083,730,P
7083,293,B
7083,173,B
7124,3329,P
7179,3658,P
7376,13691,P
7376,167,B
7376,153,B
7381,155,B
8094,24101,I
8111,988,P
8138,1344,P
8470,405,P
8505,2111,P
8917,22923,I
8917,963,P
8917,756,P
8917,1278,P
8917,313,B
8917,215,B
8918,179,B
8918,432,P
8918,417,P
8929,6679,I
8929,1316,P
8930,1914,P
8930,3379,P
8930,419,B
8930,340,B
8930,154,B
8930,4601,P
8930,548,B
8930,239,B
8930,323,B
8965,6506,P
8974,1031,B
8975,642,B
8975,2810,P
8999,2491,P
9064,3436,P
9064,433,B
9087,3150,P
9098,474,B
9098,318,B
9098,179,B
9264,4849,P
9264,466,B
9264,485,B
9264,170,B
9264,341,P
9265,416,P
9265,359,P
9265,4945,P
9265,437,B
9265,183,B
9404,18888,I
9469,9506,P
9477,1187,B
9478,754,B
9478,628,B
9494,3871,P
9494,286,B
9494,200,B
9494,159,B
9494,4658,P
9700,427,B
9701,438,B
9708,24427,I
9733,3516,P
9733,571,B
9733,297,B
9733,709,B
9749,4712,P
9749,1534,B
9750,1072,B
9750,1152,B
9750,3924,P
9750,1581,B
9750,6624,P
9750,1615,B
9757,1235,B
9766,1445,B
9930,23072,I
9940,1195,P
9940,1445,P
9955,199,B
9980,4087,P
9980,436,B
10057,1981,P
10065,3082,P
10066,1051,B
10066,769,B
10066,2154,P
10066,1351,P
10066,1425,P
10066,1283,P
10066,1166,P
10275,22651,I
10301,3161,P
10305,432,B
10329,3179,P
10337,504,B
10338,1268,P
10338,1240,P
10338,3630,P
10342,413,B
10347,341,B
10388,2657,P
10428,2373,P
10469,2003,P
10518,4535,P
10540,466,B
10581,464,B
10617,215,B
10665,200,P
10870,24038,I
10885,1962,P
10891,534,B
10896,358,B
10900,348,B
10928,3568,P
10955,414,B
11023,3729,P
11055,3387,P
11100,2832,P
11134,2186,P
11175,1706,P
11218,2919,P
11246,449,B
11290,195,B
11478,22478,I
11503,3302,P
11508,371,B
11512,233,B
11517,165,B
11572,5090,P
11580,384,B
11614,335,B
11661,186,B
11711,2353,P
11760,2066,P
11814,4017,P
11840,1441,P
11874,424,B
11915,218,B
12111,22783,I
12136,3158,P
12143,516,B
12146,379,B
12151,335,B
12215,7824,P
12221,620,B
12245,524,B
12290,361,B
12365,5006,P
12376,794,B
12413,604,B
12459,436,B
12512,3599,P
12540,445,B
12736,22532,I
12762,3474,P
12767,466,B
12772,393,B
12777,208,B
12820,5067,P
12831,450,B
12876,508,B
12907,237,B
12974,2697,P
13041,6885,P
13046,446,B
13081,464,B
13123,249,B
13156,414,P
13372,24345,I
13393,2709,P
13398,333,B
13405,697,B
13429,3021,P
13454,3249,P
13476,2841,P
13521,3489,P
13564,3867,P
13581,543,B
13627,742,B
13664,286,B
13720,2237,P
13748,423,B
13790,270,B
14102,22327,I
14141,2051,P
14154,411,B
14198,2413,P
14260,3509,P
14271,491,B
14280,358,B
14330,2803,P
14375,2408,P
14415,2230,P
14449,1854,P
14484,1756,P
14540,3121,P
14592,2932,P
14612,978,P
14994,22621,I
15046,2788,P
15056,515,B
15067,418,B
15077,341,B
15145,3856,P
15156,628,B
15254,5471,P
15270,847,B
15283,600,B
16138,24234,I
16201,2976,P
16201,821,B
16220,419,B
16220,327,B
16344,6782,P
16364,791,B
16364,646,B
16384,375,B
16447,4193,P
16860,22393,I
16880,1099,P
16880,341,B
16899,1277,P
16943,1955,P
16986,3202,P
17025,1269,B
17459,22541,I
17498,2691,P
17541,2551,P
17585,2132,P
17666,4637,P
17685,587,B
17685,509,B
17685,305,B
17725,2495,P
18118,21462,I
18159,2057,P
18179,1866,P
18241,3758,P
18264,1219,B
18284,526,B
18305,666,B
18737,24275,I
18780,1803,P
18780,349,B
18800,555,P
18800,610,P
18800,218,B
18820,224,B
18820,296,P
18820,200,P
19031,14764,I
19055,3208,P
19073,3085,P
19091,1305,B
19108,2344,P
19126,2721,P
19150,2941,P
19193,3342,P
19202,717,B
19219,13652,P
19219,232,B
19227,158,B
19228,166,B
19235,1847,P
19243,877,B
19279,2550,P
19296,2846,P
19305,3582,P
19314,1385,B
19321,836,B
19330,847,B
19372,2516,P
19398,2667,P
19417,1917,P
19426,6139,P
19441,1852,B
19449,1291,B
19458,1391,B
19459,554,B
19467,306,B
19475,1908,P
19494,1807,P
19494,565,B
19502,329,B
19648,19603,I
19656,1064,P
19681,2851,P
19691,1072,B
19691,497,B
19691,1200,P
19700,780,B
19725,6100,P
19742,1712,B
19750,1549,B
19759,1021,B
19796,1765,P
19812,1812,P
19819,4304,P
19828,1287,B
19836,1158,B
19836,624,B
19853,1853,P
19853,761,B
19861,665,B
19861,386,B
19890,2148,P
19906,2134,P
19914,2053,P
19914,389,B
19983,2134,P
20017,3652,P
20018,22394,I
20034,2269,P
20034,449,B
20043,212,B
20068,479,B
20086,1546,P
20086,4404,P
20096,551,B
20096,448,B
20096,322,B
20274,19944,I
20283,457,P
20283,643,P
20291,299,B
20292,219,B
