at_sec ptsMs
126.776 118.125
126.806 118.291
126.806 118.208
126.817 118.166
126.817 118.25
126.857 118.458
126.867 118.375
126.867 118.333
126.877 118.416
126.927 118.625
126.947 118.541
126.958 118.5
126.958 118.583
126.998 118.708
127.008 118.666
127.208 118.75
127.248 118.916
127.258 118.833
127.258 118.791
127.268 118.875
127.297 119.083
127.318 119.0
127.318 118.958
127.329 119.041
127.38 119.25
127.401 119.166
127.411 119.125
127.422 119.208
127.467 119.333
127.488 119.291
127.69 119.375
127.72 119.458
127.73 119.416
127.772 119.541
127.785 119.5
127.816 119.625
127.826 119.583
127.867 119.791
127.879 119.708
127.889 119.666
127.889 119.75
127.93 119.958
127.94 119.875
127.94 119.833
127.949 119.916
128.123 120.0
128.146 120.166
128.146 120.083
128.158 120.041
128.168 120.125
128.209 120.333
128.209 120.25
128.219 120.208
128.229 120.291
128.27 120.5
128.271 120.416
128.281 120.375
128.291 120.458
128.31 120.583
128.31 120.541
128.529 120.625
128.539 120.791
128.55 120.708
128.55 120.666
128.55 120.75
128.56 120.833
128.662 120.916
128.662 120.875
128.681 120.958
128.7 121.125
128.711 121.041
128.721 121.0
128.731 121.083
128.751 121.208
128.762 121.166
128.962 121.25
128.993 121.416
129.013 121.333
129.013 121.291
129.023 121.375
129.061 121.583
129.082 121.5
129.082 121.458
129.092 121.541
129.123 121.708
129.143 121.625
129.143 121.666
129.196 121.833
129.206 121.75
129.219 121.791
129.422 121.875
129.453 122.041
129.463 121.958
129.473 121.916
129.474 122.0
129.516 122.208
129.527 122.125
129.528 122.083
129.535 122.166
129.569 122.291
129.58 122.25
129.623 122.458
129.633 122.375
129.642 122.333
129.642 122.416
129.844 122.5
129.875 122.666
129.886 122.583
129.896 122.541
129.907 122.625
129.951 122.833
129.96 122.75
129.972 122.708
129.992 122.791
130.023 123.0
130.032 122.916
130.044 122.875
130.064 122.958
130.092 123.083
130.113 123.041
130.312 123.125
130.343 123.291
130.353 123.208
130.363 123.166
130.373 123.25
130.394 123.458
130.394 123.375
130.405 123.333
130.414 123.416
130.545 123.5
130.567 123.541
130.587 123.583
130.607 123.625
130.62 123.666
130.632 123.708
130.815 123.75
130.834 123.875
130.845 123.791
130.845 123.833
130.865 123.916
130.885 123.958
130.895 124.0
130.908 124.041
130.917 124.083
130.939 124.125
130.948 124.166
130.971 124.208
131.004 124.25
131.033 124.291
131.054 124.333
131.256 124.375
131.268 124.416
131.277 124.458
131.299 124.5
131.309 124.541
131.322 124.583
131.343 124.625
131.363 124.666
131.385 124.708
131.405 124.75
131.414 124.791
131.424 124.833
131.435 124.875
131.456 124.916
131.475 124.958
131.683 125.0
131.704 125.041
131.715 125.083
131.765 125.208
131.765 125.125
131.765 125.166
131.786 125.375
131.796 125.291
131.796 125.25
131.796 125.333
131.827 125.541
131.836 125.458
131.845 125.416
131.846 125.5
131.866 125.583
132.076 125.625
132.106 125.708
132.116 125.666
132.136 125.791
132.145 125.75
132.167 125.833
132.177 125.875
132.197 125.916
132.207 125.958
132.227 126.0
132.246 126.041
132.258 126.083
132.288 126.125
132.32 126.166
132.341 126.208
132.547 126.25
132.568 126.291
132.588 126.333
132.607 126.375
132.629 126.416
132.638 126.458
132.66 126.5
132.681 126.541
132.702 126.583
132.721 126.666
132.722 126.625
132.734 126.75
132.734 126.708
132.766 126.791
132.777 126.833
132.898 126.875
133.021 127.0
133.021 126.916
133.031 126.958
133.063 127.166
133.063 127.083
133.073 127.041
133.073 127.125
133.106 127.333
133.117 127.25
133.117 127.208
133.128 127.291
133.158 127.458
133.168 127.375
133.179 127.416
133.381 127.5
133.403 127.625
133.413 127.541
133.413 127.583
133.457 127.791
133.467 127.708
133.478 127.666
133.488 127.75
133.54 127.958
133.548 127.875
133.559 127.833
133.57 127.916
133.609 128.083
133.62 128.0
133.631 128.041
133.838 128.125
133.859 128.25
133.869 128.166
133.869 128.208
133.92 128.416
133.92 128.333
133.931 128.291
133.931 128.375
133.981 128.583
133.989 128.5
133.99 128.458
134.0 128.541
134.021 128.708
134.022 128.625
134.03 128.666
134.235 128.75
134.255 128.916
134.265 128.833
134.265 128.791
134.277 128.875
134.295 128.958
134.317 129.0
134.327 129.041
134.337 129.083
134.357 129.125
134.379 129.166
134.389 129.208
134.42 129.25
134.46 129.291
134.48 129.333
134.678 129.375
134.698 129.541
134.698 129.458
134.708 129.416
134.708 129.5
134.754 129.708
134.769 129.625
134.78 129.583
134.78 129.666
134.821 129.791
134.821 129.75
134.85 129.875
134.85 129.833
134.86 129.958
134.861 129.916
