at_sec latencyMs frameType
131.425 26555 P
131.466 26554 I
131.507 26554 P
131.546 26551 P
131.596 26559 P
131.636 26558 P
131.673 26553 P
131.715 26553 P
131.764 26561 P
131.798 26552 P
131.844 26557 P
131.884 26556 P
131.924 26553 B
131.969 26557 B
132.011 26558 P
132.050 26555 P
132.091 26554 I
132.131 26553 B
132.178 26558 B
132.217 26555 P
132.258 26555 B
132.299 26554 B
132.341 26554 B
132.384 26556 P
132.426 26556 B
132.467 26555 B
132.507 26554 B
132.548 26553 P
132.589 26552 B
132.630 26552 B
132.675 26555 P
132.715 26553 I
132.755 26552 B
132.797 26552 B
132.844 26556 B
132.883 26555 P
132.924 26554 B
132.969 26557 B
133.010 26557 B
133.052 26557 P
133.091 26554 B
133.136 26558 B
133.179 26559 B
133.219 26556 P
133.259 26556 B
133.299 26554 P
133.340 26553 I
133.382 26554 B
133.423 26553 B
133.467 26555 B
133.508 26555 P
133.549 26553 B
133.591 26554 B
133.631 26553 B
133.676 26556 P
133.715 26553 B
133.763 26560 B
133.804 26559 B
133.842 26555 P
133.880 26552 B
133.922 26552 P
133.970 26557 I
134.010 26557 B
134.052 26557 P
134.091 26554 B
134.131 26553 P
134.179 26559 B
134.216 26553 P
134.255 26552 B
134.297 26552 B
134.348 26561 B
134.380 26552 P
134.422 26552 B
134.468 26555 B
134.508 26555 B
134.549 26554 P
134.596 26559 I
134.636 26558 B
134.675 26555 B
134.716 26554 B
134.756 26553 P
134.801 26556 B
134.840 26553 B
134.883 26555 B
134.923 26553 P
134.971 26558 B
135.010 26557 B
