at_sec latencyMs frameType
0.000 299 B
1.009 391 B
2.007 389 P
3.038 420 B
4.035 417 P
5.041 424 P
6.001 425 P
7.001 425 B
8.048 430 P
9.002 426 B
10.001 426 B
11.340 1140 B
14.788 3963 B
14.833 3965 B
14.874 3965 P
15.001 3968 I
16.130 4554 B
17.158 4958 P
18.363 5705 B
19.010 5768 P
20.017 6525 P
21.017 6524 P
22.018 6525 B
23.025 6533 P
24.017 6524 B
25.018 6525 P
26.017 6525 P
27.017 6524 B
28.018 6525 B
29.016 6524 B
