at,payloadSizeBytes,frameType
3680,1652,B
3716,959,B
3751,944,B
3881,5308,P
3905,1270,B
3921,1061,B
3928,683,B
3989,4298,P
4012,988,B
4024,737,B
4313,19612,I
4335,2963,P
4363,746,B
4373,564,B
4432,5036,P
4470,1512,B
4484,644,B
4493,826,B
4538,3191,P
4558,833,B
4566,540,B
4599,3049,P
4622,582,B
4681,4182,P
4690,803,B
4967,19343,I
4996,2021,P
5038,2824,P
5050,713,B
5059,424,B
5107,4621,P
5140,1023,B
5150,685,B
5203,3580,P
5217,857,B
5227,582,B
5284,4304,P
5305,981,B
5311,588,B
5316,576,B
5508,13618,I
5550,3359,P
5568,1354,B
5571,405,B
5603,4268,P
5640,839,B
5645,501,B
5651,450,B
5691,5311,P
5737,1106,B
5744,611,B
5750,568,B
5845,5459,P
5877,1170,B
5883,627,B
6189,19627,I
6233,2993,P
6243,1056,B
6247,358,B
6250,427,B
6320,4933,P
6327,886,B
6333,532,B
6338,547,B
6423,5855,P
6430,850,B
6438,738,B
6478,3072,P
6489,639,B
6518,2886,P
6906,19646,I
6914,681,B
6922,717,B
6947,3346,P
7077,3478,P
7084,619,B
7117,5011,P
7170,733,B
7178,5174,P
7211,3705,P
7244,5558,P
7261,2388,P
7263,559,B
7263,567,B
7263,576,B
7538,19673,I
7565,456,B
7630,780,B
7636,500,B
7694,629,B
7698,392,B
7750,875,B
7775,3335,P
7792,3344,P
7794,448,B
7811,4264,P
7834,4697,P
7834,3613,P
7834,3005,P
7863,2898,P
8134,759,B
8138,548,B
8144,467,B
8203,642,B
8206,416,B
8358,21044,I
8365,748,B
8377,3040,P
8377,3647,P
8377,3242,P
8377,1694,P
8378,3037,P
8383,402,B
8444,4311,P
8451,732,B
8763,558,B
8768,293,B
8771,328,B
8919,627,B
9016,779,B
9022,596,B
9028,525,B
9082,20832,I
9082,2462,P
9083,3809,P
9083,4296,P
9083,4241,P
9083,2272,P
9087,498,B
9106,1150,P
9391,296,B
9394,320,B
9397,153,B
9504,579,B
9509,386,B
9512,460,B
9543,483,B
9547,281,B
9579,22063,I
9580,1086,P
9580,7196,P
9580,1622,P
9630,3615,P
9638,552,B
9677,2855,P
10002,22200,I
10049,2524,P
10062,491,B
10102,2256,P
10123,1011,P
10175,2902,P
10189,655,B
10281,7898,P
10291,1210,B
10294,278,B
10299,485,B
10345,6559,P
10362,2209,B
10416,7290,P
10432,2212,B
10495,9042,I
10500,163,P
10503,155,B
10506,154,B
10509,153,B
10512,162,P
10547,155,B
10586,153,B
10628,153,B
10663,163,P
10717,155,B
10784,153,B
10789,153,B
10864,162,P
10876,153,B
10915,333,I
10959,156,P
11000,153,B
11037,153,B
11080,153,B
11163,5750,P
11167,157,B
11209,153,B
11250,154,B
11315,4152,P
11333,538,B
11370,337,B
11417,236,B
11483,3720,P
11498,453,B
11690,21534,I
11716,3649,P
11728,1219,B
11737,952,B
11745,1038,B
11771,3289,P
11799,1168,B
11838,775,B
11877,827,B
11943,4631,P
11962,1469,B
12003,863,B
12044,1076,B
12099,3243,P
12127,1118,B
12305,20080,I
12342,5046,P
12359,2188,B
12368,943,B
12379,1423,B
12409,4125,P
12429,2094,B
12465,1290,B
12506,1299,B
12579,5626,P
12599,2549,B
12633,1352,B
12676,1508,B
12737,4613,P
12760,2056,B
12925,19621,I
12966,5492,P
12982,1911,B
12994,1516,B
13025,3958,P
13040,1874,B
13051,1350,B
13089,1229,B
13146,3420,P
13197,4798,P
13219,2140,B
13261,2013,B
13303,1653,B
13358,4087,P
13386,2045,B
13541,17876,I
13562,2992,P
13597,4716,P
13614,2206,B
13628,1462,B
13641,1459,B
13690,3679,P
13717,1544,B
13781,4729,P
13807,2432,B
13842,1535,B
13884,1699,B
13933,2661,P
13968,1808,B
14008,1437,B
14179,20080,I
14212,4337,P
14230,2331,B
14242,1398,B
14255,1447,B
14286,4149,P
14306,2336,B
14342,1423,B
14383,1430,B
14440,3629,P
14471,2118,B
14508,1221,B
14548,1355,B
14601,3058,P
14637,1872,B
14800,19344,I
14824,3370,P
14855,3965,P
14873,2374,B
14885,1348,B
14899,1456,B
14935,3352,P
14970,2136,B
15009,1469,B
15050,1527,B
15108,4015,P
15142,2531,B
15173,1471,B
15214,1551,B
