at_sec latencyMs frameType
0.000 305 B
1.023 536 B
2.032 587 B
3.033 587 B
4.024 621 B
5.001 680 B
6.039 760 P
7.039 761 B
8.040 761 P
9.040 762 P
10.039 761 B
11.040 761 P
