at_sec latencyMs frameType
0.000 297 P
1.032 412 P
2.024 405 B
3.018 399 P
4.025 406 P
5.025 406 P
6.032 413 P
7.041 422 P
8.003 426 B
9.003 426 I
10.045 425 B
11.003 426 B
12.000 423 P
13.000 423 B
14.000 423 I
15.000 423 P
16.000 423 B
17.000 423 B
18.001 424 B
19.049 429 B
20.000 423 P
21.000 423 B
22.001 424 B
23.001 424 B
24.003 426 I
25.001 424 B
26.003 426 P
27.033 414 B
28.030 411 P
29.033 414 B
30.051 432 P
31.036 500 P
32.013 519 B
33.015 521 B
34.016 522 B
35.017 523 B
36.016 522 B
37.016 523 P
38.016 522 B
39.016 522 B
40.016 522 B
41.017 523 B
42.016 522 P
43.015 521 P
44.017 523 B
45.015 521 P
46.017 523 P
47.016 522 B
48.014 520 P
49.016 523 P
50.016 523 B
51.017 523 B
52.016 523 B
53.014 520 P
54.014 520 P
55.014 521 P
56.016 522 B
57.017 523 B
58.014 520 P
59.016 522 B
60.016 522 B
61.031 787 B
62.022 1028 B
63.026 1407 B
64.185 1942 P
65.019 2317 P
66.125 2965 B
67.015 3272 P
68.016 3690 B
69.024 4113 B
70.024 4614 P
71.009 4932 I
72.040 5505 P
73.238 5995 P
74.034 6291 P
75.049 6680 B
76.008 7098 P
77.027 7534 P
78.063 8362 P
79.197 8996 P
80.032 8996 P
81.240 9789 P
82.047 10346 I
83.238 10995 P
84.560 11816 P
85.152 12034 P
86.017 12481 P
87.024 12739 B
88.001 12924 B
89.032 13289 B
90.000 13632 B
91.049 13638 B
92.088 13637 P
93.009 13640 P
94.007 13639 B
95.008 13640 B
96.005 13637 B
97.088 13637 P
98.008 13640 P
99.009 13640 B
100.008 13640 P
101.008 13640 B
102.003 13635 B
103.009 13640 P
104.004 13636 P
105.007 13639 B
106.008 13640 P
107.007 13639 B
108.008 13640 P
109.005 13637 P
110.048 13638 P
111.089 13638 P
112.088 13637 P
113.008 13640 P
114.048 13638 P
115.009 13641 P
116.006 13638 P
117.090 13640 P
118.048 13638 P
119.008 13640 P
120.132 13639 P
121.006 13638 P
122.087 13636 P
123.008 13640 P
124.008 13640 P
125.009 13641 P
126.005 13637 P
127.007 13640 P
128.004 13636 P
129.048 13639 P
130.048 13638 P
131.129 13637 P
132.093 13642 P
133.007 13640 P
134.049 13639 P
135.004 13636 P
136.008 13640 P
137.009 13641 P
138.088 13638 P
139.008 13640 P
140.006 13639 P
141.005 13637 P
142.009 13641 P
143.009 13641 P
144.048 13638 P
145.049 13639 P
146.009 13641 B
147.008 13641 P
148.007 13640 P
149.008 13640 B
150.005 13638 B
