at,ptsMs,latencyMs,frameType
3857,248625,297,P
3898,248666,297,B
3943,248708,299,P
3984,248750,300,I
4025,248791,299,P
4065,248833,297,P
4106,248875,297,P
4152,248916,301,B
4189,248958,296,P
4231,249000,297,P
4272,249041,296,P
4315,249083,297,B
4356,249125,296,B
4506,249166,405,P
4549,249208,406,B
4594,249250,410,B
4633,249291,407,B
4674,249333,405,P
4721,249375,412,I
4762,249416,410,B
4801,249458,408,B
4841,249500,407,B
4889,249541,412,P
4929,249583,411,B
4964,249625,405,B
5009,249666,408,P
5049,249708,406,P
5091,249750,407,P
5115,249791,388,P
5159,249833,391,B
5201,249875,392,P
5242,249916,391,B
5290,249958,397,P
5324,250000,390,I
5369,250041,393,B
5410,250083,392,B
5450,250125,390,B
5493,250166,392,P
5538,250208,394,B
5576,250250,392,B
5617,250291,391,B
5657,250333,389,P
5700,250375,390,B
5748,250416,397,B
5792,250458,398,B
5833,250500,399,P
5881,250541,405,B
5922,250583,404,P
5958,250625,399,I
6001,250666,399,B
6041,250708,398,B
6089,250750,405,B
6130,250791,403,P
6170,250833,401,B
6209,250875,400,B
6249,250916,398,B
6291,250958,397,P
6334,251000,400,P
6375,251041,399,B
6417,251083,399,B
6457,251125,398,P
6498,251166,397,P
6546,251208,403,P
6585,251250,401,I
6625,251291,399,P
6673,251333,405,P
6712,251375,403,P
6754,251416,402,P
6793,251458,400,P
6833,251500,399,P
6875,251541,399,P
6918,251583,400,B
6960,251625,401,B
7002,251666,401,B
7039,251708,396,P
7090,251750,406,B
7129,251791,403,B
7169,251833,401,P
7208,251875,399,I
7250,251916,399,B
7298,251958,405,B
7337,252000,403,B
7375,252041,399,P
7417,252083,399,B
7459,252125,400,B
7500,252166,399,B
7546,252208,402,P
7585,252250,401,B
7624,252291,398,B
7673,252333,405,B
7708,252375,399,P
7754,252416,402,B
7794,252458,401,P
7833,252500,399,I
7882,252541,406,P
7922,252583,403,B
7959,252625,400,B
8002,252666,401,B
8041,252708,398,P
8088,252750,404,P
8128,252791,402,P
8166,252833,398,P
8209,252875,400,P
8250,252916,399,P
8297,252958,404,P
8335,253000,401,B
8378,253041,401,B
8418,253083,399,P
8457,253125,398,I
8499,253166,398,P
8541,253208,398,B
8582,253250,398,B
8625,253291,399,B
8666,253333,398,P
8707,253375,398,B
8749,253416,398,B
8790,253458,397,P
8833,253500,399,P
8882,253541,406,P
8922,253583,403,P
8961,253625,402,P
8998,253666,396,B
9041,253708,398,P
9089,253750,405,I
9129,253791,403,B
9169,253833,401,P
9206,253875,396,B
9250,253916,398,B
9297,253958,404,B
9337,254000,403,P
9377,254041,401,P
9417,254083,399,B
9462,254125,402,B
9506,254166,405,B
9553,254208,410,P
9593,254250,409,B
9633,254291,407,B
9682,254333,413,P
9721,254375,412,I
9761,254416,410,B
9802,254458,409,B
9842,254500,408,B
9889,254541,413,P
9929,254583,411,B
9968,254625,409,B
10008,254666,407,B
10049,254708,406,P
10091,254750,407,P
10148,254791,422,P
10193,254833,425,P
10234,254875,425,P
10282,254916,431,P
10316,254958,423,P
10360,255000,426,I
10397,255041,421,P
10440,255083,422,B
10481,255125,421,B
10527,255166,425,B
10564,255208,421,P
10609,255250,424,B
10648,255291,422,B
10691,255333,423,B
10732,255375,423,P
10777,255416,425,B
10817,255458,424,B
10856,255500,422,B
10898,255541,422,P
10942,255583,424,P
10983,255625,424,I
11024,255666,423,B
11064,255708,421,B
11110,255750,426,B
11148,255791,422,P
11193,255833,425,B
11234,255875,424,B
11276,255916,424,B
11315,255958,422,P
11358,256000,424,B
11401,256041,425,B
11441,256083,423,B
11481,256125,422,P
11527,256166,426,B
11569,256208,425,P
11608,256250,424,I
11648,256291,422,B
11693,256333,425,P
11732,256375,423,P
11777,256416,426,B
11817,256458,424,B
11860,256500,426,B
11901,256541,425,P
11942,256583,424,B
11983,256625,424,B
12023,256666,422,B
12066,256708,422,P
12113,256750,429,B
12148,256791,422,B
12193,256833,425,P
12232,256875,423,I
12274,256916,423,B
12314,256958,421,B
12360,257000,426,B
12398,257041,421,P
12439,257083,421,B
12488,257125,429,B
12529,257166,428,B
12568,257208,425,P
12609,257250,425,B
12649,257291,423,B
12691,257333,423,B
12734,257375,425,P
12773,257416,421,B
12818,257458,425,P
12860,257500,426,I
12899,257541,423,B
12945,257583,427,B
12985,257625,426,B
13024,257666,423,P
13068,257708,425,B
13110,257750,426,B
13150,257791,424,B
13190,257833,422,P
13233,257875,424,B
13274,257916,423,B
13315,257958,422,B
13357,258000,423,P
13399,258041,423,B
13441,258083,423,P
13485,258125,426,I
13525,258166,424,B
13568,258208,425,B
13607,258250,423,B
13648,258291,422,P
13694,258333,425,B
13734,258375,425,B
13775,258416,424,B
13816,258458,423,P
13856,258500,422,B
13902,258541,425,B
13943,258583,425,B
13985,258625,426,P
14025,258666,424,B
14068,258708,425,P
14106,258750,422,I
14153,258791,427,B
14191,258833,423,B
14233,258875,424,P
14277,258916,426,P
14314,258958,421,P
14361,259000,427,P
14399,259041,423,P
14442,259083,423,P
14485,259125,426,P
14526,259166,424,P
14564,259208,421,P
14609,259250,425,P
14649,259291,423,P
14693,259333,425,P
14735,259375,426,I
14776,259416,425,P
14817,259458,424,P
14860,259500,426,B
14898,259541,422,B
14944,259583,425,P
14984,259625,425,P
15025,259666,424,P
15066,259708,423,P
15113,259750,429,P
15151,259791,425,P
15190,259833,422,P
15232,259875,423,P
15277,259916,426,P
15317,259958,424,P
15360,260000,426,I
15397,260041,421,P
15440,260083,422,P
15485,260125,426,P
15527,260166,426,B
15565,260208,422,B
15609,260250,425,B
15654,260291,428,P
15696,260333,428,B
15734,260375,425,P
15778,260416,427,P
15815,260458,422,P
15857,260500,423,P
15899,260541,423,P
15946,260583,427,P
15981,260625,422,I
16024,260666,423,B
16067,260708,424,P
16110,260750,426,B
16151,260791,425,B
16193,260833,425,B
16233,260875,424,P
16276,260916,425,B
16316,260958,423,B
16361,261000,426,B
16401,261041,425,P
16440,261083,422,P
16481,261125,422,P
16523,261166,422,B
16568,261208,425,P
16610,261250,426,I
16651,261291,425,B
16693,261333,425,B
16733,261375,424,B
16777,261416,426,P
16817,261458,423,B
16857,261500,423,B
16901,261541,425,B
16945,261583,427,P
16984,261625,425,P
17024,261666,423,P
17065,261708,422,P
17110,261750,426,P
17152,261791,426,P
17193,261833,425,P
17232,261875,423,I
17281,261916,430,B
17321,261958,428,B
17360,262000,426,P
17401,262041,424,B
17440,262083,422,B
17489,262125,430,P
17529,262166,428,P
17569,262208,426,P
17609,262250,424,B
17648,262291,422,B
17692,262333,424,B
17737,262375,428,P
17777,262416,426,B
17817,262458,424,P
17857,262500,423,I
17898,262541,422,B
17943,262583,425,B
17981,262625,422,B
18024,262666,423,P
18068,262708,425,P
18110,262750,426,B
18151,262791,425,P
18191,262833,423,B
18233,262875,423,B
18277,262916,425,B
18317,262958,424,P
18360,263000,426,B
18401,263041,425,B
18441,263083,423,P
18488,263125,429,I
18525,263166,424,B
18565,263208,422,B
18607,263250,423,B
18648,263291,422,P
18693,263333,425,B
18734,263375,425,P
18776,263416,425,P
18816,263458,423,P
18857,263500,423,P
18901,263541,425,B
18943,263583,425,B
18985,263625,426,B
19023,263666,422,P
19066,263708,423,P
19107,263750,423,I
19152,263791,426,B
19190,263833,422,B
19232,263875,423,B
19274,263916,423,P
19319,263958,425,P
19359,264000,425,P
19401,264041,425,B
19440,264083,422,B
19481,264125,422,B
19525,264166,424,P
19569,264208,426,B
19609,264250,425,B
19649,264291,423,B
19692,264333,424,P
19737,264375,428,I
19774,264416,423,B
19818,264458,425,B
19857,264500,423,B
19901,264541,425,P
19943,264583,425,B
19983,264625,424,B
20024,264666,423,B
20067,264708,424,P
20109,264750,425,B
20147,264791,421,P
20193,264833,425,P
20233,264875,424,P
20281,264916,430,P
20322,264958,429,P
20356,265000,422,I
20398,265041,422,P
20441,265083,423,P
20482,265125,423,P
20527,265166,426,B
20567,265208,424,B
20609,265250,425,P
20649,265291,423,P
20690,265333,422,P
20736,265375,427,P
20773,265416,422,B
20817,265458,424,B
20857,265500,423,B
20905,265541,429,P
20940,265583,422,P
20985,265625,426,I
21022,265666,421,P
21064,265708,421,B
21109,265750,425,P
21149,265791,423,P
21194,265833,426,P
21233,265875,424,P
21278,265916,427,P
21319,265958,426,P
21361,266000,427,P
21401,266041,425,B
21441,266083,423,P
21489,266125,430,P
21529,266166,428,B
21566,266208,423,P
21609,266250,425,I
21648,266291,422,B
21695,266333,427,B
21735,266375,426,B
21776,266416,425,P
21818,266458,425,B
21858,266500,424,B
21899,266541,424,B
21939,266583,421,P
21983,266625,424,B
22025,266666,424,B
22069,266708,426,B
22112,266750,428,P
