at_sec latencyMs frameType
0.000 300 B
1.000 383 P
2.025 409 P
3.022 405 P
4.017 400 B
5.033 376 P
6.033 375 B
7.040 382 I
8.016 399 P
9.009 392 P
10.033 375 P
11.025 408 P
12.025 409 P
13.024 407 P
14.000 426 P
15.001 426 B
16.042 425 P
17.041 425 P
18.042 425 P
19.001 426 B
20.001 426 P
21.000 426 P
22.001 426 B
23.001 427 P
24.000 426 B
25.001 427 B
26.000 426 P
27.000 426 B
28.000 426 B
29.001 426 B
30.000 426 P
31.001 510 P
32.002 510 P
33.001 510 B
34.040 508 I
35.001 509 P
36.001 510 P
37.002 510 B
38.000 509 B
39.041 509 I
40.001 510 B
41.041 509 P
42.041 508 P
43.001 510 B
44.041 509 I
45.039 507 B
46.001 510 B
47.001 510 B
48.001 510 B
49.001 509 P
50.000 509 P
51.001 510 P
52.040 508 P
53.000 509 B
54.037 505 I
55.001 510 P
56.002 510 B
57.001 510 B
58.001 510 B
59.002 511 P
60.001 510 P
61.219 1020 B
62.243 1544 P
63.599 2650 P
64.017 2651 P
67.135 5269 B
67.185 5278 P
67.226 5277 B
69.160 6961 P
69.207 6966 P
70.041 6967 P
71.002 6970 B
72.001 6969 P
73.001 6969 I
74.160 6961 P
75.120 6964 P
76.057 7067 B
77.385 7812 P
78.017 7819 B
79.049 8183 B
80.040 8716 P
81.009 9143 P
82.001 9469 P
83.407 10583 P
84.154 10705 B
85.024 10951 P
86.001 11469 B
87.068 11745 P
88.071 12122 B
89.145 12571 P
90.067 12869 P
91.030 12873 P
92.033 12876 I
93.073 12874 P
94.032 12875 P
95.073 12874 B
96.072 12873 B
97.034 12877 I
98.029 12873 P
99.034 12877 P
100.030 12873 P
101.113 12872 P
102.027 12870 I
103.071 12873 P
104.033 12877 P
105.030 12874 P
106.073 12874 P
107.029 12872 I
108.153 12871 P
109.033 12877 P
110.070 12872 P
111.026 12869 P
112.033 12877 I
113.073 12875 P
114.071 12872 P
115.032 12876 P
116.113 12873 P
117.033 12877 I
118.153 12871 P
119.069 12871 P
120.072 12874 P
121.108 12868 P
122.026 12870 I
123.150 12869 P
124.069 12871 P
125.028 12872 P
126.113 12872 P
127.029 12873 I
128.028 12872 P
129.073 12875 P
130.112 12872 P
131.068 12870 P
132.034 12877 I
133.153 12872 P
134.074 12875 P
135.113 12873 P
136.113 12873 P
137.033 12877 I
138.153 12872 P
139.033 12877 P
140.034 12877 P
141.033 12877 P
142.034 12878 I
143.029 12873 P
144.033 12877 B
145.033 12877 B
146.032 12876 B
147.034 12878 I
148.033 12877 B
149.029 12873 P
