at,payloadSizeBytes,frameType
3648,6462,P
3654,590,B
3690,443,B
3731,271,B
3797,4142,P
3815,565,B
3895,5955,P
3902,741,B
3939,473,B
3987,1340,P
4162,20457,I
4179,2294,P
4191,1475,P
4203,1320,P
4215,1274,P
4234,1063,P
4277,1070,P
4321,1211,P
4357,1165,P
4399,1171,P
4444,1120,P
4484,1114,P
4547,4037,P
4584,3369,P
4628,3595,P
4800,22369,I
4818,2258,P
4834,2035,P
4868,2184,P
4884,2084,P
4900,1811,P
4913,1825,P
4949,1927,P
4989,1801,P
5033,1924,P
5081,2733,P
5118,2168,P
5154,1970,P
5205,3302,P
5244,2351,P
5422,21863,I
5442,2507,P
5461,2374,P
5481,2506,P
5488,719,B
5525,4964,P
5535,1074,B
5567,610,B
5624,3532,P
5653,1324,B
5688,716,B
5733,659,B
5790,2996,P
5830,3430,P
5879,3758,P
6035,20671,I
6060,3386,P
6068,642,B
6073,537,B
6108,4659,P
6119,1069,B
6146,661,B
6186,590,B
6246,2760,P
6284,2573,P
6328,2627,P
6367,2068,P
6408,2080,P
6441,624,B
6482,461,B
6668,21623,I
6692,2992,P
6711,2466,P
6736,3236,P
6743,678,B
6749,411,B
6800,4667,P
6815,713,B
6855,498,B
6897,451,B
6964,3983,P
6982,870,B
7024,646,B
7060,586,B
7122,2987,P
7299,22303,I
7321,3013,P
7329,583,B
7333,481,B
7337,385,B
7390,5407,P
7398,596,B
7439,567,B
7481,343,B
7564,6333,P
7572,809,B
7608,688,B
7650,567,B
7715,4227,P
7735,828,B
7919,21509,I
7943,3342,P
7951,638,B
7956,546,B
7960,408,B
8039,8731,P
8045,708,B
8065,609,B
8107,498,B
8158,2631,P
8191,710,B
8233,573,B
8272,481,B
8320,1769,P
8356,636,B
8541,21701,I
8551,976,P
8555,441,B
8560,330,B
8565,423,P
8606,343,B
8646,338,B
8688,327,B
8753,3610,P
8879,15667,P
8884,326,B
8886,272,B
8982,297,B
8982,313,P
8983,276,P
9092,10412,I
9099,756,P
9112,1233,P
9147,249,B
9208,3198,P
9231,425,B
9273,294,B
9312,202,B
9399,7194,P
9405,404,B
9474,5639,P
9480,448,B
9550,4650,P
9565,460,B
9622,2961,P
9793,21481,I
9809,2107,P
9815,427,B
9820,283,B
9853,4612,P
9860,516,B
9896,267,B
9939,872,P
9978,263,B
10032,1911,P
10073,1990,P
10107,470,B
10146,292,B
10210,3449,P
10232,452,B
10416,21488,I
10435,2570,P
10441,461,B
10446,279,B
10483,5096,P
10491,598,B
10523,385,B
10561,348,B
10634,4622,P
10651,1387,B
10692,894,B
10732,887,B
10811,5962,P
10823,1672,B
10871,3157,P
11039,21185,I
11067,3945,P
11078,1154,B
11087,801,B
11119,4384,P
11124,425,B
11166,3083,P
11203,2786,P
11245,2706,P
11284,2406,P
11325,2479,P
11357,470,B
11397,279,B
11453,2429,P
11482,370,B
11667,21105,I
11687,2549,P
11692,409,B
11726,4507,P
11756,3831,P
11785,3838,P
11791,542,B
11815,401,B
11852,210,B
11923,3964,P
11940,550,B
11982,431,B
12022,231,B
12086,3627,P
12106,466,B
12297,21820,I
12315,2390,P
12321,367,B
12350,3990,P
12380,4027,P
12411,3957,P
12441,3854,P
12446,502,B
12481,422,B
12520,210,B
12594,4754,P
12606,544,B
12649,460,B
12688,196,B
12737,1252,P
12914,20697,I
12921,708,P
12925,384,B
12931,245,B
12936,196,B
13039,8782,P
13049,1170,P
13069,1195,P
13110,1037,P
13151,1035,P
13190,955,P
13239,1791,P
13279,1328,P
13327,2295,P
13359,1271,P
13528,19053,I
13541,1633,P
13556,1614,P
13570,1839,P
13589,2074,P
13614,1951,P
13658,2010,P
13700,1986,P
13736,1858,P
13783,2103,P
13821,2009,P
13862,2070,P
13910,2923,P
13957,3547,P
14000,3108,P
14171,21856,I
14195,3181,P
14214,2207,P
14231,2103,P
14247,2122,P
14265,2070,P
14281,1971,P
14326,2124,P
14368,2288,P
14410,2302,P
14464,4007,P
14494,2311,B
14527,1267,B
14571,1374,B
14620,3225,P
14796,21776,I
14819,3149,P
14842,3041,P
14863,2567,P
14880,2298,P
14897,2051,P
14914,2145,P
14953,2513,P
14995,2607,P
15038,2778,P
15084,3451,P
15124,2973,P
15170,3823,P
15192,1480,B
15243,2610,P
15403,19626,I
15422,2620,P
15441,2450,P
15461,2595,P
15486,3430,P
15498,1356,B
15526,1183,B
15581,2917,P
15611,1136,B
15660,2316,P
15703,2460,P
15733,1016,B
15793,3372,P
15820,1454,B
15869,2247,P
16055,23222,I
16073,2311,P
16091,2255,P
16112,2561,P
16135,3067,P
16156,2764,P
16166,1026,B
16204,2779,P
16235,1065,B
16285,2611,P
16318,981,B
16359,992,B
16421,3687,P
16446,1331,B
16487,1180,B
16688,24296,I
16704,2165,P
16733,3953,P
16747,1601,B
16755,785,B
16767,1298,B
16796,3630,P
16817,1513,B
16881,4158,P
16920,3879,P
16946,1806,B
16985,1414,B
17038,2559,P
17086,3596,P
17116,1999,P
17295,21645,I
17313,2564,P
17335,2756,P
17347,1301,B
17355,898,B
17364,888,B
17407,1854,P
17469,4728,P
17494,2274,B
17528,1201,B
17573,1769,B
17629,3719,P
17667,4060,P
17710,4070,P
17744,2678,P
17927,23232,I
17948,2618,P
17972,3113,P
17983,1209,B
18017,4575,P
18030,1356,B
18040,1106,B
18070,1256,B
18120,2454,P
18154,1234,B
18194,1013,B
18235,974,B
18278,1175,P
18316,751,B
18360,1003,B
18554,22835,I
18575,2624,P
18586,1279,B
18597,1009,B
18605,972,B
18618,1612,P
18649,674,B
18692,851,B
18754,3757,P
18779,1194,B
18821,1598,B
18887,4849,P
18913,2552,B
18950,1967,B
19003,3677,P
19181,23914,I
19208,3423,P
19233,3260,P
19243,1150,B
19265,2881,P
19274,964,B
19297,2840,P
19317,1078,B
19369,3066,P
19399,1134,B
19443,958,B
19484,888,B
19533,2224,P
19563,645,B
19608,939,B
19808,23493,I
19829,2769,P
19840,1018,B
19860,2627,P
19871,1263,B
19881,952,B
19897,981,B
19959,3293,P
19989,1459,B
