at,payloadSizeBytes,frameType
3905,871,B
4018,4859,P
4036,958,B
4121,4933,P
4136,693,B
4151,677,B
4206,3137,P
4223,636,B
4293,3885,P
4309,713,B
4592,16766,I
4616,934,P
4654,2387,P
4664,554,B
4755,5162,P
4776,1085,B
4849,4238,P
4869,981,B
4925,3249,P
4954,1381,B
5045,5293,P
5073,1438,B
5174,5821,P
5199,1322,B
5215,658,B
5729,816,B
5757,1474,B
5840,929,B
6111,875,B
6360,1656,B
6364,20088,I
6364,1421,P
6365,1509,P
6365,2748,P
6365,5703,P
6365,3499,P
6377,660,B
6399,1101,B
6511,1505,B
6532,956,B
6842,1369,B
7434,1004,B
7452,3544,P
7492,2623,P
7492,2215,P
7492,2513,P
7492,2851,P
7553,1098,B
7635,18474,I
7636,1670,P
7636,2053,P
7636,1606,P
7636,4756,P
7636,2296,P
7636,2463,P
7636,5233,P
7637,4721,P
7675,13044,I
7716,2604,P
7798,5289,P
7839,2978,P
7879,3169,P
7900,1040,B
7919,3344,P
7960,4127,P
8001,1095,B
8042,3781,P
8123,4269,P
8202,3663,P
8242,1120,B
8264,3469,P
8264,4024,P
8502,980,B
8764,20261,I
8804,2560,P
8904,4589,P
8936,5159,P
8979,2743,P
9033,3831,P
9058,3613,P
9092,2975,P
9229,17402,I
9265,2510,P
9299,5588,P
9342,4678,P
9384,4090,P
9427,6186,P
9555,1086,B
9591,21296,I
9599,1112,B
9625,3593,P
9676,5026,P
9719,5579,P
9752,4002,P
9760,1488,P
9949,21806,I
9982,3828,P
10042,8374,P
10050,1104,B
10084,4048,P
10111,4262,P
10119,1055,P
10297,20442,I
10314,2880,P
10348,4924,P
10391,3985,P
10423,4662,P
10466,4191,P
10651,23168,I
10688,3104,P
10726,4879,P
10734,1041,B
10768,4328,P
10786,3416,P
10811,2199,P
10983,1012,B
10998,22420,I
11022,3453,P
11055,4245,P
11089,4956,P
11115,3028,P
11115,1469,B
11115,1263,B
11115,1155,B
11123,998,B
11123,1133,B
11123,1296,B
11123,1208,B
11131,1456,B
11131,1156,B
11131,1485,B
11131,1403,B
11131,1185,B
11131,1176,B
11139,1694,B
11139,1278,B
11139,1378,B
11139,1245,B
11139,1379,B
11139,1287,B
11148,1522,B
11148,1265,B
11148,1355,B
11148,1223,B
11156,2063,B
11156,1520,B
11156,1316,B
11164,1438,B
11164,1344,B
11164,1454,B
11164,1261,B
11184,986,B
11209,956,B
11218,3752,P
11226,1208,B
11226,1936,B
11226,1233,B
11226,1346,B
11235,1339,B
11235,1500,B
11243,1156,B
11251,1354,B
11251,1188,B
11251,1590,B
11251,1161,B
11251,1386,B
11268,1723,B
11276,1282,B
11276,1971,B
11276,1290,B
11276,1230,B
11284,1141,B
11293,1898,B
11406,1025,B
11482,22842,I
11506,3263,P
11548,5548,P
11548,1193,B
11557,1256,B
11558,1319,B
11564,956,B
11571,1100,B
11596,3214,P
11606,1208,B
11615,901,B
11648,4550,P
11659,1450,B
11692,964,B
11729,942,B
11778,1244,P
11964,22214,I
11992,3777,P
12001,1066,B
12009,834,B
12039,4363,P
12051,1164,B
12068,1002,B
12125,3193,P
12153,1247,B
12189,1079,B
12250,3276,P
12276,1152,B
12313,1015,B
12378,3676,P
12399,1015,B
12593,22681,I
12617,3271,P
12627,1155,B
12634,963,B
12666,4111,P
12679,1715,B
12691,1091,B
12734,999,B
12795,3817,P
12816,1224,B
12859,1075,B
12927,4940,P
12943,1059,B
12984,1064,B
13021,1150,P
13223,23338,I
13247,3328,P
13258,993,B
13264,839,B
13292,3755,P
13301,1015,B
13317,958,B
13374,3310,P
13400,1051,B
13440,811,B
13496,2779,P
13527,1274,B
13563,909,B
13628,4204,P
13650,869,B
13849,23649,I
13873,3393,P
13883,1060,B
13892,989,B
13982,4916,P
14003,946,B
14074,4107,P
14095,1096,B
14113,901,B
14170,3304,P
14192,1101,B
14211,890,B
14276,3684,P
14298,1148,B
14316,884,B
14713,23480,I
14768,3207,P
14785,913,B
14802,845,B
14895,1079,B
14937,1000,B
14978,3746,P
15021,3304,P
15040,938,B
15099,2992,P
15177,4519,P
15178,1211,B
15178,1159,B
15181,953,B
15196,736,B
15449,1015,B
15469,1081,B
15494,900,B
15535,974,B
15596,1049,B
15734,23632,I
15776,863,B
15816,3033,P
15875,3672,P
15936,846,B
15936,3494,P
16004,988,B
16025,2457,P
16072,1106,B
16132,3729,P
16152,962,B
16474,974,B
16521,942,B
16607,1068,B
16647,23514,I
16668,991,B
16727,2954,P
16787,3759,P
16849,940,B
16868,836,B
16887,3730,P
16928,2769,P
16988,3865,P
17033,775,B
17058,864,B
17079,867,B
17144,615,B
17304,756,B
17424,743,B
17484,22516,I
17547,3736,P
17570,906,B
17594,824,B
17615,781,B
17635,643,B
17659,1923,P
17741,1089,B
17759,4859,P
17840,864,B
17860,4301,P
17942,4935,P
18021,4647,P
18062,886,B
18276,1116,B
18498,1007,B
18576,22865,I
18665,4032,P
18812,1115,B
18833,3532,P
18891,2752,P
18933,5293,P
18968,4262,P
18993,3330,P
19021,1106,B
19046,859,B
19140,1023,B
19199,868,B
19207,22701,I
19241,4722,P
19258,1116,B
19283,5072,P
19292,880,B
19326,4577,P
19360,4790,P
19377,888,B
19401,5652,P
19558,996,B
19583,22471,I
19609,2768,P
19651,4826,P
19686,4441,P
19728,4351,P
19762,4870,P
19804,1037,B
19966,23813,I
19992,3728,P
20035,5134,P
20061,3079,P
20079,2589,P
20113,4093,P
20190,1055,B
20250,950,B
20309,23869,I
20318,847,B
20335,3094,P
20368,4425,P
20404,4003,P
20412,1082,B
20445,857,B
20445,4757,P
20464,1837,P
20507,1083,B
20567,1007,B
20644,989,B
20660,24173,I
20691,3288,P
20732,3566,P
20759,3130,P
20776,2901,P
20801,3508,P
20836,1050,B
20955,881,B
20987,23578,I
21012,3331,P
21037,3400,P
21053,2336,P
21079,3007,P
21079,907,B
21087,1611,B
21087,1298,B
21087,1258,B
21087,1609,B
21087,1156,B
21095,1399,B
21095,1334,B
21095,1378,B
21095,1206,B
21095,1199,B
21095,1147,B
21095,1339,B
21103,1303,B
21103,1413,B
21103,1696,B
21103,1341,B
21110,1744,B
21110,1614,B
21120,937,B
21128,1689,B
21128,1745,B
21140,1119,B
21148,791,B
21168,932,B
21192,4092,P
21192,1706,B
21192,1390,B
21192,1198,B
21192,779,B
21192,1156,B
21192,1306,B
21192,1166,B
21200,999,B
21209,806,B
21209,1285,B
21209,859,B
21217,817,B
21397,23802,I
21415,2058,P
21440,2289,P
21466,4778,P
21466,1170,B
21474,933,B
21499,3188,P
21510,1263,B
21526,1027,B
21585,3730,P
21610,1198,B
21651,1060,B
21706,2905,P
